State,States,COUNTY,County,Species_Group,Growing_Stock_A,Nongrowing_Stock_A,All_Sources_A,Growing_Stock_B,Nongrowing_Stock_B,All_Sources_B,Growing_Stock_C,Nongrowing_Stock_C,All_Sources_C,Growing_Stock_D,Nongrowing_Stock_D,All_Sources_D,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
TX 2012,TEXAS,ANGELINA,Angelina,Hardwood,"2,246",169,"2,415",396,702,"1,098",424,"1,055","1,479","3,066","1,926","4,992",43,0.78,0.45,0.80,18866,42720,20667,22053,34176,8544,TEXAS_ANGELINA
TX 2012,TEXAS,BOWIE,Bowie,Hardwood,"1,847",346,"2,193",360,637,997,385,958,"1,343","2,592","1,941","4,533",43,0.78,0.45,0.80,18866,38792,18767,20025,31034,7758,TEXAS_BOWIE
TX 2012,TEXAS,CAMP,Camp,Hardwood,140,9,149,25,43,68,26,65,91,191,117,308,43,0.78,0.45,0.80,18866,2636,1275,1361,2109,527,TEXAS_CAMP
TX 2012,TEXAS,CASS,Cass,Hardwood,"5,466","1,260","6,726","1,104","1,953","3,057","1,180","2,937","4,117","7,749","6,151","13,900",43,0.78,0.45,0.80,18866,118952,57559,61393,95162,23790,TEXAS_CASS
TX 2012,TEXAS,CHAMBERS,Chambers,Hardwood,842,203,"1,045",171,304,475,183,457,640,"1,197",963,"2,160",43,0.78,0.45,0.80,18866,18485,8943,9542,14788,3697,TEXAS_CHAMBERS
TX 2012,TEXAS,CHEROKEE,Cherokee,Hardwood,"9,278","1,213","10,491","1,721","3,046","4,767","1,840","4,580","6,420","12,838","8,840","21,678",43,0.78,0.45,0.80,18866,185514,89779,95735,148412,37103,TEXAS_CHEROKEE
TX 2012,TEXAS,FRANKLIN,Franklin,Hardwood,348,22,370,61,107,168,65,161,226,473,291,764,43,0.78,0.45,0.80,18866,6538,3166,3372,5230,1308,TEXAS_FRANKLIN
TX 2012,TEXAS,GREGG,Gregg,Hardwood,"2,396",198,"2,594",426,753,"1,179",455,"1,133","1,588","3,276","2,085","5,361",43,0.78,0.45,0.80,18866,45878,22199,23679,36702,9176,TEXAS_GREGG
TX 2012,TEXAS,GRIMES,Grimes,Hardwood,1,0,1,0,0,0,0,1,1,1,1,2,43,0.78,0.45,0.80,18866,17,9,9,14,3,TEXAS_GRIMES
TX 2012,TEXAS,HARDIN,Hardin,Hardwood,"1,666",220,"1,886",309,548,857,331,823,"1,154","2,306","1,591","3,897",43,0.78,0.45,0.80,18866,33349,16140,17210,26680,6670,TEXAS_HARDIN
TX 2012,TEXAS,HARRIS,Harris,Hardwood,152,8,160,26,47,73,28,70,98,207,124,331,43,0.78,0.45,0.80,18866,2833,1369,1463,2266,567,TEXAS_HARRIS
TX 2012,TEXAS,HARRISON,Harrison,Hardwood,"2,616",536,"3,152",517,915,"1,432",553,"1,376","1,929","3,686","2,827","6,513",43,0.78,0.45,0.80,18866,55737,26974,28763,44589,11147,TEXAS_HARRISON
TX 2012,TEXAS,HENDERSON,Henderson,Hardwood,843,96,939,154,273,427,165,410,575,"1,162",779,"1,941",43,0.78,0.45,0.80,18866,16611,8036,8575,13288,3322,TEXAS_HENDERSON
TX 2012,TEXAS,HOUSTON,Houston,Hardwood,338,38,376,62,109,171,66,164,230,466,311,777,43,0.78,0.45,0.80,18866,6649,3218,3432,5319,1330,TEXAS_HOUSTON
TX 2012,TEXAS,JASPER,Jasper,Hardwood,"1,674",288,"1,962",322,570,892,344,857,"1,201","2,340","1,715","4,055",43,0.78,0.45,0.80,18866,34702,16790,17911,27761,6940,TEXAS_JASPER
TX 2012,TEXAS,JEFFERSON,Jefferson,Hardwood,93,5,98,16,29,45,17,43,60,127,76,203,43,0.78,0.45,0.80,18866,1737,839,899,1390,347,TEXAS_JEFFERSON
TX 2012,TEXAS,LEON,Leon,Hardwood,131,12,143,23,42,65,25,63,88,180,116,296,43,0.78,0.45,0.80,18866,2533,1224,1309,2026,507,TEXAS_LEON
TX 2012,TEXAS,LIBERTY,Liberty,Hardwood,"4,028",633,"4,661",765,"1,353","2,118",818,"2,035","2,853","5,610","4,022","9,632",43,0.78,0.45,0.80,18866,82428,39888,42540,65942,16486,TEXAS_LIBERTY
TX 2012,TEXAS,MARION,Marion,Hardwood,"2,625",485,"3,110",510,903,"1,413",545,"1,358","1,903","3,681","2,745","6,426",43,0.78,0.45,0.80,18866,54992,26615,28377,43994,10998,TEXAS_MARION
TX 2012,TEXAS,MONTGOMERY,Montgomery,Hardwood,513,58,571,94,166,260,100,250,350,707,474,"1,181",43,0.78,0.45,0.80,18866,10107,4886,5220,8085,2021,TEXAS_MONTGOMERY
TX 2012,TEXAS,MORRIS,Morris,Hardwood,"1,045",221,"1,266",208,367,575,222,553,775,"1,475","1,141","2,616",43,0.78,0.45,0.80,18866,22387,10834,11553,17910,4477,TEXAS_MORRIS
TX 2012,TEXAS,NACOGDOCHES,Nacogdoches,Hardwood,"2,538",291,"2,829",464,822,"1,286",496,"1,236","1,732","3,499","2,348","5,847",43,0.78,0.45,0.80,18866,50037,24210,25827,40030,10007,TEXAS_NACOGDOCHES
TX 2012,TEXAS,NEWTON,Newton,Hardwood,"1,126",208,"1,334",219,387,606,234,582,816,"1,579","1,177","2,756",43,0.78,0.45,0.80,18866,23585,11416,12169,18868,4717,TEXAS_NEWTON
TX 2012,TEXAS,ORANGE,Orange,Hardwood,51,3,54,9,16,25,9,24,33,69,43,112,43,0.78,0.45,0.80,18866,958,462,496,767,192,TEXAS_ORANGE
TX 2012,TEXAS,PANOLA,Panola,Hardwood,"5,457",602,"6,059",994,"1,759","2,753","1,063","2,646","3,709","7,514","5,007","12,521",43,0.78,0.45,0.80,18866,107151,51851,55300,85721,21430,TEXAS_PANOLA
TX 2012,TEXAS,POLK,Polk,Hardwood,"2,071",231,"2,302",378,668,"1,046",404,"1,005","1,409","2,852","1,905","4,757",43,0.78,0.45,0.80,18866,40709,19700,21009,32567,8142,TEXAS_POLK
TX 2012,TEXAS,RED RIVER,Red River,Hardwood,"2,866",418,"3,284",539,954,"1,493",576,"1,434","2,010","3,981","2,806","6,787",43,0.78,0.45,0.80,18866,58081,28104,29978,46465,11616,TEXAS_RED RIVER
TX 2012,TEXAS,RUSK,Rusk,Hardwood,"4,840",541,"5,381",883,"1,562","2,445",944,"2,349","3,293","6,666","4,453","11,119",43,0.78,0.45,0.80,18866,95153,46049,49104,76123,19031,TEXAS_RUSK
TX 2012,TEXAS,SABINE,Sabine,Hardwood,938,214,"1,152",189,334,523,202,503,705,"1,329","1,051","2,380",43,0.78,0.45,0.80,18866,20367,9859,10509,16294,4073,TEXAS_SABINE
TX 2012,TEXAS,SAN AUGUSTINE,San Augustine,Hardwood,"2,547",569,"3,116",511,905,"1,416",546,"1,361","1,907","3,604","2,835","6,439",43,0.78,0.45,0.80,18866,55103,26666,28437,44083,11021,TEXAS_SAN AUGUSTINE
TX 2012,TEXAS,SAN JACINTO,San Jacinto,Hardwood,673,139,812,133,236,369,142,355,497,948,730,"1,678",43,0.78,0.45,0.80,18866,14360,6949,7411,11488,2872,TEXAS_SAN JACINTO
TX 2012,TEXAS,SHELBY,Shelby,Hardwood,"2,121",474,"2,595",426,753,"1,179",455,"1,134","1,589","3,002","2,361","5,363",43,0.78,0.45,0.80,18866,45895,22207,23688,36716,9179,TEXAS_SHELBY
TX 2012,TEXAS,SMITH,Smith,Hardwood,"3,136",291,"3,427",562,995,"1,557",601,"1,496","2,097","4,299","2,782","7,081",43,0.78,0.45,0.80,18866,60597,29327,31270,48478,12119,TEXAS_SMITH
TX 2012,TEXAS,TITUS,Titus,Hardwood,786,73,859,141,250,391,151,375,526,"1,077",699,"1,776",43,0.78,0.45,0.80,18866,15199,7351,7847,12159,3040,TEXAS_TITUS
TX 2012,TEXAS,TRINITY,Trinity,Hardwood,591,30,621,102,180,282,109,271,380,801,482,"1,283",43,0.78,0.45,0.80,18866,10980,5314,5665,8784,2196,TEXAS_TRINITY
TX 2012,TEXAS,TYLER,Tyler,Hardwood,"4,669",939,"5,608",920,"1,629","2,549",984,"2,449","3,433","6,573","5,017","11,590",43,0.78,0.45,0.80,18866,99184,47992,51192,79347,19837,TEXAS_TYLER
TX 2012,TEXAS,UPSHUR,Upshur,Hardwood,"1,926",290,"2,216",364,643,"1,007",389,967,"1,356","2,678","1,901","4,579",43,0.78,0.45,0.80,18866,39186,18964,20222,31349,7837,TEXAS_UPSHUR
TX 2012,TEXAS,VAN ZANDT,Van Zandt,Hardwood,107,7,114,19,33,52,20,50,70,146,90,236,43,0.78,0.45,0.80,18866,2020,976,1044,1616,404,TEXAS_VAN ZANDT
TX 2012,TEXAS,WALKER,Walker,Hardwood,277,51,328,54,95,149,58,143,201,389,289,678,43,0.78,0.45,0.80,18866,5802,2807,2995,4642,1160,TEXAS_WALKER
TX 2012,TEXAS,WALLER,Waller,Hardwood,1,0,1,0,0,0,0,1,1,1,1,2,43,0.78,0.45,0.80,18866,17,9,9,14,3,TEXAS_WALLER
TX 2012,TEXAS,WOOD,Wood,Hardwood,996,228,"1,224",201,355,556,215,534,749,"1,411","1,118","2,529",43,0.78,0.45,0.80,18866,21643,10475,11168,17314,4329,TEXAS_WOOD
UT 2012,UTAH,BEAVER,Beaver,Hardwood,4,2,6,0,1,1,0,0,0,5,3,7,43,0.78,0.45,0.80,18866,60,51,9,48,12,UTAH_BEAVER
UT 2012,UTAH,CARBON,Carbon,Hardwood,2,11,13,0,0,0,0,0,0,2,12,14,43,0.78,0.45,0.80,18866,120,111,9,96,24,UTAH_CARBON
UT 2012,UTAH,DUCHESNE,Duchesne,Hardwood,3,114,116,0,1,1,0,0,0,3,114,117,43,0.78,0.45,0.80,18866,1001,993,9,801,200,UTAH_DUCHESNE
UT 2012,UTAH,EMERY,Emery,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,UTAH_EMERY
UT 2012,UTAH,GARFIELD,Garfield,Hardwood,256,116,372,14,45,59,0,0,0,270,161,432,43,0.78,0.45,0.80,18866,3697,3183,513,2958,739,UTAH_GARFIELD
UT 2012,UTAH,GRAND,Grand,Hardwood,880,59,939,49,155,204,0,0,0,929,215,"1,143",43,0.78,0.45,0.80,18866,9781,8036,1746,7825,1956,UTAH_GRAND
UT 2012,UTAH,IRON,Iron,Hardwood,128,2,130,7,23,30,0,0,0,135,25,159,43,0.78,0.45,0.80,18866,1361,1113,248,1089,272,UTAH_IRON
UT 2012,UTAH,KANE,Kane,Hardwood,0,180,180,0,0,0,0,0,0,0,180,180,43,0.78,0.45,0.80,18866,1540,1540,0,1232,308,UTAH_KANE
UT 2012,UTAH,MILLARD,Millard,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,UTAH_MILLARD
UT 2012,UTAH,PIUTE,Piute,Hardwood,0,109,109,0,0,0,0,0,0,0,109,109,43,0.78,0.45,0.80,18866,933,933,0,746,187,UTAH_PIUTE
UT 2012,UTAH,RICH,Rich,Hardwood,0,98,98,0,0,0,0,0,0,0,98,98,43,0.78,0.45,0.80,18866,839,839,0,671,168,UTAH_RICH
UT 2012,UTAH,SALT LAKE,Salt Lake,Hardwood,8,2,10,0,1,2,0,0,0,8,4,12,43,0.78,0.45,0.80,18866,103,86,17,82,21,UTAH_SALT LAKE
UT 2012,UTAH,SAN JUAN,San Juan,Hardwood,761,51,812,42,134,176,0,0,0,803,185,989,43,0.78,0.45,0.80,18866,8464,6949,1515,6771,1693,UTAH_SAN JUAN
UT 2012,UTAH,SANPETE,Sanpete,Hardwood,0,81,81,0,0,0,0,0,0,0,81,81,43,0.78,0.45,0.80,18866,693,693,0,555,139,UTAH_SANPETE
UT 2012,UTAH,SEVIER,Sevier,Hardwood,128,59,188,7,23,30,0,0,0,136,82,218,43,0.78,0.45,0.80,18866,1866,1609,257,1492,373,UTAH_SEVIER
UT 2012,UTAH,SUMMIT,Summit,Hardwood,165,175,340,9,29,38,0,0,0,174,204,378,43,0.78,0.45,0.80,18866,3235,2910,325,2588,647,UTAH_SUMMIT
UT 2012,UTAH,UINTAH,Uintah,Hardwood,0,94,94,0,0,0,0,0,0,0,94,94,43,0.78,0.45,0.80,18866,804,804,0,644,161,UTAH_UINTAH
UT 2012,UTAH,UTAH,Utah,Hardwood,14,2,17,1,3,3,0,0,0,15,5,20,43,0.78,0.45,0.80,18866,171,145,26,137,34,UTAH_UTAH
UT 2012,UTAH,WASATCH,Wasatch,Hardwood,77,143,219,4,14,18,0,0,0,81,156,237,43,0.78,0.45,0.80,18866,2028,1874,154,1623,406,UTAH_WASATCH
UT 2012,UTAH,WASHINGTON,Washington,Hardwood,128,2,130,7,23,30,0,0,0,135,25,159,43,0.78,0.45,0.80,18866,1361,1113,248,1089,272,UTAH_WASHINGTON
UT 2012,UTAH,WAYNE,Wayne,Hardwood,0,2,2,0,0,0,0,0,0,0,2,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,UTAH_WAYNE
VA 2012,VIRGINIA,ALBEMARLE,Albemarle,Hardwood,"2,528",134,"2,662",582,823,"1,405",992,649,"1,641","4,102","1,606","5,708",43,0.78,0.45,0.80,18866,48848,22781,26067,39078,9770,VIRGINIA_ALBEMARLE
VA 2012,VIRGINIA,ALLEGHANY,Alleghany,Hardwood,"6,196",455,"6,651","1,457","2,060","3,517","2,471","1,616","4,087","10,124","4,131","14,255",43,0.78,0.45,0.80,18866,121990,56917,65073,97592,24398,VIRGINIA_ALLEGHANY
VA 2012,VIRGINIA,AMELIA,Amelia,Hardwood,"2,122",127,"2,249",493,697,"1,190",836,546,"1,382","3,451","1,370","4,821",43,0.78,0.45,0.80,18866,41257,19246,22010,33005,8251,VIRGINIA_AMELIA
VA 2012,VIRGINIA,AMHERST,Amherst,Hardwood,"3,786",201,"3,987",873,"1,235","2,108","1,481",969,"2,450","6,141","2,404","8,545",43,0.78,0.45,0.80,18866,73126,34120,39006,58501,14625,VIRGINIA_AMHERST
VA 2012,VIRGINIA,APPOMATTOX,Appomattox,Hardwood,"1,839",111,"1,950",427,604,"1,031",725,474,"1,199","2,991","1,189","4,180",43,0.78,0.45,0.80,18866,35771,16688,19084,28617,7154,VIRGINIA_APPOMATTOX
VA 2012,VIRGINIA,AUGUSTA,Augusta,Hardwood,"3,863",193,"4,056",888,"1,257","2,145","1,507",985,"2,492","6,259","2,434","8,693",43,0.78,0.45,0.80,18866,74392,34710,39682,59514,14878,VIRGINIA_AUGUSTA
VA 2012,VIRGINIA,BATH,Bath,Hardwood,"6,169",318,"6,487","1,421","2,009","3,430","2,410","1,576","3,986","10,000","3,903","13,903",43,0.78,0.45,0.80,18866,118978,55514,63464,95183,23796,VIRGINIA_BATH
VA 2012,VIRGINIA,BEDFORD,Bedford,Hardwood,"5,285",439,"5,724","1,254","1,773","3,027","2,127","1,390","3,517","8,665","3,603","12,268",43,0.78,0.45,0.80,18866,104986,48984,56002,83989,20997,VIRGINIA_BEDFORD
VA 2012,VIRGINIA,BLAND,Bland,Hardwood,"3,490",170,"3,660",801,"1,134","1,935","1,360",889,"2,249","5,652","2,192","7,844",43,0.78,0.45,0.80,18866,67127,31321,35806,53701,13425,VIRGINIA_BLAND
VA 2012,VIRGINIA,BOTETOURT,Botetourt,Hardwood,"3,624",215,"3,839",841,"1,189","2,030","1,426",933,"2,359","5,891","2,337","8,228",43,0.78,0.45,0.80,18866,70413,32853,37560,56330,14083,VIRGINIA_BOTETOURT
VA 2012,VIRGINIA,BRUNSWICK,Brunswick,Hardwood,"3,699",209,"3,908",856,"1,211","2,067","1,452",950,"2,402","6,007","2,370","8,377",43,0.78,0.45,0.80,18866,71688,33444,38244,57350,14338,VIRGINIA_BRUNSWICK
VA 2012,VIRGINIA,BUCHANAN,Buchanan,Hardwood,804,73,877,192,272,464,326,213,539,"1,322",558,"1,880",43,0.78,0.45,0.80,18866,16089,7505,8583,12871,3218,VIRGINIA_BUCHANAN
VA 2012,VIRGINIA,BUCKINGHAM,Buckingham,Hardwood,"7,821",659,"8,480","1,857","2,627","4,484","3,151","2,060","5,211","12,829","5,346","18,175",43,0.78,0.45,0.80,18866,155537,72570,82967,124429,31107,VIRGINIA_BUCKINGHAM
VA 2012,VIRGINIA,CAMPBELL,Campbell,Hardwood,"6,644",763,"7,407","1,622","2,295","3,917","2,753","1,799","4,552","11,019","4,857","15,876",43,0.78,0.45,0.80,18866,135863,63387,72475,108690,27173,VIRGINIA_CAMPBELL
VA 2012,VIRGINIA,CAROLINE,Caroline,Hardwood,"1,867",90,"1,957",429,606,"1,035",727,475,"1,202","3,022","1,172","4,194",43,0.78,0.45,0.80,18866,35891,16747,19144,28713,7178,VIRGINIA_CAROLINE
VA 2012,VIRGINIA,CARROLL,Carroll,Hardwood,"2,274",115,"2,389",524,740,"1,264",888,580,"1,468","3,685","1,436","5,121",43,0.78,0.45,0.80,18866,43824,20444,23380,35059,8765,VIRGINIA_CARROLL
VA 2012,VIRGINIA,CHARLES CITY,Charles City,Hardwood,"1,486",72,"1,558",341,483,824,579,378,957,"2,406",933,"3,339",43,0.78,0.45,0.80,18866,28574,13333,15241,22859,5715,VIRGINIA_CHARLES CITY
VA 2012,VIRGINIA,CHARLOTTE,Charlotte,Hardwood,"5,922",448,"6,370","1,395","1,973","3,368","2,367","1,547","3,914","9,684","3,968","13,652",43,0.78,0.45,0.80,18866,116830,54513,62317,93464,23366,VIRGINIA_CHARLOTTE
VA 2012,VIRGINIA,CHESAPEAKE CITY,Chesapeake City,Hardwood,577,36,613,134,190,324,228,149,377,939,375,"1,314",43,0.78,0.45,0.80,18866,11245,5246,5999,8996,2249,VIRGINIA_CHESAPEAKE CITY
VA 2012,VIRGINIA,CHESTERFIELD,Chesterfield,Hardwood,"1,603",91,"1,694",371,525,896,629,412,"1,041","2,604","1,027","3,631",43,0.78,0.45,0.80,18866,31073,14497,16576,24858,6215,VIRGINIA_CHESTERFIELD
VA 2012,VIRGINIA,CLARKE,Clarke,Hardwood,520,25,545,119,169,288,203,132,335,842,326,"1,168",43,0.78,0.45,0.80,18866,9995,4664,5331,7996,1999,VIRGINIA_CLARKE
VA 2012,VIRGINIA,CRAIG,Craig,Hardwood,868,53,921,202,285,487,342,224,566,"1,412",562,"1,974",43,0.78,0.45,0.80,18866,16893,7882,9011,13514,3379,VIRGINIA_CRAIG
VA 2012,VIRGINIA,CULPEPER,Culpeper,Hardwood,860,45,905,198,280,478,336,220,556,"1,395",544,"1,939",43,0.78,0.45,0.80,18866,16593,7745,8849,13275,3319,VIRGINIA_CULPEPER
VA 2012,VIRGINIA,CUMBERLAND,Cumberland,Hardwood,"1,392",80,"1,472",323,456,779,547,358,905,"2,262",894,"3,156",43,0.78,0.45,0.80,18866,27008,12597,14411,21607,5402,VIRGINIA_CUMBERLAND
VA 2012,VIRGINIA,DICKENSON,Dickenson,Hardwood,"8,630",535,"9,165","2,007","2,840","4,847","3,406","2,226","5,632","14,043","5,601","19,644",43,0.78,0.45,0.80,18866,168108,78432,89676,134486,33622,VIRGINIA_DICKENSON
VA 2012,VIRGINIA,DINWIDDIE,Dinwiddie,Hardwood,"1,096",58,"1,154",253,357,610,429,280,709,"1,778",695,"2,473",43,0.78,0.45,0.80,18866,21163,9876,11288,16931,4233,VIRGINIA_DINWIDDIE
VA 2012,VIRGINIA,ESSEX,Essex,Hardwood,957,47,"1,004",220,311,531,373,244,617,"1,550",602,"2,152",43,0.78,0.45,0.80,18866,18416,8592,9824,14733,3683,VIRGINIA_ESSEX
VA 2012,VIRGINIA,FAIRFAX,Fairfax,Hardwood,281,17,298,65,92,157,111,72,183,457,181,638,43,0.78,0.45,0.80,18866,5460,2550,2910,4368,1092,VIRGINIA_FAIRFAX
VA 2012,VIRGINIA,FAUQUIER,Fauquier,Hardwood,708,36,744,163,231,394,276,181,457,"1,148",447,"1,595",43,0.78,0.45,0.80,18866,13650,6367,7283,10920,2730,VIRGINIA_FAUQUIER
VA 2012,VIRGINIA,FLOYD,Floyd,Hardwood,"1,865",92,"1,957",429,606,"1,035",727,475,"1,202","3,021","1,173","4,194",43,0.78,0.45,0.80,18866,35891,16747,19144,28713,7178,VIRGINIA_FLOYD
VA 2012,VIRGINIA,FLUVANNA,Fluvanna,Hardwood,"1,201",76,"1,277",280,395,675,475,310,785,"1,955",782,"2,737",43,0.78,0.45,0.80,18866,23423,10928,12494,18738,4685,VIRGINIA_FLUVANNA
VA 2012,VIRGINIA,FRANKLIN,Franklin,Hardwood,"5,445",325,"5,770","1,264","1,787","3,051","2,144","1,402","3,546","8,852","3,515","12,367",43,0.78,0.45,0.80,18866,105833,49378,56455,84667,21167,VIRGINIA_FRANKLIN
VA 2012,VIRGINIA,FREDERICK,Frederick,Hardwood,"1,224",69,"1,293",283,401,684,481,314,795,"1,988",784,"2,772",43,0.78,0.45,0.80,18866,23722,11065,12657,18978,4744,VIRGINIA_FREDERICK
VA 2012,VIRGINIA,GILES,Giles,Hardwood,"3,651",175,"3,826",838,"1,185","2,023","1,422",929,"2,351","5,910","2,290","8,200",43,0.78,0.45,0.80,18866,70173,32742,37432,56139,14035,VIRGINIA_GILES
VA 2012,VIRGINIA,GLOUCESTER,Gloucester,Hardwood,"1,311",62,"1,373",301,425,726,510,334,844,"2,122",821,"2,943",43,0.78,0.45,0.80,18866,25185,11750,13436,20148,5037,VIRGINIA_GLOUCESTER
VA 2012,VIRGINIA,GOOCHLAND,Goochland,Hardwood,306,17,323,71,100,171,120,79,199,497,196,693,43,0.78,0.45,0.80,18866,5931,2764,3166,4744,1186,VIRGINIA_GOOCHLAND
VA 2012,VIRGINIA,GRAYSON,Grayson,Hardwood,"1,305",64,"1,369",300,424,724,509,332,841,"2,114",820,"2,934",43,0.78,0.45,0.80,18866,25108,11716,13393,20087,5022,VIRGINIA_GRAYSON
VA 2012,VIRGINIA,GREENE,Greene,Hardwood,232,11,243,53,76,129,91,59,150,376,146,522,43,0.78,0.45,0.80,18866,4467,2080,2388,3574,893,VIRGINIA_GREENE
VA 2012,VIRGINIA,GREENSVILLE,Greensville,Hardwood,"3,150",191,"3,341",732,"1,035","1,767","1,241",812,"2,053","5,123","2,038","7,161",43,0.78,0.45,0.80,18866,61282,28591,32691,49026,12256,VIRGINIA_GREENSVILLE
VA 2012,VIRGINIA,HALIFAX,Halifax,Hardwood,"9,034",839,"9,873","2,162","3,059","5,221","3,669","2,398","6,067","14,865","6,296","21,161",43,0.78,0.45,0.80,18866,181090,84490,96600,144872,36218,VIRGINIA_HALIFAX
VA 2012,VIRGINIA,HANOVER,Hanover,Hardwood,943,50,993,217,308,525,369,241,610,"1,529",599,"2,128",43,0.78,0.45,0.80,18866,18211,8498,9713,14569,3642,VIRGINIA_HANOVER
VA 2012,VIRGINIA,HENRICO,Henrico,Hardwood,97,5,102,22,32,54,38,25,63,158,61,219,43,0.78,0.45,0.80,18866,1874,873,1001,1499,375,VIRGINIA_HENRICO
VA 2012,VIRGINIA,HENRY,Henry,Hardwood,"3,168",237,"3,405",746,"1,055","1,801","1,265",827,"2,092","5,179","2,119","7,298",43,0.78,0.45,0.80,18866,62454,29139,33315,49963,12491,VIRGINIA_HENRY
VA 2012,VIRGINIA,HIGHLAND,Highland,Hardwood,"4,768",247,"5,015","1,098","1,554","2,652","1,864","1,218","3,082","7,730","3,019","10,749",43,0.78,0.45,0.80,18866,91987,42917,49070,73590,18397,VIRGINIA_HIGHLAND
VA 2012,VIRGINIA,ISLE OF WIGHT,Isle Of Wight,Hardwood,"1,225",69,"1,294",284,401,685,481,314,795,"1,989",785,"2,774",43,0.78,0.45,0.80,18866,23739,11074,12665,18991,4748,VIRGINIA_ISLE OF WIGHT
VA 2012,VIRGINIA,JAMES CITY,James City,Hardwood,134,6,140,31,43,74,52,34,86,216,84,300,43,0.78,0.45,0.80,18866,2567,1198,1369,2054,513,VIRGINIA_JAMES CITY
VA 2012,VIRGINIA,KING AND QUEEN,King And Queen,Hardwood,"1,278",61,"1,339",293,415,708,498,325,823,"2,069",801,"2,870",43,0.78,0.45,0.80,18866,24561,11459,13102,19649,4912,VIRGINIA_KING AND QUEEN
VA 2012,VIRGINIA,KING GEORGE,King George,Hardwood,"2,066",99,"2,165",474,671,"1,145",804,526,"1,330","3,345","1,295","4,640",43,0.78,0.45,0.80,18866,39708,18527,21180,31766,7942,VIRGINIA_KING GEORGE
VA 2012,VIRGINIA,KING WILLIAM,King William,Hardwood,"1,503",71,"1,574",345,488,833,585,383,968,"2,433",942,"3,375",43,0.78,0.45,0.80,18866,28882,13470,15412,23106,5776,VIRGINIA_KING WILLIAM
VA 2012,VIRGINIA,LANCASTER,Lancaster,Hardwood,318,15,333,73,103,176,124,81,205,515,199,714,43,0.78,0.45,0.80,18866,6110,2850,3260,4888,1222,VIRGINIA_LANCASTER
VA 2012,VIRGINIA,LEE,Lee,Hardwood,947,45,992,217,307,524,368,241,609,"1,533",592,"2,125",43,0.78,0.45,0.80,18866,18185,8489,9696,14548,3637,VIRGINIA_LEE
VA 2012,VIRGINIA,LOUDOUN,Loudoun,Hardwood,641,31,672,147,209,356,250,163,413,"1,038",403,"1,441",43,0.78,0.45,0.80,18866,12332,5751,6581,9865,2466,VIRGINIA_LOUDOUN
VA 2012,VIRGINIA,LOUISA,Louisa,Hardwood,"3,658",379,"4,037",884,"1,251","2,135","1,500",981,"2,481","6,042","2,611","8,653",43,0.78,0.45,0.80,18866,74050,34548,39502,59240,14810,VIRGINIA_LOUISA
VA 2012,VIRGINIA,LUNENBURG,Lunenburg,Hardwood,"2,698",162,"2,860",626,886,"1,512","1,062",695,"1,757","4,386","1,743","6,129",43,0.78,0.45,0.80,18866,52450,24475,27975,41960,10490,VIRGINIA_LUNENBURG
VA 2012,VIRGINIA,MADISON,Madison,Hardwood,637,34,671,147,208,355,249,163,412,"1,033",405,"1,438",43,0.78,0.45,0.80,18866,12306,5742,6564,9845,2461,VIRGINIA_MADISON
VA 2012,VIRGINIA,MATHEWS,Mathews,Hardwood,180,9,189,41,59,100,70,46,116,292,113,405,43,0.78,0.45,0.80,18866,3466,1617,1848,2773,693,VIRGINIA_MATHEWS
VA 2012,VIRGINIA,MECKLENBURG,Mecklenburg,Hardwood,"4,570",281,"4,851","1,062","1,503","2,565","1,803","1,178","2,981","7,435","2,962","10,397",43,0.78,0.45,0.80,18866,88975,41514,47461,71180,17795,VIRGINIA_MECKLENBURG
VA 2012,VIRGINIA,MIDDLESEX,Middlesex,Hardwood,310,16,326,71,101,172,121,79,200,502,196,698,43,0.78,0.45,0.80,18866,5973,2790,3183,4779,1195,VIRGINIA_MIDDLESEX
VA 2012,VIRGINIA,MONTGOMERY,Montgomery,Hardwood,"1,686",93,"1,779",390,551,941,661,432,"1,093","2,737","1,076","3,813",43,0.78,0.45,0.80,18866,32631,15224,17406,26105,6526,VIRGINIA_MONTGOMERY
VA 2012,VIRGINIA,NELSON,Nelson,Hardwood,"3,626",194,"3,820",837,"1,183","2,020","1,419",928,"2,347","5,882","2,305","8,187",43,0.78,0.45,0.80,18866,70062,32691,37372,56050,14012,VIRGINIA_NELSON
VA 2012,VIRGINIA,NEW KENT,New Kent,Hardwood,829,39,868,190,269,459,323,211,534,"1,342",519,"1,861",43,0.78,0.45,0.80,18866,15926,7428,8498,12741,3185,VIRGINIA_NEW KENT
