,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
LANGLADE,WISCONSIN,WISCONSIN_LANGLADE,2012,2299269888,23.58181021,18.67764706,4.733241065,,,4.121373326,8.643423913,,,,5.975749557,65.73324513,,13.88293758,13.88293758,,0,,,,10.25621669,8.123294771,2.058584375,,,1.792470448,3.759203719,,,,2.598977001,28.58874701,,6.037976514,6.037976514,0,,,,,677.0545567,823.5294118,417.3933919,,,226.1384541,495.1690821,,,,263.9284897,2903.213386,,,,,,,,,12.49835941,18.67764706,2.129958479,,,1.89583173,8.643423913,,,,4.384522059,48.22974265,,10.24249614,,,,,,,11.0834508,0,2.603282586,,,2.225541596,0,,,,1.591227498,17.50350248,,3.640441443,3.640441443,,,,,,20.04453868,15.876,2.129958479,,,1.89583173,3.975975,,,,4.392230389,48.31453428,,10.96752069,10.96752069,,,,,,3.537271531,2.801647059,2.603282586,,,2.225541596,4.667448913,,,,1.583519168,17.41871085,,2.915416892,2.915416892,,,,,,3.537271531,8.123294771,0.926362969,,,0.824536406,3.759203719,,,,1.71706694,18.88773634,,4.454673282,4.454673282,,,,,,4.820421846,0,1.132221406,,,0.967934042,0,,,,0.692057729,7.612635023,,1.583303231,1.583303231,,,,,,8.71778419,,1.708625031,,,1.55944929,1.729233711,,,,1.371509222,15.08660144,,4.770001446,4.770001446,,,,,,1.538432504,,0.349959344,,,0.967934042,2.029970008,,,,0.48862959,5.374925487,,1.267975068,1.267975068,,,,,,358.838915,,187.8270264,,,104.0236889,495.1690821,,,,114.5858712,1260.444584,,,,,,,,,318.2156416,,229.5663656,,,122.1147652,0,,,,66.98967724,736.8864497,,,,,,,,,575.4963732,700,187.8270264,,,104.0236889,227.7777778,,,,179.5124866,1974.637353,,,,,,,,,101.5581835,123.5294118,229.5663656,,,122.1147652,267.3913043,,,,84.41600304,928.5760334,,,,,,,,
LINCOLN,WISCONSIN,WISCONSIN_LINCOLN,2012,2348470016,11.68864022,10.35794118,0.316249028,,,4.287506204,11.82564783,,,,3.847598446,42.3235829,22.83202631,18.70081553,41.53284184,,0,,,,4.977129851,4.410506034,0.134661727,,,1.825659334,5.035468942,,,,1.638342589,18.02176848,9.722085508,7.962978196,17.6850637,0,,,,,614.0604267,594.7712418,312.3447195,,,240.6007971,415.942029,,,,217.7719214,2395.491135,,,,,,,,,6.194979318,10.35794118,0.142312063,,,1.972252854,11.82564783,,,,3.049313324,33.54244656,13.9405438,13.72674703,,,,,,,5.493660904,0,0.173936966,,,2.31525335,0,,,,0.798285122,8.781136342,8.891482509,4.974068506,13.86555102,,,,,,9.935344189,8.80425,0.142312063,,,1.972252854,5.439798,,,,2.629395711,28.92335282,18.26562105,14.77364427,33.03926532,,,,,,1.753296033,1.553691176,0.173936966,,,2.31525335,6.385849826,,,,1.218202735,13.40023009,4.566405262,3.927171262,8.493576523,,,,,,1.753296033,4.410506034,0.060597777,,,0.839803293,5.035468942,,,,1.209967208,13.30963929,5.936010979,5.844974359,11.78098534,,,,,,2.33925103,0,0.07406395,,,0.98585604,0,,,,0.339917102,3.739088122,3.786074529,2.118003838,5.904078366,,,,,,4.230560374,,0.111769234,,,1.58832362,2.316315713,,,,0.824696894,9.071665835,7.777668406,6.290752775,14.06842118,,,,,,0.746569478,,0.022892494,,,0.98585604,2.719153229,,,,0.447447124,4.921918364,1.944417102,1.672225421,3.616642523,,,,,,325.4520261,,140.5551238,,,110.6763667,415.942029,,,,99.26255456,1091.8881,,,,,,,,,288.6084005,,171.7895957,,,129.9244304,0,,,,59.03224267,649.3546694,,,,,,,,,521.9513627,505.5555556,140.5551238,,,110.6763667,191.3333333,,,,147.0071742,1617.078916,,,,,,,,,92.109064,89.21568627,171.7895957,,,129.9244304,224.6086957,,,,70.76474721,778.4122193,,,,,,,,
MANITOWOC,WISCONSIN,WISCONSIN_MANITOWOC,2012,1542460032,138.4917345,108.6286765,35.99849928,,,34.07321436,71.04052174,,,,38.82326464,427.055911,,1.904323329,1.904323329,,0,,,,89.78627107,70.4256021,23.33836763,,,22.0901765,46.05663697,,,,25.16970543,276.8667597,,1.234601409,1.234601409,0,,,,,786.1032186,800.6535948,532.2466072,,,354.9847826,713.0434783,,,,318.7031681,3505.73485,,,,,,,,,73.40061931,108.6286765,16.19932467,,,15.67367861,71.04052174,,,,28.49428208,313.4371029,,1.555898241,,,,,,,65.09111524,0,19.7991746,,,18.39953575,0,,,,10.32898256,113.6188082,,0.348425089,0.348425089,,,,,,117.7179744,92.334375,16.19932467,,,15.67367861,32.67864,,,,27.46039926,302.0643919,,1.50441543,1.50441543,,,,,,20.77376018,16.29430147,19.7991746,,,18.39953575,38.36188174,,,,11.36286537,124.9915191,,0.399907899,0.399907899,,,,,,20.77376018,70.4256021,10.50226543,,,10.16148119,46.05663697,,,,15.79197459,173.7117205,,1.008712192,1.008712192,,,,,,42.1995474,0,12.83610219,,,11.92869531,0,,,,6.696434491,73.6607794,,0.225889217,0.225889217,,,,,,76.31833041,,19.37084513,,,19.21845356,21.18605301,,,,13.60936821,149.7030503,,0.975335113,0.975335113,,,,,,13.46794066,,3.967522496,,,11.92869531,24.87058397,,,,5.423474243,59.65821668,,0.259266296,0.259266296,,,,,,416.6347059,,239.5109732,,,163.293,713.0434783,,,,153.2482157,1685.730373,,,,,,,,,369.4685128,,292.7356339,,,191.6917826,0,,,,85.38959293,939.2855222,,,,,,,,,668.1877358,680.5555556,239.5109732,,,163.293,328,,,,207.9547265,2287.501991,,,,,,,,,117.9154828,120.0980392,292.7356339,,,191.6917826,385.0434783,,,,110.7484417,1218.232859,,,,,,,,
MARATHON,WISCONSIN,WISCONSIN_MARATHON,2012,4082599936,162.030452,110.0647059,1.414186238,,,48.38087602,54.57991304,,,,37.64701332,414.1171465,,11.04147091,11.04147091,,0,,,,39.68805529,26.95946397,0.346393539,,,11.85050624,13.36891047,,,,9.221332952,101.4346625,,2.704519445,2.704519445,0,,,,,591.8272043,617.6470588,387.9797636,,,253.0910024,356.5217391,,,,220.7066768,2427.773445,,,,,,,,,85.87613956,110.0647059,0.636383807,,,22.25520297,54.57991304,,,,27.34123453,300.7535798,,8.542422,,,,,,,76.15431244,0,0.777802431,,,26.12567305,0,,,,10.30577879,113.3635667,,2.499048911,2.499048911,,,,,,137.7258842,93.555,0.636383807,,,22.25520297,25.10676,,,,27.9279231,307.2071541,,8.72276202,8.72276202,,,,,,24.3045678,16.50970588,0.777802431,,,26.12567305,29.47315304,,,,9.719090221,106.9099924,,2.318708891,2.318708891,,,,,,24.3045678,26.95946397,0.155877092,,,5.451232871,13.36891047,,,,7.024005221,77.26405743,,2.092397525,2.092397525,,,,,,18.65338599,0,0.190516446,,,6.39927337,0,,,,2.52431758,27.76749339,,0.61212192,0.61212192,,,,,,33.734847,,0.287506637,,,10.30994043,6.149698818,,,,5.048199288,55.53019217,,2.136570361,2.136570361,,,,,,5.953208294,,0.058886902,,,6.39927337,7.219211656,,,,1.963058022,21.59363824,,0.567949083,0.567949083,,,,,,313.6684183,,174.5908936,,,116.4218611,356.5217391,,,,96.12029122,1057.323203,,,,,,,,,278.158786,,213.38887,,,136.6691413,0,,,,62.82167974,691.0384771,,,,,,,,,503.0531237,525,174.5908936,,,116.4218611,164,,,,148.3065878,1631.372466,,,,,,,,,88.77408065,92.64705882,213.38887,,,136.6691413,192.5217391,,,,72.40008899,796.4009789,,,,,,,,
MARINETTE,WISCONSIN,WISCONSIN_MARINETTE,2012,3705260032,89.59861558,51.88509805,2.89304044,,,6.89983922,19.31233696,,,,17.05889302,187.6478233,,42.1954797,42.1954797,,0,,,,24.18146495,14.00309225,0.780792823,,,1.862174088,5.212140792,,,,4.60396649,50.64363139,,11.38799418,11.38799418,0,,,,,691.3473425,732.0261438,420.1946899,,,274.7845169,445.6521739,,,,256.4004867,2820.405354,,,,,,,,,47.48726626,51.88509805,1.301868198,,,3.173926041,19.31233696,,,,12.31604955,135.4765451,,31.56851449,,,,,,,42.11134932,0,1.591172242,,,3.725913179,0,,,,4.742843474,52.17127822,,10.6269652,10.6269652,,,,,,76.15882325,44.10233334,1.301868198,,,3.173926041,8.883675,,,,13.36206258,146.9826884,,33.33442896,33.33442896,,,,,,13.43979234,7.782764708,1.591172242,,,3.725913179,10.42866196,,,,3.696830442,40.66513486,,8.861050736,8.861050736,,,,,,13.43979234,14.00309225,0.35135677,,,0.85660008,5.212140792,,,,3.386298223,37.24928046,,8.51991877,8.51991877,,,,,,11.36528853,0,0.429436053,,,1.005574007,0,,,,1.280029858,14.08032844,,2.868075415,2.868075415,,,,,,20.5542452,,0.648058043,,,1.620091456,2.397584764,,,,2.521997947,27.74197741,,8.996515406,8.996515406,,,,,,3.627219742,,0.13273478,,,1.005574007,2.814556028,,,,0.758008456,8.338093012,,2.391478779,2.391478779,,,,,,366.4140915,,189.0876104,,,126.4008778,445.6521739,,,,112.7554754,1240.310229,,,,,,,,,324.933251,,231.1070794,,,148.3836391,0,,,,70.44239695,774.8663665,,,,,,,,,587.6452411,622.2222222,189.0876104,,,126.4008778,205,,,,173.0355952,1903.391547,,,,,,,,,103.7021014,109.8039216,231.1070794,,,148.3836391,240.6521739,,,,83.36489154,917.013807,,,,,,,,
MARQUETTE,WISCONSIN,WISCONSIN_MARQUETTE,2012,1202759936,36.0178202,10.35794118,1.337605756,,,9.945608654,12.96313043,,,,7.062210622,77.68431684,,3.38813362,3.38813362,,0,,,,29.94597602,8.611810941,1.112113661,,,8.268988978,10.77782028,,,,5.871670988,64.58838087,,2.816965812,2.816965812,0,,,,,317.6174621,297.3856209,366.9700292,,,186.0383213,316.9082126,,,,148.4919646,1633.411611,,,,,,,,,19.08944471,10.35794118,0.60192259,,,4.574979981,12.96313043,,,,4.758741889,52.34616078,,2.571136861,,,,,,,16.92837549,0,0.735683166,,,5.370628673,0,,,,2.303468733,25.33815607,,0.816996759,0.816996759,,,,,,30.61514717,8.80425,0.60192259,,,4.574979981,5.96304,,,,5.055933974,55.61527372,,2.67662556,2.67662556,,,,,,5.40267303,1.553691176,0.735683166,,,5.370628673,7.000090435,,,,2.006276648,22.06904313,,0.71150806,0.71150806,,,,,,5.40267303,8.611810941,0.500451148,,,3.80373493,10.77782028,,,,2.909649033,32.00613937,,2.13769746,2.13769746,,,,,,14.07460873,0,0.611662514,,,4.465254048,0,,,,1.915152529,21.06667782,,0.679268352,0.679268352,,,,,,25.45407962,,0.923054339,,,7.194020411,4.957797331,,,,3.85289517,42.38184687,,2.225402992,2.225402992,,,,,,4.491896403,,0.189059322,,,4.465254048,5.820022953,,,,1.496623273,16.462856,,0.591562821,0.591562821,,,,,,168.3372549,,165.1365131,,,85.57762778,316.9082126,,,,73.59596084,809.5555692,,,,,,,,,149.2802072,,201.833516,,,100.4606935,0,,,,45.15744167,496.7318584,,,,,,,,,269.9748428,252.7777778,165.1365131,,,85.57762778,145.7777778,,,,91.92445392,1011.168993,,,,,,,,,47.64261931,44.60784314,201.833516,,,100.4606935,171.1304348,,,,56.56751067,622.2426174,,,,,,,,
MENOMINEE,WISCONSIN,WISCONSIN_MENOMINEE,2012,945446016,,,,,,,,,,,0,0,,20.24469911,20.24469911,,0,,,,,,,,,,,,,,0,0,,21.4128557,21.4128557,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,15.48088713,,,,,,,,,,,,,,,,,0,0,,4.763811987,4.763811987,,,,,,,,,,,#VALUE!,,,,,#VALUE!,#VALUE!,,15.9933123,15.9933123,,,,,,,,,,,,,,,,0,0,,4.251386814,4.251386814,,,,,,,,,,,,,,,,0,0,,16.37416295,16.37416295,,,,,,,,,,,,,,,,0,0,,5.038692751,5.038692751,,,,,,,,,,,,,,,,0,0,,16.916156,16.916156,,,,,,,,,,,,,,,,0,0,,4.496699697,4.496699697,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
MILWAUKEE,WISCONSIN,WISCONSIN_MILWAUKEE,2012,629889984,4.287835738,0.314024768,0.799432163,,,2.553494288,0.814425866,,,,0.876921282,9.646134105,,0.216263848,0.216263848,,0,,,,6.807277218,0.498539072,1.269161573,,,4.053873458,1.292965259,,,,1.392181658,15.31399824,,0.343335906,0.343335906,0,,,,,661.703046,457.5163399,514.0381706,,,274.1271377,465.4589372,,,,237.2843631,2610.127994,,,,,,,,,2.272552941,0.314024768,0.359744473,,,1.174607372,0.814425866,,,,0.493535542,5.428890963,,0.216263848,,,,,,,2.015282797,0,0.43968769,,,1.378886915,0,,,,0.38338574,4.217243142,,0,0,,,,,,3.644660377,0.266921053,0.359744473,,,1.174607372,0.374635898,,,,0.582056917,6.402626091,,0.17084844,0.17084844,,,,,,0.643175361,0.047103715,0.43968769,,,1.378886915,0.439789968,,,,0.294864365,3.243508013,,0.045415408,0.045415408,,,,,,0.643175361,0.498539072,0.571122708,,,1.864781791,1.292965259,,,,0.487058419,5.357642608,,0.343335906,0.343335906,,,,,,3.199420293,0,0.698038865,,,2.189091667,0,,,,0.608655082,6.695205907,,0,0,,,,,,5.786185635,,1.053404106,,,3.526869908,0.594764019,,,,1.096122367,12.05734604,,0.271235365,0.271235365,,,,,,1.021091583,,0.215757467,,,2.189091667,0.69820124,,,,0.412414196,4.536556153,,0.07210054,0.07210054,,,,,,350.7026144,,231.3171768,,,126.0984833,465.4589372,,,,117.3577212,1290.934933,,,,,,,,,311.0004316,,282.7209938,,,148.0286543,0,,,,74.17500798,815.9250878,,,,,,,,,562.4475891,388.8888889,231.3171768,,,126.0984833,214.1111111,,,,152.2863249,1675.149574,,,,,,,,,99.2554569,68.62745098,282.7209938,,,148.0286543,251.3478261,,,,84.99803821,934.9784204,,,,,,,,
MONROE,WISCONSIN,WISCONSIN_MONROE,2012,2352420096,111.4459962,74.58088235,0.763535771,,,19.105281,44.40032609,,,,25.02960214,275.3256236,47.65800394,8.181982253,55.83998619,,0,,,,47.37504004,31.70389612,0.324574583,,,8.121543015,18.87431848,,,,10.63993722,117.0393095,20.25913825,3.478112718,23.73725096,0,,,,,648.9983475,800.6535948,471.3183771,,,241.9155556,445.6521739,,,,260.8538049,2869.391854,,,,,,,,,59.066378,74.58088235,0.343591097,,,8.78842926,44.40032609,,,,18.71796068,205.8975675,35.57448777,6.331724886,,,,,,,52.37961823,0,0.419944674,,,10.31685174,0,,,,6.311641464,69.42805611,12.08351617,1.850257367,13.93377354,,,,,,94.7290968,63.39375,0.343591097,,,8.78842926,20.42415,,,,18.76790172,206.4469189,38.12640315,6.46376598,44.59016913,,,,,,16.71689944,11.18713235,0.419944674,,,10.31685174,23.97617609,,,,6.261700429,68.87870472,9.531600788,1.718216273,11.24981706,,,,,,16.71689944,31.70389612,0.146058562,,,3.735909787,18.87431848,,,,7.117708238,78.29479062,15.12250632,2.691579152,17.81408547,,,,,,22.26626882,0,0.17851602,,,4.385633228,0,,,,2.683041807,29.51345987,5.136631927,0.786533566,5.923165494,,,,,,40.26878403,,0.269396904,,,7.065742423,8.6821865,,,,5.628610986,61.91472085,16.2073106,2.747709047,18.95501964,,,,,,7.106256006,,0.055177679,,,4.385633228,10.19213198,,,,2.173919889,23.91311878,4.051827649,0.730403671,4.78223132,,,,,,343.9691242,,212.0932697,,,111.2811556,445.6521739,,,,111.2995723,1224.295296,,,,,,,,,305.0292233,,259.2251074,,,130.6344,0,,,,69.48887308,764.3776038,,,,,,,,,551.6485954,680.5555556,212.0932697,,,111.2811556,205,,,,176.0578576,1936.636434,,,,,,,,,97.34975213,120.0980392,259.2251074,,,130.6344,240.6521739,,,,84.79594727,932.75542,,,,,,,,
OCONTO,WISCONSIN,WISCONSIN_OCONTO,2012,2634070016,100.785579,77.19490195,10.77685927,,,27.60042183,38.0471087,,,,25.44048708,279.8453579,,24.3897562,24.3897562,,0,,,,38.2623007,29.3063212,4.091333641,,,10.47824153,14.44422831,,,,9.658242538,106.2406679,,9.259342407,9.259342407,0,,,,,829.5109385,732.0261438,451.0089671,,,321.458442,614.0096618,,,,294.8014153,3242.815569,,,,,,,,,53.41635688,77.19490195,4.849586671,,,12.69619404,38.0471087,,,,18.62041482,204.8245631,,18.11209728,,,,,,,47.36922214,0,5.927272598,,,14.90422779,0,,,,6.820072253,75.02079478,,6.277658924,6.277658924,,,,,,85.66774217,65.61566666,4.849586671,,,12.69619404,17.50167,,,,18.63308595,204.9639455,,19.2679074,19.2679074,,,,,,15.11783685,11.57923529,5.927272598,,,14.90422779,20.5454387,,,,6.807401123,74.88141235,,5.121848803,5.121848803,,,,,,15.11783685,29.3063212,1.841100139,,,4.819991103,14.44422831,,,,6.552947761,72.08242537,,6.876088019,6.876088019,,,,,,17.98328133,0,2.250233503,,,5.658250426,0,,,,2.589176526,28.48094178,,2.383254388,2.383254388,,,,,,32.5229556,,3.395806922,,,9.11607013,6.644345023,,,,5.167917767,56.84709544,,7.314880502,7.314880502,,,,,,5.739345105,,0.695526719,,,5.658250426,7.799883287,,,,1.989300554,21.88230609,,1.944461905,1.944461905,,,,,,439.6407974,,202.9540352,,,147.8708833,614.0096618,,,,140.4475378,1544.922916,,,,,,,,,389.8701411,,248.0549319,,,173.5875587,0,,,,81.15126317,892.6638949,,,,,,,,,705.0842977,622.2222222,202.9540352,,,147.8708833,282.4444444,,,,196.0575883,2156.633471,,,,,,,,,124.4266408,109.8039216,248.0549319,,,173.5875587,331.5652174,,,,98.74382703,1086.182097,,,,,,,,
ONEIDA,WISCONSIN,WISCONSIN_ONEIDA,2012,3202599936,0.817475883,0.6615,0.316249028,,,,1.063453416,,,,0.285867833,3.144546161,,31.59855114,31.59855114,,0,,,,0.255253825,0.206550931,0.098747591,,,,0.332059401,,,,0.089261175,0.981872923,,9.866530872,9.866530872,0,,,,,520.8926378,388.8888889,312.3447195,,,,316.9082126,,,,153.9034459,1692.937905,,,,,,,,,0.433262218,0.6615,0.142312063,,,,1.063453416,,,,0.23005277,2.530580467,,23.39253957,,,,,,,0.384213665,0,0.173936966,,,,0,,,,0.055815063,0.613965694,,8.20601157,8.20601157,,,,,,0.694854501,0.562275,0.142312063,,,#VALUE!,0.489188571,,,,#VALUE!,#VALUE!,,24.9628554,24.9628554,,,,,,0.122621383,0.099225,0.173936966,,,,0.574264845,,,,0.097004819,1.067053012,,6.635695739,6.635695739,,,,,,0.122621383,0.206550931,0.044436416,,,,0.332059401,,,,0.070566813,0.776234944,,7.304234071,7.304234071,,,,,,0.119969298,0,0.054311175,,,,0,,,,0.017428047,0.19170852,,2.562296801,2.562296801,,,,,,0.216965751,,0.0819605,,,,0.152747324,,,,0.045167358,0.496840934,,7.794559389,7.794559389,,,,,,0.038288074,,0.01678709,,,,0.179312077,,,,0.023438724,0.257825965,,2.071971483,2.071971483,,,,,,276.073098,,140.5551238,,,,316.9082126,,,,73.35364344,806.8900778,,,,,,,,,244.8195398,,171.7895957,,,,0,,,,41.66091355,458.270049,,,,,,,,,442.7587421,330.5555556,140.5551238,,,,145.7777778,,,,105.9647199,1165.611919,,,,,,,,,78.13389567,58.33333333,171.7895957,,,,171.1304348,,,,47.93872595,527.3259854,,,,,,,,
OUTAGAMIE,WISCONSIN,WISCONSIN_OUTAGAMIE,2012,1669410048,214.3626296,79.21323529,16.99122359,,,69.51622625,34.58973913,,,,41.46730539,456.1403593,,0.528644962,0.528644962,,0,,,,128.4062174,47.44983738,10.1779809,,,41.64119315,20.71973819,,,,24.83949671,273.2344638,,0.316665736,0.316665736,0,,,,,816.80624,869.2810458,544.8524479,,,333.2912681,485.2657005,,,,304.9496702,3354.446372,,,,,,,,,113.6121937,79.21323529,7.646050614,,,31.97746407,34.58973913,,,,26.70386828,293.7425511,,0.396483722,,,,,,,100.7504359,0,9.345172973,,,37.53876217,0,,,,14.76343711,162.3978082,,0.132161241,0.132161241,,,,,,182.2082352,67.33125,7.646050614,,,31.97746407,15.91128,,,,30.50742799,335.5817079,,0.41762952,0.41762952,,,,,,32.15439444,11.88198529,9.345172973,,,37.53876217,18.67845913,,,,10.9598774,120.5586514,,0.111015442,0.111015442,,,,,,32.15439444,47.44983738,4.580091406,,,19.15494885,20.71973819,,,,12.40590103,136.4649113,,0.237499302,0.237499302,,,,,,60.3509222,0,5.597889496,,,22.4862443,0,,,,8.843505599,97.27856159,,0.079166434,0.079166434,,,,,,109.1452848,,8.447724149,,,36.22783804,9.531079569,,,,16.33519266,179.6871192,,0.250165932,0.250165932,,,,,,19.26093262,,1.730256753,,,22.4862443,11.18865862,,,,5.466609229,60.13270152,,0.066499805,0.066499805,,,,,,432.9073072,,245.1836015,,,153.3139833,485.2657005,,,,131.6670593,1448.337652,,,,,,,,,383.8989328,,299.6688463,,,179.9772848,0,,,,86.35450639,949.8995703,,,,,,,,,694.285304,738.8888889,245.1836015,,,153.3139833,223.2222222,,,,205.4894,2260.3834,,,,,,,,,122.520936,130.3921569,299.6688463,,,179.9772848,262.0434783,,,,99.46027022,1094.062972,,,,,,,,
OZAUKEE,WISCONSIN,WISCONSIN_OZAUKEE,2012,608812032,34.08829412,13.73029412,8.362588659,,,13.11171793,13.12276304,,,,8.241565787,90.65722366,,0.216263848,0.216263848,,0,,,,55.99149216,22.55259981,13.73591227,,,21.53656176,21.55470384,,,,13.53712698,148.9083968,,0.355222691,0.355222691,0,,,,,701.4052288,594.7712418,491.6277871,,,299.7649275,564.4927536,,,,265.2061939,2917.268133,,,,,,,,,18.06679588,13.73029412,3.763164897,,,6.031390248,13.12276304,,,,5.471440819,60.18584901,,0.156190557,,,,,,,16.02149824,0,4.599423763,,,7.080327682,0,,,,2.770124968,30.47137465,,0.060073291,0.060073291,,,,,,28.97505,11.67075,3.763164897,,,6.031390248,6.036471,,,,5.647682614,62.12450876,,0.17084844,0.17084844,,,,,,5.113244118,2.059544118,4.599423763,,,7.080327682,7.086292043,,,,2.593883172,28.5327149,,0.045415408,0.045415408,,,,,,5.113244118,22.55259981,6.181160521,,,9.906818412,21.55470384,,,,6.53085267,71.83937937,,0.256549721,0.256549721,,,,,,26.31600132,0,7.554751748,,,11.62974335,0,,,,4.550049642,50.05054606,,0.09867297,0.09867297,,,,,,47.59276834,,11.40080718,,,18.73680874,9.915163766,,,,8.764554802,96.41010282,,0.280625926,0.280625926,,,,,,8.398723824,,2.335105086,,,11.62974335,11.63954007,,,,3.400311234,37.40342357,,0.074596765,0.074596765,,,,,,371.7447712,,221.2325042,,,137.8918667,564.4927536,,,,129.5361896,1424.898085,,,,,,,,,329.6604575,,270.3952829,,,161.8730609,0,,,,76.19288013,838.1216814,,,,,,,,,596.1944444,505.5555556,221.2325042,,,137.8918667,259.6666667,,,,172.0541038,1892.595141,,,,,,,,,105.2107843,89.21568627,270.3952829,,,161.8730609,304.826087,,,,93.15209013,1024.672991,,,,,,,,
