,,,,,                                                                                                                                              HANPP Harvest Total in KiloTonnes 1,,,,,,,,,,,,HANPP Harvest Total in Kilotonnes,,,                             HANPP Harvest Total in Kilotonnes,,,,Total All HANPP Harvest in Kilotonnes,                                                                                                                           County- wide HANPP Harvest Total in gC/m2/yr 2,,,,,,,,,,,,County-wide HANPP Harvest Total in gC/m2/yr 2,,,                   County-wide HANPP Harvest Total in gC/m2/yr 2,,,,Total All HANPP Harvest County-wide in gC/m2/yr 2,                                                                                                                         Onsite HANPP Harvest Total in gC/m2/yr 3,,,,,,,,,,,,Onsite HANPP Harvest Total in gC/m2/yr,,,                        Onsite HANPP Harvest Total in gC/m2/yr,,,,Total Onsite All HANPP in gC/m2/yr,                                                                                                                                      HANPP Harvest Used in Kilotonnes 4,,,,,,,,,,,,HANPP Harvest Used in Kilotonnes,,,                      HANPP Harvest Used in Kilotonnes,,,,Total All HANPP Used in Kilotonnes,                                                                                                                 HANPP Harvest Unused in Kilotonnes 5,,,,,,,,,,,,HANPP Harvest Unused in Kilotonnes,,,HANPP Harvest Unused in Kilotonnes,,,,Total All HANPP Unused in Kilotonnes,                                                                                                                   HANPP Harvest Above Ground in Kilotonnes 6,,,,,,,,,,,,   HANPP Harvest Above Ground in Kilotonnes,,,                 HANPP Harvest Above Ground in Kilotonnes,,,,Total All HANPP Aboveground in Kilotonnes,                                                                    HANPP Harvest Below Ground in Kilotonnes 7,,,,,,,,,,,,           HANPP Harvest Below Ground in Kilotonnes,,,                     HANPP Harvest Below Ground in Kilotonnes,,,,Total All HANPP Belowground in Kilotonnes,                                                                                                                   HANPP Harvest Used County-wide in gC/m2/yr 8,,,,,,,,,,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,        HANPP Harvest Used County-wide in gC/m2/yr,,,,Total All HANPP Harvest Used County-wide in gC/m2/yr,                                        HANPP Harvest Unused County-wide in gC/m2/yr 9,,,,,,,,,,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,HANPP Harvest Unused County-wide in gC/m2/yr,,,,Total All HANPP Harvest Unused County-wide in gC/m2/yr,HANPP Harvest Aboveground County-wide in gC/m2/yr 10,,,,,,,,,,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,HANPP Harvest Aboveground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Aboveground County-wide in gC/m2/yr,     HANPP Harvest Belowground County-wide in gC/m2/yr 11,,,,,,,,,,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,HANPP Harvest Belowground County-wide in gC/m2/yr,,,,Total All HANPP Harvest Belowground County-wide in gC/m2/yr,HANPP Harvest Used Onsite in gC/m2/yr 12,,,,,,,,,,,,HANPP Harvest Used Onsite in gC/m2/yr,,,HANPP Harvest Used Onsite in gC/m2/yr,,,,Total All HANPP Harvest Used Onsite gC/m2/yr,HANPP Harvest Unused Onsite in gC/m2/yr 13,,,,,,,,,,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,HANPP Harvest Unused Onsite in gC/m2/yr,,,,Total All HANPP Harvest Unused Onsite gC/m2/yr,      HANPP Harvest Aboveground Onsite in gC/m2/yr 14,,,,,,,,,,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,HANPP Harvest Aboveground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Aboveground Onsite gC/m2/yr,HANPP Harvest Belowground Onsite in gC/m2/yr 15,,,,,,,,,,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,HANPP Harvest Belowground Onsite in gC/m2/yr,,,,Total All HANPP Harvest Belowground Onsite gC/m2/yr
CHEROKEE,ALABAMA,ALABAMA_CHEROKEE,2012,1553849984,8.151818913,,,,,13.27186044,,,10.99340278,,3.241708213,35.65879034,28.76253389,52.27577795,81.03831184,,0,,,,5.246207161,,,,,8.541275269,,,7.074944743,,2.086242717,22.94866989,18.51049599,33.64274447,52.15324045,0,,,,,428.2542114,,,,,329.3469928,,,136.4030371,,89.40042412,983.4046654,,,,,,,,,4.320464024,,,,,6.105055803,,,5.166899305,,1.559241913,17.15166104,17.01276923,40.00280457,,,,,,,3.831354889,,,,,7.166804638,,,5.826503471,,1.6824663,18.5071293,11.74976466,12.27297338,24.02273804,,,,,,6.929046076,,,,,6.105055803,,,9.454326387,,2.248842827,24.73727109,23.01002711,41.29786458,64.30789169,,,,,,1.222772837,,,,,7.166804638,,,1.539076389,,0.992865386,10.92151925,5.752506778,10.97791337,16.73042015,,,,,,1.222772837,,,,,3.928986624,,,3.325224029,,0.847698349,9.324681839,10.94878489,25.74431572,36.69310061,,,,,,2.465717366,,,,,4.612288645,,,3.749720714,,1.082772673,11.9104994,7.561711094,7.898428745,15.46013984,,,,,,4.459276087,,,,,7.430909484,,,6.084452479,,1.797463805,19.77210186,14.80839679,26.57776813,41.38616492,,,,,,0.786931074,,,,,4.612288645,,,0.990492264,,0.638971198,7.028683182,3.702099197,7.064976338,10.76707553,,,,,,226.974732,,,,,151.4996167,,,64.10942744,,44.25837761,486.8421537,,,,,,,,,201.2794793,,,,,177.8473761,,,72.29360967,,45.14204651,496.5625116,,,,,,,,,364.0160797,,,,,151.4996167,,,117.3066119,,63.28223082,696.1045391,,,,,,,,,64.23813171,,,,,177.8473761,,,19.0964252,,26.1181933,287.3001263,,,,,,,,
CHILTON,ALABAMA,ALABAMA_CHILTON,2012,1814880000,2.889465308,,,,,1.614996929,,,0.17356986,,0.46780321,5.145835307,49.48080064,58.61351016,108.0943108,,0,,,,1.592097168,,,,,0.889864305,,,0.0956371,,0.257759857,2.83535843,27.26395169,32.29608027,59.56003196,0,,,,,634.1761993,,,,,287.2747222,,,60.39040446,,98.1841326,1080.025459,,,,,,,,,1.531416613,,,,,0.742898588,,,0.081577834,,0.235589304,2.591482339,29.27599775,44.85672649,,,,,,,1.358048695,,,,,0.872098342,,,0.091992026,,0.232213906,2.554352969,20.20480289,13.75678367,33.96158656,,,,,,2.456045512,,,,,0.742898588,,,0.14927008,,0.334821418,3.683035597,39.58464051,46.30467303,85.88931354,,,,,,0.433419796,,,,,0.872098342,,,0.02429978,,0.132981792,1.46279971,9.896160128,12.30883713,22.20499726,,,,,,0.433419796,,,,,0.40933758,,,0.044949437,,0.088770681,0.976477495,16.13109283,24.71608398,40.84717681,,,,,,0.748285669,,,,,0.480526725,,,0.050687663,,0.127950006,1.407450062,11.13285886,7.579996292,18.71285515,,,,,,1.353282593,,,,,0.774181945,,,0.082247906,,0.220971244,2.430683688,21.81116135,25.51390342,47.32506477,,,,,,0.238814575,,,,,0.480526725,,,0.013389194,,0.073273049,0.806003543,5.452790338,6.782176857,12.2349672,,,,,,336.1133856,,,,,132.1463722,,,28.3834901,,49.66432479,546.3075727,,,,,,,,,298.0628137,,,,,155.12835,,,32.00691437,,48.5198078,533.7178858,,,,,,,,,539.0497694,,,,,132.1463722,,,51.93574784,,72.31318895,795.4450784,,,,,,,,,95.12642989,,,,,155.12835,,,8.454656625,,25.87094365,284.5803802,,,,,,,,
CHOCTAW,ALABAMA,ALABAMA_CHOCTAW,2012,2385530112,0.293135686,,,,,0.112938409,,,0.163667643,,0.056974174,0.626715911,169.6655748,195.5505773,365.2161521,,0,,,,0.122880732,,,,,0.047343108,,,0.0686085,,0.023883234,0.262715573,71.12279738,81.9736361,153.0964335,0,,,,,563.2416328,,,,,265.5812077,,,71.58244853,,90.0405289,990.4458179,,,,,,,,,0.155361914,,,,,0.051951668,,,0.076923792,,0.028423737,0.312661111,100.3736269,149.6425682,,,,,,,0.137773773,,,,,0.060986741,,,0.086743851,,0.028550436,0.3140548,69.29194791,45.90800909,115.199957,,,,,,0.249165333,,,,,0.051951668,,,0.140754173,,0.044187117,0.486058291,135.7324598,154.4849561,290.2174159,,,,,,0.043970353,,,,,0.060986741,,,0.02291347,,0.012787056,0.14065762,33.93311496,41.06562124,74.9987362,,,,,,0.043970353,,,,,0.021777829,,,0.032245995,,0.009799418,0.107793595,42.07602595,62.72927241,104.8052984,,,,,,0.057753944,,,,,0.025565278,,,0.036362505,,0.011968173,0.1316499,29.04677143,19.2443637,48.29113513,,,,,,0.104448622,,,,,0.041188504,,,0.05900331,,0.020464044,0.225104479,56.89823791,64.75917252,121.6574104,,,,,,0.01843211,,,,,0.025565278,,,0.00960519,,0.005360258,0.058962836,14.22455948,17.21446358,31.43902306,,,,,,298.5180654,,,,,122.1673556,,,33.64375081,,45.43291717,499.7620889,,,,,,,,,264.7235674,,,,,143.4138522,,,37.93869772,,44.60761173,490.683729,,,,,,,,,478.7553878,,,,,122.1673556,,,61.56090574,,66.24836491,728.732014,,,,,,,,,84.48624491,,,,,143.4138522,,,10.02154279,,23.79216399,261.7138039,,,,,,,,
CLARKE,ALABAMA,ALABAMA_CLARKE,2012,3244420096,0.346433084,,,,,0.169407613,,,0.040916911,,0.055675761,0.612433368,262.3714747,291.830041,554.2015158,,0,,,,0.106778122,,,,,0.052215067,,,0.012611471,,0.017160466,0.188765126,80.86852718,89.94829042,170.8168176,0,,,,,563.2416328,,,,,265.5812077,,,71.58244853,,90.0405289,990.4458179,,,,,,,,,0.183609534,,,,,0.077927502,,,0.019230948,,0.028076798,0.308844783,155.2201249,223.3224598,,,,,,,0.162823549,,,,,0.091480111,,,0.021685963,,0.027598962,0.303588585,107.1513499,68.50758122,175.6589311,,,,,,0.294468121,,,,,0.077927502,,,0.035188543,,0.040758417,0.448342583,209.8971798,230.5457324,440.4429122,,,,,,0.051964963,,,,,0.091480111,,,0.005728367,,0.014917344,0.164090785,52.47429495,61.28430862,113.7586036,,,,,,0.051964963,,,,,0.024018931,,,0.005927391,,0.008191128,0.090102413,47.84217835,68.83278158,116.6749599,,,,,,0.050185717,,,,,0.028196136,,,0.00668408,,0.008506593,0.093572526,33.02634883,21.11550884,54.14185767,,,,,,0.090761403,,,,,0.045427108,,,0.010845865,,0.014703438,0.161737815,64.69482175,71.05914943,135.7539712,,,,,,0.016016718,,,,,0.028196136,,,0.001765606,,0.004597846,0.050576306,16.17370544,18.88914099,35.06284642,,,,,,298.5180654,,,,,122.1673556,,,33.64375081,,45.43291717,499.7620889,,,,,,,,,264.7235674,,,,,143.4138522,,,37.93869772,,44.60761173,490.683729,,,,,,,,,478.7553878,,,,,122.1673556,,,61.56090574,,66.24836491,728.732014,,,,,,,,,84.48624491,,,,,143.4138522,,,10.02154279,,23.79216399,261.7138039,,,,,,,,
CLAY,ALABAMA,ALABAMA_CLAY,2012,1568960000,,,,,,,,,,,0,0,47.36704109,51.6870597,99.05410078,,0,,,,,,,,,,,,,,0,0,30.19008839,32.94351653,63.13360492,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,28.01801129,39.55225489,,,,,,,,,,,,,,,,,0,0,19.34902979,12.13480481,31.4838346,,,,,,,,,,,#VALUE!,,,,,#VALUE!,#VALUE!,37.89363287,40.83277716,78.72641003,,,,,,,,,,,,,,,,0,0,9.473408217,10.85428254,20.32769075,,,,,,,,,,,,,,,,0,0,17.85769637,25.20921814,43.0669145,,,,,,,,,,,,,,,,0,0,12.33239202,7.734298395,20.06669042,,,,,,,,,,,,,,,,0,0,24.15207071,26.02537806,50.17744877,,,,,,,,,,,,,,,,0,0,6.038017679,6.918138471,12.95615615,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
CLEBURNE,ALABAMA,ALABAMA_CLEBURNE,2012,1453529984,0.347314695,,,,,0.565490759,,,,,0.091280545,1.004085999,9.704466954,62.63842067,72.34288762,,0,,,,0.238945669,,,,,0.389046504,,,,,0.062799217,0.690791391,6.676482123,43.09399968,49.77048181,0,,,,,357.3196448,,,,,271.4976208,,,,,62.88172656,691.6989922,,,,,,,,,0.184076788,,,,,0.260125749,,,,,0.044420254,0.488622791,5.742237501,47.932479,,,,,,,0.163237907,,,,,0.30536501,,,,,0.046860292,0.515463208,3.962229453,14.70594167,18.66817112,,,,,,0.295217491,,,,,0.260125749,,,,,0.055534324,0.610877564,7.763573563,49.48435233,57.24792589,,,,,,0.052097204,,,,,0.30536501,,,,,0.035746221,0.393208435,1.940893391,13.15406834,15.09496173,,,,,,0.052097204,,,,,0.178961392,,,,,0.02310586,0.254164456,3.950546301,32.97660147,36.92714777,,,,,,0.112304465,,,,,0.210085112,,,,,0.032238958,0.354628534,2.725935823,10.11739822,12.84333404,,,,,,0.203103819,,,,,0.338470458,,,,,0.054157428,0.595731705,5.341185699,34.04425975,39.38544545,,,,,,0.03584185,,,,,0.210085112,,,,,0.024592696,0.270519659,1.335296425,9.049739934,10.38503636,,,,,,189.3794118,,,,,124.8889056,,,,,31.42683173,345.6951491,,,,,,,,,167.9402331,,,,,146.6087152,,,,,31.45489483,346.0038431,,,,,,,,,303.7216981,,,,,124.8889056,,,,,42.86106037,471.471664,,,,,,,,,53.59794673,,,,,146.6087152,,,,,20.02066619,220.2273281,,,,,,,,
COFFEE,ALABAMA,ALABAMA_COFFEE,2012,1762930048,5.316916315,,,,,2.823193976,,,6.795200592,,1.493531088,16.42884197,25.10838275,71.34304056,96.45142331,,0,,,,3.015954219,,,,,1.60142144,,,3.854492468,,0.847186813,9.31905494,14.24241579,40.46844663,54.71086242,0,,,,,410.2558885,,,,,316.8567874,,,93.73336909,,82.0846045,902.9306496,,,,,,,,,2.817965647,,,,,1.298669229,,,3.193744278,,0.731037915,8.04141707,14.85622102,54.59460699,,,,,,,2.498950668,,,,,1.524524747,,,3.601456314,,0.762493173,8.387424902,10.25216174,16.74843357,27.00059531,,,,,,4.519378868,,,,,1.298669229,,,5.843872509,,1.166192061,12.82811267,20.0867062,56.36100204,76.44770824,,,,,,0.797537447,,,,,1.524524747,,,0.951328083,,0.327339028,3.600729305,5.021676551,14.98203852,20.00371507,,,,,,0.797537447,,,,,0.736653862,,,1.81161146,,0.334580277,3.680383047,8.42700539,30.96810736,39.39511275,,,,,,1.417498483,,,,,0.864767578,,,2.042881008,,0.432514707,4.757661775,5.815410401,9.500339272,15.31574967,,,,,,2.563561086,,,,,1.393236653,,,3.314863523,,0.727166126,7.998827387,11.39393263,31.97007284,43.36400547,,,,,,0.452393133,,,,,0.864767578,,,0.539628946,,0.185678966,2.042468622,2.848483158,8.498373792,11.34685695,,,,,,217.4356209,,,,,145.7541222,,,44.05468347,,40.72444266,447.9688693,,,,,,,,,192.8202676,,,,,171.1026652,,,49.67868562,,41.36016184,454.9617803,,,,,,,,,348.7175052,,,,,145.7541222,,,80.61069742,,57.50823249,632.5905574,,,,,,,,,61.53838328,,,,,171.1026652,,,13.12267167,,24.57637202,270.3400922,,,,,,,,
COLBERT,ALABAMA,ALABAMA_COLBERT,2012,1614700032,53.7866115,,,,,19.79750133,,,3.100404049,,7.668451687,84.35296856,32.59639738,20.73129277,53.32769015,,0,,,,33.31059047,,,,,12.26079206,,,1.920111468,,4.749149399,52.24064339,20.18727735,12.83909851,33.02637586,0,,,,,542.0671353,,,,,289.2468599,,,117.8662141,,94.91802093,1044.09823,,,,,,,,,28.50690409,,,,,9.10685061,,,1.457189903,,3.907094461,42.97803907,19.28056794,15.86535619,,,,,,,25.2797074,,,,,10.69065072,,,1.643214146,,3.761357227,41.37492949,13.31582944,4.865936582,18.18176602,,,,,,45.71861977,,,,,9.10685061,,,2.666347482,,5.749181787,63.24099965,26.0771179,16.37772129,42.45483919,,,,,,8.067991725,,,,,10.69065072,,,0.434056567,,1.919269901,21.11196891,6.519279476,4.353571482,10.87285096,,,,,,8.067991725,,,,,5.639964346,,,0.90245239,,1.461040846,16.07144931,11.94065,9.825574952,21.76622496,,,,,,15.65597752,,,,,6.620827711,,,1.017659078,,2.329446431,25.62391074,8.246627344,3.013523556,11.2601509,,,,,,28.3140019,,,,,10.66688909,,,1.651295863,,4.063218685,44.69540554,16.14982188,10.14288782,26.2927097,,,,,,4.996588571,,,,,6.620827711,,,0.268815606,,1.188623189,13.07485508,4.037455469,2.696210687,6.733666156,,,,,,287.2955817,,,,,133.0535556,,,55.39712064,,47.57462579,523.3208837,,,,,,,,,254.7715536,,,,,156.1933043,,,62.46909348,,47.34339514,520.7773466,,,,,,,,,460.757065,,,,,133.0535556,,,101.3649441,,69.51755647,764.6931212,,,,,,,,,81.31007029,,,,,156.1933043,,,16.50126998,,25.40046446,279.4051091,,,,,,,,
CONECUH,ALABAMA,ALABAMA_CONECUH,2012,2208999936,1.993843618,,,,,1.995245218,,,2.515776696,,0.650486553,7.155352085,80.48546006,129.1155246,209.6009847,,0,,,,0.902600125,,,,,0.90323462,,,1.138875857,,0.29447106,3.239181663,36.4352478,58.44976387,94.88501167,0,,,,,656.4094216,,,,,265.5812077,,,104.5756618,,102.6566291,1129.22292,,,,,,,,,1.056737118,,,,,0.9178128,,,1.182415047,,0.315696497,3.472661462,47.61521528,98.80254194,,,,,,,0.937106501,,,,,1.077432418,,,1.333361649,,0.334790057,3.682690624,32.87024477,30.31298271,63.18322748,,,,,,1.694767075,,,,,0.9178128,,,2.163567958,,0.477614783,5.253762618,64.38836804,102.0012645,166.3896325,,,,,,0.299076543,,,,,1.077432418,,,0.352208737,,0.17287177,1.901589468,16.09709201,27.11426018,43.21135219,,,,,,0.299076543,,,,,0.415487925,,,0.535271653,,0.124983612,1.374819733,21.55510035,44.72727243,66.28237278,,,,,,0.424222059,,,,,0.487746695,,,0.603604204,,0.151557296,1.667130254,14.88014745,13.72249144,28.60263889,,,,,,0.767210106,,,,,0.78581412,,,0.979433237,,0.253245746,2.785703209,29.14819824,46.17531346,75.3235117,,,,,,0.135390019,,,,,0.487746695,,,0.15944262,,0.078257933,0.860837267,7.28704956,12.27445041,19.56149997,,,,,,347.8969935,,,,,122.1673556,,,49.15056104,,51.92149101,571.1364011,,,,,,,,,308.5124282,,,,,143.4138522,,,55.42510075,,50.73513811,558.0865192,,,,,,,,,557.9480084,,,,,122.1673556,,,89.93506913,,77.00504331,847.0554764,,,,,,,,,98.46141324,,,,,143.4138522,,,14.64059265,,25.65158581,282.1674439,,,,,,,,
COOSA,ALABAMA,ALABAMA_COOSA,2012,1726080000,,,,,,,,,,,0,0,43.37913844,74.62304225,118.0021807,,0,,,,,,,,,,,,,,0,0,25.13159207,43.23266723,68.3642593,0,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,25.66463527,57.10567056,,,,,,,,,,,,,,,,,0,0,17.71450317,17.5173717,35.23187487,,,,,,,,,,,#VALUE!,,,,,#VALUE!,#VALUE!,34.70331075,58.95220338,93.65551413,,,,,,,,,,,,,,,,0,0,8.675827688,15.67083887,24.34666656,,,,,,,,,,,,,,,,0,0,14.86874031,33.08402308,47.95276339,,,,,,,,,,,,,,,,0,0,10.26285176,10.14864415,20.41149591,,,,,,,,,,,,,,,,0,0,20.10527366,34.15380711,54.25908077,,,,,,,,,,,,,,,,0,0,5.026318414,9.078860118,14.10517853,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,
COVINGTON,ALABAMA,ALABAMA_COVINGTON,2012,2703450112,3.941145576,,,,,2.448330046,,,7.934958139,,1.432443376,15.75687714,22.18163875,144.2660087,166.4476474,,0,,,,1.457820715,,,,,0.905631672,,,2.935122828,,0.529857522,5.828432737,8.204937333,53.36366594,61.56860328,0,,,,,692.9354298,,,,,318.1715459,,,135.1206154,,114.6227591,1260.85035,,,,,,,,,2.088807155,,,,,1.126231821,,,3.729430325,,0.69444693,7.638916232,13.12755935,110.3966871,,,,,,,1.852338421,,,,,1.322098225,,,4.205527814,,0.737996446,8.117960905,9.054079398,33.86932154,42.92340094,,,,,,3.349973739,,,,,1.126231821,,,6.824064,,1.130026956,12.43029652,17.745311,113.9701469,131.7154579,,,,,,0.591171836,,,,,1.322098225,,,1.110894139,,0.30241642,3.326580621,4.43632775,30.29586182,34.73218957,,,,,,0.591171836,,,,,0.416590569,,,1.379507729,,0.238727013,2.625997148,4.855854116,40.83548153,45.69133565,,,,,,0.685175736,,,,,0.489041103,,,1.555615099,,0.272983194,3.002815132,3.349083217,12.52818441,15.87726763,,,,,,1.239147608,,,,,0.787899555,,,2.524205632,,0.45512528,5.006378075,6.563949866,42.1572961,48.72124596,,,,,,0.218673107,,,,,0.489041103,,,0.410917196,,0.111863141,1.230494547,1.640987467,11.20636985,12.84735731,,,,,,367.2557778,,,,,146.3589111,,,63.50668924,,57.71213781,634.8335159,,,,,,,,,325.679652,,,,,171.8126348,,,71.61392616,,56.91062129,626.0168342,,,,,,,,,588.9951153,,,,,146.3589111,,,116.2037292,,85.15577557,936.7135312,,,,,,,,,103.9403145,,,,,171.8126348,,,18.91688616,,29.46698354,324.1368189,,,,,,,,
CRENSHAW,ALABAMA,ALABAMA_CRENSHAW,2012,1582279936,3.941145576,,,,,0.326910073,,,0.750622196,,0.501867784,5.520545629,62.06922294,109.3033532,171.3725762,,0,,,,2.490801713,,,,,0.206606976,,,0.474392792,,0.317180148,3.488981629,39.22771283,69.07965572,108.3073685,0,,,,,692.9354298,,,,,266.8959662,,,136.0532857,,109.5884682,1205.47315,,,,,,,,,2.088807155,,,,,0.150378634,,,0.352792432,,0.259197822,2.851176043,36.72122372,83.64004325,,,,,,,1.852338421,,,,,0.17653144,,,0.397829764,,0.242669962,2.669369586,25.34799922,25.66330997,51.0113092,,,,,,3.349973739,,,,,0.150378634,,,0.645535088,,0.414588746,4.560476208,49.65537835,86.34964905,136.0050274,,,,,,0.591171836,,,,,0.17653144,,,0.105087107,,0.087279038,0.960069422,12.41384459,22.95370418,35.36754877,,,,,,0.591171836,,,,,0.095039209,,,0.222964612,,0.090917566,1.000093223,23.20779205,52.86045873,76.06825078,,,,,,1.170676805,,,,,0.111567767,,,0.25142818,,0.153367275,1.687040027,16.01992078,16.21919699,32.23911777,,,,,,2.117181456,,,,,0.179748069,,,0.407977801,,0.270490733,2.975398059,31.38217026,54.57292802,85.95509828,,,,,,0.373620257,,,,,0.111567767,,,0.066414991,,0.055160302,0.606763317,7.845542566,14.5067277,22.35227027,,,,,,367.2557778,,,,,122.7721444,,,63.94504429,,55.39729665,609.3702632,,,,,,,,,325.679652,,,,,144.1238217,,,72.10824144,,54.19117152,596.1028867,,,,,,,,,588.9951153,,,,,122.7721444,,,117.0058257,,82.87730855,911.650394,,,,,,,,,103.9403145,,,,,144.1238217,,,19.04746,,26.71115962,293.8227558,,,,,,,,
CULLMAN,ALABAMA,ALABAMA_CULLMAN,2012,1955149952,5.678809651,,,,,8.336595754,,,0.812956929,,1.482836233,16.31119857,33.65755602,21.0677032,54.72525923,,0,,,,2.904539187,,,,,4.263916302,,,0.415802854,,0.758425834,8.342684177,17.21482078,10.77549227,27.99031305,0,,,,,500.7768652,,,,,329.3469928,,,132.4391882,,96.25630461,1058.819351,,,,,,,,,3.009769115,,,,,3.834834047,,,0.382089757,,0.722669292,7.949362211,19.91384004,16.11766401,,,,,,,2.669040536,,,,,4.501761707,,,0.430867173,,0.760166942,8.361836358,13.74371599,4.95003919,18.69375518,,,,,,4.826988204,,,,,3.834834047,,,0.699142959,,0.936096521,10.29706173,26.92604482,16.64348553,43.56953035,,,,,,0.851821448,,,,,4.501761707,,,0.11381397,,0.546739713,6.014136838,6.731511205,4.424217673,11.15572888,,,,,,0.851821448,,,,,1.961401499,,,0.195427341,,0.300865029,3.309515317,10.1853262,8.243697112,18.42902331,,,,,,1.365133418,,,,,2.302514803,,,0.220375512,,0.388802373,4.276826107,7.029494578,2.531795162,9.56128974,,,,,,2.468858309,,,,,3.709607183,,,0.357590454,,0.653605595,7.189661541,13.77185662,8.512638897,22.28449552,,,,,,0.435680878,,,,,2.302514803,,,0.0582124,,0.279640808,3.076048889,3.442964156,2.262853378,5.705817534,,,,,,265.4117386,,,,,151.4996167,,,62.24641844,,47.91577737,527.073551,,,,,,,,,235.3651266,,,,,177.8473761,,,70.19276973,,48.34052725,531.7457997,,,,,,,,,425.6603354,,,,,151.4996167,,,113.8977018,,69.10576539,760.1634193,,,,,,,,,75.11652978,,,,,177.8473761,,,18.54148634,,27.15053922,298.6559314,,,,,,,,
DALE,ALABAMA,ALABAMA_DALE,2012,1456710016,4.716619312,,,,,0.41293904,,,5.867067111,,1.099662546,12.09628801,26.01550224,24.13744838,50.15295062,,0,,,,3.237857405,,,,,0.283473742,,,4.027615,,0.754894615,8.303840762,17.85908105,16.56983759,34.42891864,0,,,,,582.2986805,,,,,266.8959662,,,105.7414997,,95.49361464,1050.429761,,,,,,,,,2.499808235,,,,,0.189951958,,,2.757521542,,0.544728174,5.99200991,15.39535807,18.47253703,,,,,,,2.216811077,,,,,0.222987081,,,3.109545569,,0.554934373,6.1042781,10.62014417,5.664911354,16.28505553,,,,,,4.009126415,,,,,0.189951958,,,5.045677716,,0.924475609,10.1692317,20.81240179,19.06858422,39.88098601,,,,,,0.707492897,,,,,0.222987081,,,0.821389396,,0.175186937,1.927056311,5.203100448,5.06886416,10.27196461,,,,,,0.707492897,,,,,0.130397921,,,1.89297905,,0.273086987,3.003956855,10.56858119,12.68099816,23.24957934,,,,,,1.52179298,,,,,0.153075821,,,2.13463595,,0.380950475,4.190455226,7.290499862,3.888839434,11.1793393,,,,,,2.752178794,,,,,0.246622156,,,3.4637489,,0.646254985,7.108804835,14.28726484,13.0901717,27.37743653,,,,,,0.485678611,,,,,0.153075821,,,0.5638661,,0.120262053,1.322882585,3.57181621,3.479665894,7.051482103,,,,,,308.6183007,,,,,122.7721444,,,49.69850486,,48.108895,529.197845,,,,,,,,,273.6803798,,,,,144.1238217,,,56.04299485,,47.38471964,521.2319161,,,,,,,,,494.9538784,,,,,122.7721444,,,90.93768975,,70.86637126,779.5300839,,,,,,,,,87.34480207,,,,,144.1238217,,,14.80380996,,24.62724338,270.8996771,,,,,,,,
DALLAS,ALABAMA,ALABAMA_DALLAS,2012,2573929984,11.70879305,,,,,14.36463672,,,3.807958341,,2.988138811,32.86952692,80.84488476,80.90070118,161.7455859,,0,,,,4.548994387,,,,,5.580818752,,,1.479433537,,1.160924668,12.77017134,31.4091235,31.43080879,62.8399323,0,,,,,615.1191516,,,,,334.6060266,,,91.28510945,,104.1010288,1145.111316,,,,,,,,,6.205660316,,,,,6.607732892,,,1.78974042,,1.460313363,16.06344699,47.82915856,61.90552652,,,,,,,5.503132733,,,,,7.756903829,,,2.018217921,,1.527825448,16.80607993,33.0157262,18.99517466,52.01090086,,,,,,9.952474092,,,,,6.607732892,,,3.274844173,,1.983505116,21.81855627,64.67590781,63.91155393,128.5874617,,,,,,1.756318957,,,,,7.756903829,,,0.533114168,,1.004633695,11.05097065,16.16897695,16.98914725,33.1581242,,,,,,1.756318957,,,,,2.567176626,,,0.695333762,,0.501882935,5.52071228,18.58215214,24.05097532,42.63312746,,,,,,2.138027362,,,,,3.013642126,,,0.784099775,,0.593576926,6.529346189,12.82697136,7.379833475,20.20680484,,,,,,3.866645229,,,,,4.855312314,,,1.272312842,,0.999427039,10.99369742,25.1272988,24.83033895,49.95763775,,,,,,0.682349158,,,,,3.013642126,,,0.207120695,,0.390311198,4.293423177,6.281824701,6.600469847,12.88229455,,,,,,326.0131503,,,,,153.9187722,,,42.90400144,,52.2835924,575.1195164,,,,,,,,,289.1060012,,,,,180.6872543,,,48.38110801,,51.81743636,569.9917999,,,,,,,,,522.8512788,,,,,153.9187722,,,78.50519413,,75.52752452,830.8027697,,,,,,,,,92.26787273,,,,,180.6872543,,,12.77991532,,28.57350424,314.3085466,,,,,,,,
