State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_rowing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
TN 1997,TENNESSEE,CLAY,Clay,Hardwood,"2,739",614,"3,353",254,243,497,374,165,539,"3,368","1,021","4,389",43,0.78,0.45,0.80,18866,37560,28694,8866,30048,7512,TENNESSEE_CLAY
TN 1997,TENNESSEE,COCKE,Cocke,Hardwood,"1,594",457,"2,051",156,148,304,229,101,330,"1,979",706,"2,685",43,0.78,0.45,0.80,18866,22978,17552,5426,18382,4596,TENNESSEE_COCKE
TN 1997,TENNESSEE,COFFEE,Coffee,Hardwood,"1,331",306,"1,637",124,119,243,183,80,263,"1,638",505,"2,143",43,0.78,0.45,0.80,18866,18339,14009,4330,14671,3668,TENNESSEE_COFFEE
TN 1997,TENNESSEE,CROCKETT,Crockett,Hardwood,175,39,214,16,16,32,24,10,34,215,65,280,43,0.78,0.45,0.80,18866,2396,1831,565,1917,479,TENNESSEE_CROCKETT
TN 1997,TENNESSEE,CUMBERLAND,Cumberland,Hardwood,"2,250",636,"2,886",219,209,428,322,142,464,"2,791",987,"3,778",43,0.78,0.45,0.80,18866,32331,24698,7633,25865,6466,TENNESSEE_CUMBERLAND
TN 1997,TENNESSEE,DAVIDSON,Davidson,Hardwood,226,51,277,21,20,41,31,14,45,279,84,363,43,0.78,0.45,0.80,18866,3106,2370,736,2485,621,TENNESSEE_DAVIDSON
TN 1997,TENNESSEE,DEKALB,DeKalb,Hardwood,"1,918",431,"2,349",178,170,348,262,115,377,"2,358",716,"3,074",43,0.78,0.45,0.80,18866,26306,20102,6204,21045,5261,TENNESSEE_DEKALB
TN 1997,TENNESSEE,DECATUR,Decatur,Hardwood,"2,962",769,"3,731",283,270,553,417,183,600,"3,662","1,222","4,884",43,0.78,0.45,0.80,18866,41796,31929,9867,33437,8359,TENNESSEE_DECATUR
TN 1997,TENNESSEE,DICKSON,Dickson,Hardwood,"3,797",860,"4,657",353,337,690,519,229,748,"4,670","1,425","6,095",43,0.78,0.45,0.80,18866,52159,39853,12306,41727,10432,TENNESSEE_DICKSON
TN 1997,TENNESSEE,DYER,Dyer,Hardwood,708,159,867,66,63,129,97,42,139,871,264,"1,135",43,0.78,0.45,0.80,18866,9713,7420,2293,7770,1943,TENNESSEE_DYER
TN 1997,TENNESSEE,FAYETTE,Fayette,Hardwood,"3,559",863,"4,422",336,320,656,494,217,711,"4,388","1,401","5,789",43,0.78,0.45,0.80,18866,49541,37842,11698,39633,9908,TENNESSEE_FAYETTE
TN 1997,TENNESSEE,FENTRESS,Fentress,Hardwood,"2,429",546,"2,975",226,215,441,332,146,478,"2,987",907,"3,894",43,0.78,0.45,0.80,18866,33324,25459,7865,26659,6665,TENNESSEE_FENTRESS
TN 1997,TENNESSEE,FRANKLIN,Franklin,Hardwood,"2,845",792,"3,637",276,263,539,406,178,584,"3,526","1,234","4,760",43,0.78,0.45,0.80,18866,40735,31124,9610,32588,8147,TENNESSEE_FRANKLIN
TN 1997,TENNESSEE,GIBSON,Gibson,Hardwood,"1,272",292,"1,564",119,113,232,174,77,251,"1,565",482,"2,047",43,0.78,0.45,0.80,18866,17518,13384,4133,14014,3504,TENNESSEE_GIBSON
TN 1997,TENNESSEE,GILES,Giles,Hardwood,"1,521",388,"1,909",145,138,283,213,94,307,"1,879",620,"2,499",43,0.78,0.45,0.80,18866,21386,16337,5049,17109,4277,TENNESSEE_GILES
TN 1997,TENNESSEE,GRAINGER,Grainger,Hardwood,442,109,551,42,40,82,62,27,89,546,176,722,43,0.78,0.45,0.80,18866,6179,4715,1463,4943,1236,TENNESSEE_GRAINGER
TN 1997,TENNESSEE,GREENE,Greene,Hardwood,922,241,"1,163",88,84,172,130,57,187,"1,140",382,"1,522",43,0.78,0.45,0.80,18866,13025,9953,3072,10420,2605,TENNESSEE_GREENE
TN 1997,TENNESSEE,GRUNDY,Grundy,Hardwood,"3,348",957,"4,305",326,312,638,481,211,692,"4,155","1,480","5,635",43,0.78,0.45,0.80,18866,48223,36841,11382,38578,9645,TENNESSEE_GRUNDY
TN 1997,TENNESSEE,HAMBLEN,Hamblen,Hardwood,257,57,314,24,23,47,35,15,50,315,96,411,43,0.78,0.45,0.80,18866,3517,2687,830,2814,703,TENNESSEE_HAMBLEN
TN 1997,TENNESSEE,HAMILTON,Hamilton,Hardwood,779,253,"1,032",78,75,153,115,51,166,972,379,"1,351",43,0.78,0.45,0.80,18866,11561,8832,2730,9249,2312,TENNESSEE_HAMILTON
TN 1997,TENNESSEE,HANCOCK,Hancock,Hardwood,"1,241",310,"1,551",118,112,230,173,76,249,"1,532",498,"2,030",43,0.78,0.45,0.80,18866,17372,13273,4099,13898,3474,TENNESSEE_HANCOCK
TN 1997,TENNESSEE,HARDEMAN,Hardeman,Hardwood,"10,264","2,447","12,711",964,920,"1,884","1,418",624,"2,042","12,645","3,992","16,637",43,0.78,0.45,0.80,18866,142375,108777,33598,113900,28475,TENNESSEE_HARDEMAN
TN 1997,TENNESSEE,HARDIN,Hardin,Hardwood,"5,653","1,528","7,181",545,520,"1,065",801,353,"1,154","6,999","2,401","9,400",43,0.78,0.45,0.80,18866,80443,61453,18990,64354,16089,TENNESSEE_HARDIN
TN 1997,TENNESSEE,HAWKINS,Hawkins,Hardwood,"1,876",523,"2,399",182,174,356,267,118,385,"2,326",814,"3,140",43,0.78,0.45,0.80,18866,26871,20530,6341,21497,5374,TENNESSEE_HAWKINS
TN 1997,TENNESSEE,HAYWOOD,Haywood,Hardwood,"3,156",709,"3,865",293,280,573,431,190,621,"3,880","1,179","5,059",43,0.78,0.45,0.80,18866,43294,33076,10218,34635,8659,TENNESSEE_HAYWOOD
TN 1997,TENNESSEE,HENDERSON,Henderson,Hardwood,"2,162",562,"2,724",207,197,404,304,134,438,"2,673",893,"3,566",43,0.78,0.45,0.80,18866,30517,23311,7206,24413,6103,TENNESSEE_HENDERSON
TN 1997,TENNESSEE,HENRY,Henry,Hardwood,"5,608","1,427","7,035",534,509,"1,043",785,345,"1,130","6,926","2,282","9,208",43,0.78,0.45,0.80,18866,78800,60204,18596,63040,15760,TENNESSEE_HENRY
TN 1997,TENNESSEE,HICKMAN,Hickman,Hardwood,"6,325","1,839","8,164",619,591,"1,210",911,401,"1,312","7,855","2,831","10,686",43,0.78,0.45,0.80,18866,91448,69865,21583,73158,18290,TENNESSEE_HICKMAN
TN 1997,TENNESSEE,HOUSTON,Houston,Hardwood,"2,790",660,"3,450",261,250,511,385,169,554,"3,436","1,079","4,515",43,0.78,0.45,0.80,18866,38638,29524,9114,30911,7728,TENNESSEE_HOUSTON
TN 1997,TENNESSEE,HUMPHREYS,Humphreys,Hardwood,"2,952",674,"3,626",275,263,538,405,178,583,"3,632","1,115","4,747",43,0.78,0.45,0.80,18866,40624,31030,9593,32499,8125,TENNESSEE_HUMPHREYS
TN 1997,TENNESSEE,JACKSON,Jackson,Hardwood,"4,447",999,"5,446",413,394,807,608,267,875,"5,468","1,660","7,128",43,0.78,0.45,0.80,18866,61000,46605,14394,48800,12200,TENNESSEE_JACKSON
TN 1997,TENNESSEE,JEFFERSON,Jefferson,Hardwood,612,138,750,57,54,111,83,37,120,752,229,981,43,0.78,0.45,0.80,18866,8395,6418,1977,6716,1679,TENNESSEE_JEFFERSON
TN 1997,TENNESSEE,JOHNSON,Johnson,Hardwood,"2,385",559,"2,944",223,213,436,328,145,473,"2,937",916,"3,853",43,0.78,0.45,0.80,18866,32973,25194,7779,26378,6595,TENNESSEE_JOHNSON
TN 1997,TENNESSEE,KNOX,Knox,Hardwood,533,121,654,50,47,97,73,32,105,655,201,856,43,0.78,0.45,0.80,18866,7325,5597,1729,5860,1465,TENNESSEE_KNOX
TN 1997,TENNESSEE,LAKE,Lake,Hardwood,71,18,89,7,6,13,10,4,14,87,29,116,43,0.78,0.45,0.80,18866,993,762,231,794,199,TENNESSEE_LAKE
TN 1997,TENNESSEE,LAUDERDALE,Lauderdale,Hardwood,"2,741",632,"3,373",256,244,500,376,166,542,"3,373","1,042","4,415",43,0.78,0.45,0.80,18866,37782,28865,8917,30226,7556,TENNESSEE_LAUDERDALE
TN 1997,TENNESSEE,LAWRENCE,Lawrence,Hardwood,"5,016","1,397","6,413",486,465,951,715,315,"1,030","6,218","2,176","8,394",43,0.78,0.45,0.80,18866,71834,54881,16953,57467,14367,TENNESSEE_LAWRENCE
TN 1997,TENNESSEE,LEWIS,Lewis,Hardwood,"4,846","1,377","6,223",472,451,923,694,306,"1,000","6,013","2,133","8,146",43,0.78,0.45,0.80,18866,69711,53255,16457,55769,13942,TENNESSEE_LEWIS
TN 1997,TENNESSEE,LINCOLN,Lincoln,Hardwood,"2,085",520,"2,605",197,189,386,291,128,419,"2,574",836,"3,410",43,0.78,0.45,0.80,18866,29182,22293,6889,23345,5836,TENNESSEE_LINCOLN
TN 1997,TENNESSEE,LOUDON,Loudon,Hardwood,148,41,189,14,14,28,21,9,30,183,64,247,43,0.78,0.45,0.80,18866,2114,1617,496,1691,423,TENNESSEE_LOUDON
TN 1997,TENNESSEE,MACON,Macon,Hardwood,"5,087","1,143","6,230",473,451,924,695,306,"1,001","6,255","1,900","8,155",43,0.78,0.45,0.80,18866,69788,53315,16474,55831,13958,TENNESSEE_MACON
TN 1997,TENNESSEE,MADISON,Madison,Hardwood,"2,785",668,"3,453",262,250,512,385,170,555,"3,432","1,088","4,520",43,0.78,0.45,0.80,18866,38681,29550,9131,30945,7736,TENNESSEE_MADISON
TN 1997,TENNESSEE,MARION,Marion,Hardwood,"2,197",701,"2,898",220,210,430,324,142,466,"2,741","1,053","3,794",43,0.78,0.45,0.80,18866,32468,24800,7668,25974,6494,TENNESSEE_MARION
TN 1997,TENNESSEE,MARSHALL,Marshall,Hardwood,733,166,899,68,65,133,101,44,145,902,275,"1,177",43,0.78,0.45,0.80,18866,10072,7693,2379,8058,2014,TENNESSEE_MARSHALL
TN 1997,TENNESSEE,MAURY,Maury,Hardwood,"1,252",285,"1,537",117,111,228,172,75,247,"1,540",472,"2,012",43,0.78,0.45,0.80,18866,17218,13153,4065,13775,3444,TENNESSEE_MAURY
TN 1997,TENNESSEE,MCMINN,McMinn,Hardwood,"1,462",436,"1,898",144,137,281,212,93,305,"1,817",667,"2,484",43,0.78,0.45,0.80,18866,21257,16243,5015,17006,4251,TENNESSEE_MCMINN
TN 1997,TENNESSEE,MCNAIRY,McNairy,Hardwood,"6,183","1,691","7,874",597,570,"1,167",878,387,"1,265","7,658","2,648","10,306",43,0.78,0.45,0.80,18866,88196,67384,20812,70557,17639,TENNESSEE_MCNAIRY
TN 1997,TENNESSEE,MEIGS,Meigs,Hardwood,959,290,"1,249",95,90,185,140,61,201,"1,193",442,"1,635",43,0.78,0.45,0.80,18866,13992,10689,3303,11194,2798,TENNESSEE_MEIGS
TN 1997,TENNESSEE,MONROE,Monroe,Hardwood,931,252,"1,183",90,85,175,132,58,190,"1,152",396,"1,548",43,0.78,0.45,0.80,18866,13247,10124,3124,10598,2649,TENNESSEE_MONROE
TN 1997,TENNESSEE,MONTGOMERY,Montgomery,Hardwood,"5,402","1,213","6,615",502,479,981,738,325,"1,063","6,642","2,017","8,659",43,0.78,0.45,0.80,18866,74101,56609,17492,59281,14820,TENNESSEE_MONTGOMERY
TN 1997,TENNESSEE,MOORE,Moore,Hardwood,333,75,408,31,29,60,46,20,66,410,124,534,43,0.78,0.45,0.80,18866,4570,3492,1078,3656,914,TENNESSEE_MOORE
TN 1997,TENNESSEE,MORGAN,Morgan,Hardwood,"1,592",438,"2,030",154,147,301,226,100,326,"1,972",685,"2,657",43,0.78,0.45,0.80,18866,22738,17372,5366,18190,4548,TENNESSEE_MORGAN
TN 1997,TENNESSEE,OBION,Obion,Hardwood,"1,601",359,"1,960",149,142,291,219,96,315,"1,968",598,"2,566",43,0.78,0.45,0.80,18866,21959,16773,5186,17567,4392,TENNESSEE_OBION
TN 1997,TENNESSEE,OVERTON,Overton,Hardwood,"4,131",929,"5,060",384,366,750,565,248,813,"5,079","1,544","6,623",43,0.78,0.45,0.80,18866,56678,43302,13376,45342,11336,TENNESSEE_OVERTON
TN 1997,TENNESSEE,PERRY,Perry,Hardwood,"6,546","1,975","8,521",646,617,"1,263",951,418,"1,369","8,142","3,011","11,153",43,0.78,0.45,0.80,18866,95444,72920,22524,76355,19089,TENNESSEE_PERRY
TN 1997,TENNESSEE,PICKETT,Pickett,Hardwood,"1,417",318,"1,735",131,126,257,194,85,279,"1,742",529,"2,271",43,0.78,0.45,0.80,18866,19435,14848,4587,15548,3887,TENNESSEE_PICKETT
TN 1997,TENNESSEE,POLK,Polk,Hardwood,264,78,342,26,25,51,38,17,55,329,119,448,43,0.78,0.45,0.80,18866,3834,2927,907,3067,767,TENNESSEE_POLK
TN 1997,TENNESSEE,PUTNAM,Putnam,Hardwood,"3,425",779,"4,204",319,304,623,469,207,676,"4,213","1,290","5,503",43,0.78,0.45,0.80,18866,47093,35977,11116,37675,9419,TENNESSEE_PUTNAM
TN 1997,TENNESSEE,RHEA,Rhea,Hardwood,"1,699",443,"2,142",162,155,317,239,105,344,"2,100",703,"2,803",43,0.78,0.45,0.80,18866,23987,18331,5657,19190,4797,TENNESSEE_RHEA
TN 1997,TENNESSEE,ROANE,Roane,Hardwood,"1,425",390,"1,815",138,131,269,203,89,292,"1,765",611,"2,376",43,0.78,0.45,0.80,18866,20333,15532,4801,16267,4067,TENNESSEE_ROANE
TN 1997,TENNESSEE,ROBERTSON,Robertson,Hardwood,"2,739",615,"3,354",254,243,497,374,165,539,"3,368","1,022","4,390",43,0.78,0.45,0.80,18866,37568,28703,8866,30055,7514,TENNESSEE_ROBERTSON
TN 1997,TENNESSEE,RUTHERFORD,Rutherford,Hardwood,186,42,228,17,17,34,26,11,37,229,70,299,43,0.78,0.45,0.80,18866,2559,1951,608,2047,512,TENNESSEE_RUTHERFORD
TN 1997,TENNESSEE,SCOTT,Scott,Hardwood,"2,314",565,"2,879",218,209,427,322,141,463,"2,854",915,"3,769",43,0.78,0.45,0.80,18866,32254,24638,7616,25803,6451,TENNESSEE_SCOTT
TN 1997,TENNESSEE,SEQUATCHIE,Sequatchie,Hardwood,"1,733",540,"2,273",172,165,337,253,112,365,"2,158",817,"2,975",43,0.78,0.45,0.80,18866,25459,19452,6008,20367,5092,TENNESSEE_SEQUATCHIE
TN 1997,TENNESSEE,SEVIER,Sevier,Hardwood,959,236,"1,195",91,86,177,133,59,192,"1,183",381,"1,564",43,0.78,0.45,0.80,18866,13384,10226,3158,10707,2677,TENNESSEE_SEVIER
TN 1997,TENNESSEE,SHELBY,Shelby,Hardwood,"3,671",848,"4,519",343,327,670,504,222,726,"4,518","1,397","5,915",43,0.78,0.45,0.80,18866,50619,38672,11947,40495,10124,TENNESSEE_SHELBY
TN 1997,TENNESSEE,SMITH,Smith,Hardwood,"1,485",334,"1,819",138,132,270,203,89,292,"1,826",555,"2,381",43,0.78,0.45,0.80,18866,20376,15567,4809,16301,4075,TENNESSEE_SMITH
TN 1997,TENNESSEE,STEWART,Stewart,Hardwood,"8,202","2,202","10,404",789,753,"1,542","1,161",511,"1,672","10,152","3,466","13,618",43,0.78,0.45,0.80,18866,116539,89035,27505,93231,23308,TENNESSEE_STEWART
TN 1997,TENNESSEE,SULLIVAN,Sullivan,Hardwood,"1,311",338,"1,649",125,119,244,184,81,265,"1,620",538,"2,158",43,0.78,0.45,0.80,18866,18468,14112,4356,14774,3694,TENNESSEE_SULLIVAN
TN 1997,TENNESSEE,SUMNER,Sumner,Hardwood,"1,410",316,"1,726",131,125,256,192,85,277,"1,733",526,"2,259",43,0.78,0.45,0.80,18866,19332,14771,4561,15466,3866,TENNESSEE_SUMNER
TN 1997,TENNESSEE,TIPTON,Tipton,Hardwood,"2,244",510,"2,754",209,199,408,308,135,443,"2,760",845,"3,605",43,0.78,0.45,0.80,18866,30851,23568,7283,24680,6170,TENNESSEE_TIPTON
TN 1997,TENNESSEE,TROUSDALE,Trousdale,Hardwood,82,19,101,8,7,15,11,5,16,101,31,132,43,0.78,0.45,0.80,18866,1130,864,265,904,226,TENNESSEE_TROUSDALE
TN 1997,TENNESSEE,UNICOI,Unicoi,Hardwood,685,154,839,63,61,124,94,41,135,842,256,"1,098",43,0.78,0.45,0.80,18866,9396,7180,2216,7517,1879,TENNESSEE_UNICOI
TN 1997,TENNESSEE,UNION,Union,Hardwood,883,198,"1,081",82,78,160,121,53,174,"1,085",330,"1,415",43,0.78,0.45,0.80,18866,12109,9251,2858,9687,2422,TENNESSEE_UNION
TN 1997,TENNESSEE,VAN BUREN,Van Buren,Hardwood,"1,807",472,"2,279",173,165,338,254,112,366,"2,234",749,"2,983",43,0.78,0.45,0.80,18866,25528,19503,6025,20422,5106,TENNESSEE_VAN BUREN
TN 1997,TENNESSEE,WARREN,Warren,Hardwood,"3,422",845,"4,267",324,309,633,476,210,686,"4,222","1,364","5,586",43,0.78,0.45,0.80,18866,47803,36516,11288,38243,9561,TENNESSEE_WARREN
TN 1997,TENNESSEE,WASHINGTON,Washington,Hardwood,891,214,"1,105",84,80,164,124,54,178,"1,098",349,"1,447",43,0.78,0.45,0.80,18866,12383,9456,2927,9906,2477,TENNESSEE_WASHINGTON
TN 1997,TENNESSEE,WAYNE,Wayne,Hardwood,"14,961","4,518","19,479","1,477","1,411","2,888","2,173",957,"3,130","18,612","6,885","25,497",43,0.78,0.45,0.80,18866,218196,166696,51500,174557,43639,TENNESSEE_WAYNE
TN 1997,TENNESSEE,WEAKLEY,Weakley,Hardwood,"3,765","1,124","4,889",371,354,725,546,240,786,"4,681","1,719","6,400",43,0.78,0.45,0.80,18866,54769,41839,12931,43816,10954,TENNESSEE_WEAKLEY
TN 1997,TENNESSEE,WHITE,White,Hardwood,"5,118","1,221","6,339",481,459,940,708,311,"1,019","6,306","1,992","8,298",43,0.78,0.45,0.80,18866,71012,54247,16765,56810,14202,TENNESSEE_WHITE
TN 1997,TENNESSEE,WILLIAMSON,Williamson,Hardwood,"1,144",257,"1,401",106,102,208,156,69,225,"1,406",428,"1,834",43,0.78,0.45,0.80,18866,15695,11989,3705,12556,3139,TENNESSEE_WILLIAMSON
TN 1997,TENNESSEE,WILSON,Wilson,Hardwood,124,28,152,12,11,23,17,7,24,153,46,199,43,0.78,0.45,0.80,18866,1703,1301,402,1362,341,TENNESSEE_WILSON
TX 1997,TEXAS,ANDERSON,Anderson,Hardwood,"3,028",267,"3,295",574,851,"1,425",846,175,"1,021","4,447","1,294","5,741",43,0.78,0.45,0.80,18866,49130,28198,20932,39304,9826,TEXAS_ANDERSON
TX 1997,TEXAS,ANGELINA,Angelina,Hardwood,"2,443",202,"2,645",461,683,"1,144",679,141,820,"3,583","1,026","4,609",43,0.78,0.45,0.80,18866,39443,22635,16807,31554,7889,TEXAS_ANGELINA
TX 1997,TEXAS,BOWIE,Bowie,Hardwood,"5,001",535,"5,536",964,"1,431","2,395","1,420",295,"1,715","7,386","2,260","9,646",43,0.78,0.45,0.80,18866,82548,47376,35172,66038,16510,TEXAS_BOWIE
TX 1997,TEXAS,CAMP,Camp,Hardwood,"1,093",91,"1,184",206,306,512,304,63,367,"1,603",460,"2,063",43,0.78,0.45,0.80,18866,17655,10132,7522,14124,3531,TEXAS_CAMP
TX 1997,TEXAS,CASS,Cass,Hardwood,"13,781","1,484","15,265","2,659","3,945","6,604","3,918",813,"4,731","20,358","6,242","26,600",43,0.78,0.45,0.80,18866,227636,130634,97002,182109,45527,TEXAS_CASS
TX 1997,TEXAS,CHAMBERS,Chambers,Hardwood,785,88,873,152,226,378,224,47,271,"1,161",361,"1,522",43,0.78,0.45,0.80,18866,13025,7471,5554,10420,2605,TEXAS_CHAMBERS
TX 1997,TEXAS,CHEROKEE,Cherokee,Hardwood,"6,302",411,"6,713","1,169","1,734","2,903","1,722",357,"2,079","9,193","2,502","11,695",43,0.78,0.45,0.80,18866,100083,57448,42635,80066,20017,TEXAS_CHEROKEE
TX 1997,TEXAS,FRANKLIN,Franklin,Hardwood,"1,000",92,"1,092",190,282,472,280,58,338,"1,470",432,"1,902",43,0.78,0.45,0.80,18866,16277,9345,6932,13021,3255,TEXAS_FRANKLIN
TX 1997,TEXAS,GREGG,Gregg,Hardwood,"2,173",185,"2,358",411,609,"1,020",605,125,730,"3,188",920,"4,108",43,0.78,0.45,0.80,18866,35155,20179,14976,28124,7031,TEXAS_GREGG
TX 1997,TEXAS,GRIMES,Grimes,Hardwood,322,27,349,61,90,151,89,19,108,472,136,608,43,0.78,0.45,0.80,18866,5203,2987,2216,4162,1041,TEXAS_GRIMES
TX 1997,TEXAS,HARDIN,Hardin,Hardwood,"7,355",707,"8,062","1,404","2,083","3,487","2,069",429,"2,498","10,828","3,219","14,047",43,0.78,0.45,0.80,18866,120210,68992,51218,96168,24042,TEXAS_HARDIN
TX 1997,TEXAS,HARRIS,Harris,Hardwood,2,0,2,0,1,1,1,0,1,3,1,4,43,0.78,0.45,0.80,18866,34,17,17,27,7,TEXAS_HARRIS
TX 1997,TEXAS,HARRISON,Harrison,Hardwood,"7,137",732,"7,869","1,371","2,033","3,404","2,019",419,"2,438","10,526","3,185","13,711",43,0.78,0.45,0.80,18866,117335,67341,49994,93868,23467,TEXAS_HARRISON
TX 1997,TEXAS,HENDERSON,Henderson,Hardwood,518,41,559,97,145,242,143,30,173,759,215,974,43,0.78,0.45,0.80,18866,8335,4784,3551,6668,1667,TEXAS_HENDERSON
TX 1997,TEXAS,HOUSTON,Houston,Hardwood,"4,072",379,"4,451",775,"1,150","1,925","1,142",237,"1,379","5,989","1,766","7,755",43,0.78,0.45,0.80,18866,66365,38090,28275,53092,13273,TEXAS_HOUSTON
TX 1997,TEXAS,JASPER,Jasper,Hardwood,"2,369",215,"2,584",450,668,"1,118",663,138,801,"3,483","1,020","4,503",43,0.78,0.45,0.80,18866,38535,22113,16422,30828,7707,TEXAS_JASPER
TX 1997,TEXAS,JEFFERSON,Jefferson,Hardwood,"1,114",91,"1,205",210,312,522,310,64,374,"1,633",468,"2,101",43,0.78,0.45,0.80,18866,17980,10312,7668,14384,3596,TEXAS_JEFFERSON
TX 1997,TEXAS,LEON,Leon,Hardwood,178,20,198,35,51,86,51,10,61,263,82,345,43,0.78,0.45,0.80,18866,2952,1694,1258,2362,590,TEXAS_LEON
TX 1997,TEXAS,LIBERTY,Liberty,Hardwood,"10,448",845,"11,293","1,966","2,918","4,884","2,898",601,"3,499","15,312","4,364","19,676",43,0.78,0.45,0.80,18866,168382,96642,71739,134706,33676,TEXAS_LIBERTY
TX 1997,TEXAS,MADISON,Madison,Hardwood,117,9,126,22,32,54,32,7,39,171,48,219,43,0.78,0.45,0.80,18866,1874,1078,796,1499,375,TEXAS_MADISON
TX 1997,TEXAS,MARION,Marion,Hardwood,"4,838",464,"5,302",923,"1,370","2,293","1,361",282,"1,643","7,122","2,116","9,238",43,0.78,0.45,0.80,18866,79056,45373,33683,63245,15811,TEXAS_MARION
TX 1997,TEXAS,MONTGOMERY,Montgomery,Hardwood,"3,244",311,"3,555",619,918,"1,537",912,189,"1,101","4,775","1,418","6,193",43,0.78,0.45,0.80,18866,52998,30423,22575,42398,10600,TEXAS_MONTGOMERY
TX 1997,TEXAS,MORRIS,Morris,Hardwood,901,99,"1,000",174,258,432,257,53,310,"1,332",410,"1,742",43,0.78,0.45,0.80,18866,14908,8558,6350,11926,2982,TEXAS_MORRIS
TX 1997,TEXAS,NACOGDOCHES,Nacogdoches,Hardwood,"3,479",283,"3,762",655,972,"1,627",965,200,"1,165","5,099","1,455","6,554",43,0.78,0.45,0.80,18866,56087,32194,23893,44870,11217,TEXAS_NACOGDOCHES
TX 1997,TEXAS,NEWTON,Newton,Hardwood,"4,194",323,"4,517",786,"1,167","1,953","1,159",240,"1,399","6,139","1,730","7,869",43,0.78,0.45,0.80,18866,67341,38655,28686,53873,13468,TEXAS_NEWTON
TX 1997,TEXAS,ORANGE,Orange,Hardwood,"3,562",356,"3,918",682,"1,012","1,694","1,005",209,"1,214","5,250","1,576","6,826",43,0.78,0.45,0.80,18866,58415,33529,24886,46732,11683,TEXAS_ORANGE
TX 1997,TEXAS,PANOLA,Panola,Hardwood,"6,214",572,"6,786","1,182","1,753","2,935","1,742",361,"2,103","9,137","2,687","11,824",43,0.78,0.45,0.80,18866,101187,58073,43114,80949,20237,TEXAS_PANOLA
TX 1997,TEXAS,POLK,Polk,Hardwood,"4,132",357,"4,489",782,"1,159","1,941","1,152",239,"1,391","6,065","1,756","7,821",43,0.78,0.45,0.80,18866,66930,38416,28514,53544,13386,TEXAS_POLK
TX 1997,TEXAS,RED RIVER,Red River,Hardwood,"1,961",207,"2,168",378,560,938,557,115,672,"2,895",883,"3,778",43,0.78,0.45,0.80,18866,32331,18553,13778,25865,6466,TEXAS_RED RIVER
TX 1997,TEXAS,RUSK,Rusk,Hardwood,"6,736",535,"7,271","1,266","1,879","3,145","1,866",387,"2,253","9,868","2,801","12,669",43,0.78,0.45,0.80,18866,108418,62223,46195,86734,21684,TEXAS_RUSK
TX 1997,TEXAS,SABINE,Sabine,Hardwood,"1,798",168,"1,966",342,508,850,504,105,609,"2,644",781,"3,425",43,0.78,0.45,0.80,18866,29310,16824,12486,23448,5862,TEXAS_SABINE
TX 1997,TEXAS,SAN AUGUSTINE,San Augustine,Hardwood,"2,700",243,"2,943",513,760,"1,273",755,157,912,"3,968","1,160","5,128",43,0.78,0.45,0.80,18866,43884,25185,18699,35107,8777,TEXAS_SAN AUGUSTINE
TX 1997,TEXAS,SAN JACINTO,San Jacinto,Hardwood,"2,174",231,"2,405",419,621,"1,040",617,128,745,"3,210",980,"4,190",43,0.78,0.45,0.80,18866,35857,20581,15276,28686,7171,TEXAS_SAN JACINTO
TX 1997,TEXAS,SHELBY,Shelby,Hardwood,"6,614",626,"7,240","1,261","1,871","3,132","1,858",385,"2,243","9,733","2,882","12,615",43,0.78,0.45,0.80,18866,107956,61958,45998,86365,21591,TEXAS_SHELBY
TX 1997,TEXAS,SMITH,Smith,Hardwood,"2,657",225,"2,882",502,745,"1,247",740,153,893,"3,899","1,123","5,022",43,0.78,0.45,0.80,18866,42977,24663,18314,34382,8595,TEXAS_SMITH
TX 1997,TEXAS,TITUS,Titus,Hardwood,"2,340",250,"2,590",451,669,"1,120",665,138,803,"3,456","1,057","4,513",43,0.78,0.45,0.80,18866,38621,22165,16457,30897,7724,TEXAS_TITUS
TX 1997,TEXAS,TRINITY,Trinity,Hardwood,"1,016",103,"1,119",195,289,484,287,60,347,"1,498",452,"1,950",43,0.78,0.45,0.80,18866,16688,9576,7111,13350,3338,TEXAS_TRINITY
TX 1997,TEXAS,TYLER,Tyler,Hardwood,"4,219",388,"4,607",802,"1,191","1,993","1,183",245,"1,428","6,204","1,824","8,028",43,0.78,0.45,0.80,18866,68701,39425,29276,54961,13740,TEXAS_TYLER
TX 1997,TEXAS,UPSHUR,Upshur,Hardwood,"5,879",578,"6,457","1,125","1,668","2,793","1,657",344,"2,001","8,661","2,590","11,251",43,0.78,0.45,0.80,18866,96283,55257,41026,77026,19257,TEXAS_UPSHUR
TX 1997,TEXAS,VAN ZANDT,Van Zandt,Hardwood,145,11,156,27,41,68,41,8,49,212,61,273,43,0.78,0.45,0.80,18866,2336,1335,1001,1869,467,TEXAS_VAN ZANDT
