State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_rowing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
PA 1997,PENNSYLVANIA,YORK,York,Hardwood,"2,087",536,"2,622",315,"1,207","1,521",0,3,3,"2,401","1,745","4,147",43,0.78,0.45,0.80,18866,35489,22438,13051,28391,7098,PENNSYLVANIA_YORK
RI 1997,RHODE ISLAND,KENT,Kent,Hardwood,265,"1,702","1,967",19,64,83,0,2,2,284,"1,767","2,051",43,0.78,0.45,0.80,18866,17552,16833,719,14042,3510,RHODE ISLAND_KENT
RI 1997,RHODE ISLAND,PROVIDENCE,Providence,Hardwood,356,"2,286","2,642",26,86,112,0,0,0,382,"2,372","2,754",43,0.78,0.45,0.80,18866,23568,22610,958,18854,4714,RHODE ISLAND_PROVIDENCE
RI 1997,RHODE ISLAND,WASHINGTON,Washington,Hardwood,455,"2,925","3,381",33,110,143,0,1,1,488,"3,037","3,525",43,0.78,0.45,0.80,18866,30166,28934,1232,24133,6033,RHODE ISLAND_WASHINGTON
SC 1997,SOUTH CAROLINA,ABBEVILLE,Abbeville,Hardwood,"3,614",601,"4,215",641,528,"1,169",741,566,"1,307","4,996","1,695","6,691",43,0.78,0.45,0.80,18866,57260,36071,21189,45808,11452,SOUTH CAROLINA_ABBEVILLE
SC 1997,SOUTH CAROLINA,AIKEN,Aiken,Hardwood,"3,957",636,"4,593",699,575,"1,274",807,617,"1,424","5,462","1,829","7,291",43,0.78,0.45,0.80,18866,62394,39306,23089,49916,12479,SOUTH CAROLINA_AIKEN
SC 1997,SOUTH CAROLINA,ALLENDALE,Allendale,Hardwood,"2,977",443,"3,420",520,428,948,601,460,"1,061","4,099","1,330","5,429",43,0.78,0.45,0.80,18866,46460,29267,17192,37168,9292,SOUTH CAROLINA_ALLENDALE
SC 1997,SOUTH CAROLINA,ANDERSON,Anderson,Hardwood,"2,875",454,"3,329",506,417,923,585,447,"1,032","3,966","1,318","5,284",43,0.78,0.45,0.80,18866,45219,28489,16730,36175,9044,SOUTH CAROLINA_ANDERSON
SC 1997,SOUTH CAROLINA,BAMBERG,Bamberg,Hardwood,"2,117",323,"2,440",371,306,677,429,328,757,"2,917",957,"3,874",43,0.78,0.45,0.80,18866,33153,20881,12272,26522,6631,SOUTH CAROLINA_BAMBERG
SC 1997,SOUTH CAROLINA,BARNWELL,Barnwell,Hardwood,"5,566",876,"6,442",980,806,"1,786","1,132",866,"1,998","7,678","2,548","10,226",43,0.78,0.45,0.80,18866,87511,55129,32382,70009,17502,SOUTH CAROLINA_BARNWELL
SC 1997,SOUTH CAROLINA,BEAUFORT,Beaufort,Hardwood,789,135,924,140,116,256,163,124,287,"1,092",375,"1,467",43,0.78,0.45,0.80,18866,12554,7907,4647,10043,2511,SOUTH CAROLINA_BEAUFORT
SC 1997,SOUTH CAROLINA,BERKELEY,Berkeley,Hardwood,575,94,669,101,84,185,117,90,207,794,267,"1,061",43,0.78,0.45,0.80,18866,9080,5725,3355,7264,1816,SOUTH CAROLINA_BERKELEY
SC 1997,SOUTH CAROLINA,CALHOUN,Calhoun,Hardwood,"1,451",232,"1,683",256,211,467,296,226,522,"2,003",669,"2,672",43,0.78,0.45,0.80,18866,22866,14403,8464,18293,4573,SOUTH CAROLINA_CALHOUN
SC 1997,SOUTH CAROLINA,CHARLESTON,Charleston,Hardwood,734,123,857,131,107,238,151,115,266,"1,016",345,"1,361",43,0.78,0.45,0.80,18866,11647,7334,4313,9318,2329,SOUTH CAROLINA_CHARLESTON
SC 1997,SOUTH CAROLINA,CHEROKEE,Cherokee,Hardwood,"1,809",279,"2,088",318,261,579,367,281,648,"2,494",821,"3,315",43,0.78,0.45,0.80,18866,28369,17869,10500,22695,5674,SOUTH CAROLINA_CHEROKEE
SC 1997,SOUTH CAROLINA,CHESTER,Chester,Hardwood,"4,030",653,"4,683",713,586,"1,299",823,629,"1,452","5,565","1,869","7,434",43,0.78,0.45,0.80,18866,63618,40076,23542,50895,12724,SOUTH CAROLINA_CHESTER
SC 1997,SOUTH CAROLINA,CHESTERFIELD,Chesterfield,Hardwood,"7,616","1,271","8,887","1,352","1,112","2,464","1,562","1,194","2,756","10,530","3,577","14,107",43,0.78,0.45,0.80,18866,120724,76053,44671,96579,24145,SOUTH CAROLINA_CHESTERFIELD
SC 1997,SOUTH CAROLINA,CLARENDON,Clarendon,Hardwood,"1,093",166,"1,259",191,158,349,221,169,390,"1,505",493,"1,998",43,0.78,0.45,0.80,18866,17098,10774,6324,13679,3420,SOUTH CAROLINA_CLARENDON
SC 1997,SOUTH CAROLINA,COLLETON,Colleton,Hardwood,"3,772",579,"4,351",662,545,"1,207",764,585,"1,349","5,199","1,708","6,907",43,0.78,0.45,0.80,18866,59108,37235,21874,47287,11822,SOUTH CAROLINA_COLLETON
SC 1997,SOUTH CAROLINA,DARLINGTON,Darlington,Hardwood,"6,669","1,037","7,706","1,172",965,"2,137","1,354","1,036","2,390","9,196","3,037","12,233",43,0.78,0.45,0.80,18866,104687,65946,38741,83749,20937,SOUTH CAROLINA_DARLINGTON
SC 1997,SOUTH CAROLINA,DILLON,Dillon,Hardwood,"3,724",625,"4,349",662,544,"1,206",764,585,"1,349","5,150","1,754","6,904",43,0.78,0.45,0.80,18866,59083,37218,21865,47266,11817,SOUTH CAROLINA_DILLON
SC 1997,SOUTH CAROLINA,DORCHESTER,Dorchester,Hardwood,"2,158",347,"2,505",381,314,695,440,337,777,"2,979",998,"3,977",43,0.78,0.45,0.80,18866,34034,21437,12597,27227,6807,SOUTH CAROLINA_DORCHESTER
SC 1997,SOUTH CAROLINA,EDGEFIELD,Edgefield,Hardwood,"4,968",853,"5,821",885,729,"1,614","1,023",782,"1,805","6,876","2,364","9,240",43,0.78,0.45,0.80,18866,79073,49815,29259,63259,15815,SOUTH CAROLINA_EDGEFIELD
SC 1997,SOUTH CAROLINA,FAIRFIELD,Fairfield,Hardwood,"4,310",725,"5,035",766,630,"1,396",885,676,"1,561","5,960","2,032","7,992",43,0.78,0.45,0.80,18866,68393,43088,25305,54715,13679,SOUTH CAROLINA_FAIRFIELD
SC 1997,SOUTH CAROLINA,FLORENCE,Florence,Hardwood,"4,944",793,"5,737",873,718,"1,591","1,008",771,"1,779","6,825","2,282","9,107",43,0.78,0.45,0.80,18866,77935,49096,28840,62348,15587,SOUTH CAROLINA_FLORENCE
SC 1997,SOUTH CAROLINA,GEORGETOWN,Georgetown,Hardwood,"3,649",623,"4,272",650,535,"1,185",751,574,"1,325","5,050","1,732","6,782",43,0.78,0.45,0.80,18866,58039,36559,21480,46431,11608,SOUTH CAROLINA_GEORGETOWN
SC 1997,SOUTH CAROLINA,GREENVILLE,Greenville,Hardwood,"3,865",611,"4,476",681,560,"1,241",787,601,"1,388","5,332","1,773","7,105",43,0.78,0.45,0.80,18866,60803,38304,22498,48642,12161,SOUTH CAROLINA_GREENVILLE
SC 1997,SOUTH CAROLINA,GREENWOOD,Greenwood,Hardwood,"5,418",909,"6,327",962,792,"1,754","1,112",850,"1,962","7,492","2,551","10,043",43,0.78,0.45,0.80,18866,85945,54145,31801,68756,17189,SOUTH CAROLINA_GREENWOOD
SC 1997,SOUTH CAROLINA,HAMPTON,Hampton,Hardwood,"5,032",813,"5,845",889,732,"1,621","1,027",786,"1,813","6,949","2,330","9,279",43,0.78,0.45,0.80,18866,79407,50020,29387,63526,15881,SOUTH CAROLINA_HAMPTON
SC 1997,SOUTH CAROLINA,HORRY,Horry,Hardwood,"7,268","1,221","8,489","1,291","1,063","2,354","1,491","1,141","2,632","10,051","3,424","13,475",43,0.78,0.45,0.80,18866,115315,72647,42669,92252,23063,SOUTH CAROLINA_HORRY
SC 1997,SOUTH CAROLINA,JASPER,Jasper,Hardwood,"2,181",351,"2,532",385,317,702,445,340,785,"3,011","1,008","4,019",43,0.78,0.45,0.80,18866,34394,21668,12725,27515,6879,SOUTH CAROLINA_JASPER
SC 1997,SOUTH CAROLINA,KERSHAW,Kershaw,Hardwood,"3,494",556,"4,050",616,507,"1,123",712,544,"1,256","4,822","1,607","6,429",43,0.78,0.45,0.80,18866,55018,34659,20359,44014,11004,SOUTH CAROLINA_KERSHAW
SC 1997,SOUTH CAROLINA,LANCASTER,Lancaster,Hardwood,"2,401",395,"2,796",425,350,775,491,376,867,"3,317","1,121","4,438",43,0.78,0.45,0.80,18866,37979,23927,14052,30383,7596,SOUTH CAROLINA_LANCASTER
SC 1997,SOUTH CAROLINA,LAURENS,Laurens,Hardwood,"3,657",578,"4,235",644,530,"1,174",744,569,"1,313","5,045","1,677","6,722",43,0.78,0.45,0.80,18866,57525,36242,21283,46020,11505,SOUTH CAROLINA_LAURENS
SC 1997,SOUTH CAROLINA,LEE,Lee,Hardwood,511,88,599,91,75,166,105,81,186,708,243,951,43,0.78,0.45,0.80,18866,8138,5126,3012,6511,1628,SOUTH CAROLINA_LEE
SC 1997,SOUTH CAROLINA,LEXINGTON,Lexington,Hardwood,"3,182",541,"3,723",566,466,"1,032",654,500,"1,154","4,402","1,507","5,909",43,0.78,0.45,0.80,18866,50568,31860,18707,40454,10114,SOUTH CAROLINA_LEXINGTON
SC 1997,SOUTH CAROLINA,MARION,Marion,Hardwood,"3,273",534,"3,807",579,477,"1,056",669,512,"1,181","4,522","1,522","6,044",43,0.78,0.45,0.80,18866,51723,32579,19144,41378,10345,SOUTH CAROLINA_MARION
SC 1997,SOUTH CAROLINA,MARLBORO,Marlboro,Hardwood,"2,697",428,"3,125",475,391,866,549,420,969,"3,722","1,238","4,960",43,0.78,0.45,0.80,18866,42446,26743,15703,33957,8489,SOUTH CAROLINA_MARLBORO
SC 1997,SOUTH CAROLINA,MCCORMICK,McCormick,Hardwood,"3,420",581,"4,001",608,501,"1,109",703,538,"1,241","4,732","1,619","6,351",43,0.78,0.45,0.80,18866,54350,34239,20111,43480,10870,SOUTH CAROLINA_MCCORMICK
SC 1997,SOUTH CAROLINA,NEWBERRY,Newberry,Hardwood,"11,330","1,919","13,249","2,015","1,659","3,674","2,328","1,781","4,109","15,674","5,358","21,032",43,0.78,0.45,0.80,18866,179986,113381,66605,143989,35997,SOUTH CAROLINA_NEWBERRY
SC 1997,SOUTH CAROLINA,OCONEE,Oconee,Hardwood,"3,162",508,"3,670",558,460,"1,018",645,493,"1,138","4,365","1,461","5,826",43,0.78,0.45,0.80,18866,49857,31407,18450,39886,9971,SOUTH CAROLINA_OCONEE
SC 1997,SOUTH CAROLINA,ORANGEBURG,Orangeburg,Hardwood,"8,481","1,367","9,848","1,498","1,233","2,731","1,731","1,323","3,054","11,710","3,923","15,633",43,0.78,0.45,0.80,18866,133783,84277,49506,107026,26757,SOUTH CAROLINA_ORANGEBURG
SC 1997,SOUTH CAROLINA,PICKENS,Pickens,Hardwood,"3,923",624,"4,547",692,569,"1,261",799,611,"1,410","5,413","1,805","7,218",43,0.78,0.45,0.80,18866,61770,38912,22858,49416,12354,SOUTH CAROLINA_PICKENS
SC 1997,SOUTH CAROLINA,RICHLAND,Richland,Hardwood,"2,847",466,"3,313",504,415,919,582,445,"1,027","3,933","1,326","5,259",43,0.78,0.45,0.80,18866,45005,28352,16653,36004,9001,SOUTH CAROLINA_RICHLAND
SC 1997,SOUTH CAROLINA,SALUDA,Saluda,Hardwood,999,169,"1,168",178,146,324,205,157,362,"1,382",472,"1,854",43,0.78,0.45,0.80,18866,15866,9995,5871,12693,3173,SOUTH CAROLINA_SALUDA
SC 1997,SOUTH CAROLINA,SPARTANBURG,Spartanburg,Hardwood,"2,368",373,"2,741",417,343,760,482,368,850,"3,267","1,084","4,351",43,0.78,0.45,0.80,18866,37235,23457,13778,29788,7447,SOUTH CAROLINA_SPARTANBURG
SC 1997,SOUTH CAROLINA,SUMTER,Sumter,Hardwood,"1,462",248,"1,710",260,214,474,300,230,530,"2,022",692,"2,714",43,0.78,0.45,0.80,18866,23226,14634,8592,18581,4645,SOUTH CAROLINA_SUMTER
SC 1997,SOUTH CAROLINA,UNION,Union,Hardwood,"5,694",954,"6,648","1,011",832,"1,843","1,168",894,"2,062","7,873","2,680","10,553",43,0.78,0.45,0.80,18866,90310,56892,33418,72248,18062,SOUTH CAROLINA_UNION
SC 1997,SOUTH CAROLINA,WILLIAMSBURG,Williamsburg,Hardwood,"2,080",338,"2,418",368,303,671,425,325,750,"2,873",966,"3,839",43,0.78,0.45,0.80,18866,32853,20693,12161,26283,6571,SOUTH CAROLINA_WILLIAMSBURG
SC 1997,SOUTH CAROLINA,YORK,York,Hardwood,"2,935",441,"3,376",513,423,936,593,454,"1,047","4,042","1,317","5,359",43,0.78,0.45,0.80,18866,45861,28891,16970,36689,9172,SOUTH CAROLINA_YORK
SD 1997,SOUTH DAKOTA,BEADLE,Beadle,Hardwood,0,238,238,0,0,0,0,0,0,0,238,238,43,0.78,0.45,0.80,18866,2037,2037,0,1629,407,SOUTH DAKOTA_BEADLE
SD 1997,SOUTH DAKOTA,BENNETT,Bennett,Hardwood,2,40,42,0,1,1,0,0,0,2,41,43,43,0.78,0.45,0.80,18866,368,359,9,294,74,SOUTH DAKOTA_BENNETT
SD 1997,SOUTH DAKOTA,BON HOMME,Bon Homme,Hardwood,0,126,126,0,0,0,0,0,0,0,126,126,43,0.78,0.45,0.80,18866,1078,1078,0,863,216,SOUTH DAKOTA_BON HOMME
SD 1997,SOUTH DAKOTA,BROOKINGS,Brookings,Hardwood,1,111,112,0,0,1,0,0,0,1,112,113,43,0.78,0.45,0.80,18866,967,958,9,774,193,SOUTH DAKOTA_BROOKINGS
SD 1997,SOUTH DAKOTA,BROWN,Brown,Hardwood,0,87,87,0,0,0,0,0,0,0,87,87,43,0.78,0.45,0.80,18866,745,745,0,596,149,SOUTH DAKOTA_BROWN
SD 1997,SOUTH DAKOTA,BRULE,Brule,Hardwood,0,6,6,0,0,0,0,0,0,0,6,6,43,0.78,0.45,0.80,18866,51,51,0,41,10,SOUTH DAKOTA_BRULE
SD 1997,SOUTH DAKOTA,BUFFALO,Buffalo,Hardwood,0,67,67,0,0,0,7,157,164,7,224,231,43,0.78,0.45,0.80,18866,1977,573,1403,1581,395,SOUTH DAKOTA_BUFFALO
SD 1997,SOUTH DAKOTA,BUTTE,Butte,Hardwood,0,68,68,0,0,0,0,0,0,0,68,68,43,0.78,0.45,0.80,18866,582,582,0,466,116,SOUTH DAKOTA_BUTTE
SD 1997,SOUTH DAKOTA,CHARLES MIX,Charles Mix,Hardwood,0,108,108,0,0,0,111,131,243,111,240,351,43,0.78,0.45,0.80,18866,3004,924,2080,2403,601,SOUTH DAKOTA_CHARLES MIX
SD 1997,SOUTH DAKOTA,CLARK,Clark,Hardwood,0,73,73,0,0,0,0,0,0,0,73,73,43,0.78,0.45,0.80,18866,625,625,0,500,125,SOUTH DAKOTA_CLARK
SD 1997,SOUTH DAKOTA,CLAY,Clay,Hardwood,67,83,150,13,25,39,0,0,0,81,108,189,43,0.78,0.45,0.80,18866,1617,1284,334,1294,323,SOUTH DAKOTA_CLAY
SD 1997,SOUTH DAKOTA,CODINGTON,Codington,Hardwood,0,71,71,0,0,0,0,0,0,0,71,71,43,0.78,0.45,0.80,18866,608,608,0,486,122,SOUTH DAKOTA_CODINGTON
SD 1997,SOUTH DAKOTA,CUSTER,Custer,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,SOUTH DAKOTA_CUSTER
SD 1997,SOUTH DAKOTA,DAVISON,Davison,Hardwood,0,48,48,0,0,0,0,0,0,0,48,48,43,0.78,0.45,0.80,18866,411,411,0,329,82,SOUTH DAKOTA_DAVISON
SD 1997,SOUTH DAKOTA,DAY,Day,Hardwood,5,65,70,0,0,0,0,0,0,5,65,71,43,0.78,0.45,0.80,18866,608,599,9,486,122,SOUTH DAKOTA_DAY
SD 1997,SOUTH DAKOTA,DEUEL,Deuel,Hardwood,1,67,68,0,0,1,0,0,0,1,67,68,43,0.78,0.45,0.80,18866,582,582,0,466,116,SOUTH DAKOTA_DEUEL
SD 1997,SOUTH DAKOTA,DEWEY,Dewey,Hardwood,0,150,150,0,0,0,0,0,0,0,150,150,43,0.78,0.45,0.80,18866,1284,1284,0,1027,257,SOUTH DAKOTA_DEWEY
SD 1997,SOUTH DAKOTA,DOUGLAS,Douglas,Hardwood,0,28,28,0,0,0,0,0,0,0,28,28,43,0.78,0.45,0.80,18866,240,240,0,192,48,SOUTH DAKOTA_DOUGLAS
SD 1997,SOUTH DAKOTA,EDMUNDS,Edmunds,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,SOUTH DAKOTA_EDMUNDS
SD 1997,SOUTH DAKOTA,FALL RIVER,Fall River,Hardwood,0,92,92,0,0,0,0,362,362,0,454,454,43,0.78,0.45,0.80,18866,3885,787,3098,3108,777,SOUTH DAKOTA_FALL RIVER
SD 1997,SOUTH DAKOTA,GRANT,Grant,Hardwood,0,260,260,0,0,0,0,0,0,0,260,260,43,0.78,0.45,0.80,18866,2225,2225,0,1780,445,SOUTH DAKOTA_GRANT
SD 1997,SOUTH DAKOTA,GREGORY,Gregory,Hardwood,0,46,46,0,0,0,41,168,208,41,213,254,43,0.78,0.45,0.80,18866,2174,394,1780,1739,435,SOUTH DAKOTA_GREGORY
SD 1997,SOUTH DAKOTA,HAAKON,Haakon,Hardwood,0,0,0,0,0,0,0,71,71,0,71,71,43,0.78,0.45,0.80,18866,608,0,608,486,122,SOUTH DAKOTA_HAAKON
SD 1997,SOUTH DAKOTA,HAMLIN,Hamlin,Hardwood,0,94,94,0,0,0,0,0,0,0,94,94,43,0.78,0.45,0.80,18866,804,804,0,644,161,SOUTH DAKOTA_HAMLIN
SD 1997,SOUTH DAKOTA,HAND,Hand,Hardwood,0,96,96,0,0,0,24,65,89,24,161,185,43,0.78,0.45,0.80,18866,1583,822,762,1267,317,SOUTH DAKOTA_HAND
SD 1997,SOUTH DAKOTA,HANSON,Hanson,Hardwood,4,23,27,1,2,2,0,0,0,5,24,29,43,0.78,0.45,0.80,18866,248,231,17,199,50,SOUTH DAKOTA_HANSON
SD 1997,SOUTH DAKOTA,HUGHES,Hughes,Hardwood,0,48,48,0,0,0,0,0,0,0,48,48,43,0.78,0.45,0.80,18866,411,411,0,329,82,SOUTH DAKOTA_HUGHES
SD 1997,SOUTH DAKOTA,HUTCHINSON,Hutchinson,Hardwood,4,9,14,1,2,2,0,5,5,5,16,21,43,0.78,0.45,0.80,18866,180,120,60,144,36,SOUTH DAKOTA_HUTCHINSON
SD 1997,SOUTH DAKOTA,HYDE,Hyde,Hardwood,0,48,48,0,0,0,0,0,0,0,48,48,43,0.78,0.45,0.80,18866,411,411,0,329,82,SOUTH DAKOTA_HYDE
SD 1997,SOUTH DAKOTA,JACKSON,Jackson,Hardwood,0,129,129,0,0,0,34,62,96,34,192,226,43,0.78,0.45,0.80,18866,1934,1104,830,1547,387,SOUTH DAKOTA_JACKSON
SD 1997,SOUTH DAKOTA,JERAULD,Jerauld,Hardwood,0,67,67,0,0,0,0,0,0,0,67,67,43,0.78,0.45,0.80,18866,573,573,0,459,115,SOUTH DAKOTA_JERAULD
SD 1997,SOUTH DAKOTA,JONES,Jones,Hardwood,0,0,0,0,0,0,132,268,399,132,268,399,43,0.78,0.45,0.80,18866,3415,0,3415,2732,683,SOUTH DAKOTA_JONES
SD 1997,SOUTH DAKOTA,KINGSBURY,Kingsbury,Hardwood,0,39,39,0,0,0,0,0,0,0,39,39,43,0.78,0.45,0.80,18866,334,334,0,267,67,SOUTH DAKOTA_KINGSBURY
SD 1997,SOUTH DAKOTA,LAKE,Lake,Hardwood,0,23,23,0,0,0,0,3,3,0,25,25,43,0.78,0.45,0.80,18866,214,197,17,171,43,SOUTH DAKOTA_LAKE
SD 1997,SOUTH DAKOTA,LAWRENCE,Lawrence,Hardwood,7,145,152,0,0,0,70,417,487,78,562,640,43,0.78,0.45,0.80,18866,5477,1301,4176,4382,1095,SOUTH DAKOTA_LAWRENCE
SD 1997,SOUTH DAKOTA,LINCOLN,Lincoln,Hardwood,14,70,84,1,2,3,0,0,0,15,72,87,43,0.78,0.45,0.80,18866,745,719,26,596,149,SOUTH DAKOTA_LINCOLN
SD 1997,SOUTH DAKOTA,LYMAN,Lyman,Hardwood,0,84,84,0,0,0,0,0,0,0,84,84,43,0.78,0.45,0.80,18866,719,719,0,575,144,SOUTH DAKOTA_LYMAN
SD 1997,SOUTH DAKOTA,MCCOOK,McCook,Hardwood,0,56,56,0,0,0,0,0,0,0,56,56,43,0.78,0.45,0.80,18866,479,479,0,383,96,SOUTH DAKOTA_MCCOOK
SD 1997,SOUTH DAKOTA,MCPHERSON,McPherson,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,SOUTH DAKOTA_MCPHERSON
SD 1997,SOUTH DAKOTA,MEADE,Meade,Hardwood,4,145,149,0,0,0,0,0,0,4,145,149,43,0.78,0.45,0.80,18866,1275,1275,0,1020,255,SOUTH DAKOTA_MEADE
SD 1997,SOUTH DAKOTA,MELLETTE,Mellette,Hardwood,4,0,4,1,1,2,0,0,0,4,1,5,43,0.78,0.45,0.80,18866,43,34,9,34,9,SOUTH DAKOTA_MELLETTE
SD 1997,SOUTH DAKOTA,MINNEHAHA,Minnehaha,Hardwood,8,235,243,1,2,3,0,0,0,9,237,246,43,0.78,0.45,0.80,18866,2105,2080,26,1684,421,SOUTH DAKOTA_MINNEHAHA
SD 1997,SOUTH DAKOTA,MOODY,Moody,Hardwood,0,126,126,0,0,0,0,0,0,0,126,126,43,0.78,0.45,0.80,18866,1078,1078,0,863,216,SOUTH DAKOTA_MOODY
SD 1997,SOUTH DAKOTA,PENNINGTON,Pennington,Hardwood,1,267,268,0,0,0,0,0,0,1,267,268,43,0.78,0.45,0.80,18866,2293,2293,0,1835,459,SOUTH DAKOTA_PENNINGTON
SD 1997,SOUTH DAKOTA,POTTER,Potter,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.80,18866,86,86,0,68,17,SOUTH DAKOTA_POTTER
SD 1997,SOUTH DAKOTA,ROBERTS,Roberts,Hardwood,0,47,47,0,0,0,2,216,218,2,263,265,43,0.78,0.45,0.80,18866,2268,402,1866,1814,454,SOUTH DAKOTA_ROBERTS
SD 1997,SOUTH DAKOTA,SANBORN,Sanborn,Hardwood,1,5,6,0,0,0,0,0,0,1,5,6,43,0.78,0.45,0.80,18866,51,51,0,41,10,SOUTH DAKOTA_SANBORN
SD 1997,SOUTH DAKOTA,SHANNON,Shannon,Hardwood,0,76,76,0,0,0,28,84,112,28,159,187,43,0.78,0.45,0.80,18866,1600,650,950,1280,320,SOUTH DAKOTA_SHANNON
SD 1997,SOUTH DAKOTA,SPINK,Spink,Hardwood,0,126,126,0,0,0,0,0,0,0,126,126,43,0.78,0.45,0.80,18866,1078,1078,0,863,216,SOUTH DAKOTA_SPINK
SD 1997,SOUTH DAKOTA,STANLEY,Stanley,Hardwood,0,18,18,0,0,0,0,0,0,0,18,18,43,0.78,0.45,0.80,18866,154,154,0,123,31,SOUTH DAKOTA_STANLEY
SD 1997,SOUTH DAKOTA,TODD,Todd,Hardwood,2,0,2,0,1,1,0,116,116,2,117,119,43,0.78,0.45,0.80,18866,1018,17,1001,815,204,SOUTH DAKOTA_TODD
SD 1997,SOUTH DAKOTA,TRIPP,Tripp,Hardwood,0,0,0,0,0,0,106,88,194,106,88,194,43,0.78,0.45,0.80,18866,1660,0,1660,1328,332,SOUTH DAKOTA_TRIPP
SD 1997,SOUTH DAKOTA,TURNER,Turner,Hardwood,0,4,4,0,0,0,0,0,0,0,4,4,43,0.78,0.45,0.80,18866,34,34,0,27,7,SOUTH DAKOTA_TURNER
SD 1997,SOUTH DAKOTA,UNION,Union,Hardwood,5,0,5,1,2,3,0,0,0,6,2,8,43,0.78,0.45,0.80,18866,68,43,26,55,14,SOUTH DAKOTA_UNION
SD 1997,SOUTH DAKOTA,YANKTON,Yankton,Hardwood,79,45,123,16,29,45,0,0,0,94,74,169,43,0.78,0.45,0.80,18866,1446,1053,394,1157,289,SOUTH DAKOTA_YANKTON
SD 1997,SOUTH DAKOTA,ZIEBACH,Ziebach,Hardwood,0,77,77,0,0,0,0,0,0,0,77,77,43,0.78,0.45,0.80,18866,659,659,0,527,132,SOUTH DAKOTA_ZIEBACH
TN 1997,TENNESSEE,ANDERSON,Anderson,Hardwood,"1,284",311,"1,595",121,115,236,178,78,256,"1,582",505,"2,087",43,0.78,0.45,0.80,18866,17860,13650,4210,14288,3572,TENNESSEE_ANDERSON
TN 1997,TENNESSEE,BEDFORD,Bedford,Hardwood,628,143,771,58,56,114,86,38,124,773,236,"1,009",43,0.78,0.45,0.80,18866,8635,6598,2037,6908,1727,TENNESSEE_BEDFORD
TN 1997,TENNESSEE,BENTON,Benton,Hardwood,"2,612",693,"3,305",251,239,490,369,162,531,"3,231","1,095","4,326",43,0.78,0.45,0.80,18866,37021,28283,8737,29617,7404,TENNESSEE_BENTON
TN 1997,TENNESSEE,BLEDSOE,Bledsoe,Hardwood,"1,526",474,"2,000",152,145,297,223,98,321,"1,901",717,"2,618",43,0.78,0.45,0.80,18866,22404,17115,5289,17923,4481,TENNESSEE_BLEDSOE
TN 1997,TENNESSEE,BLOUNT,Blount,Hardwood,634,164,798,60,58,118,89,39,128,783,261,"1,044",43,0.78,0.45,0.80,18866,8934,6829,2105,7147,1787,TENNESSEE_BLOUNT
TN 1997,TENNESSEE,BRADLEY,Bradley,Hardwood,399,123,522,39,38,77,58,26,84,496,187,683,43,0.78,0.45,0.80,18866,5845,4467,1378,4676,1169,TENNESSEE_BRADLEY
TN 1997,TENNESSEE,CAMPBELL,Campbell,Hardwood,"4,762","1,384","6,146",466,445,911,686,302,988,"5,914","2,131","8,045",43,0.78,0.45,0.80,18866,68847,52596,16251,55078,13769,TENNESSEE_CAMPBELL
TN 1997,TENNESSEE,CANNON,Cannon,Hardwood,772,181,953,72,69,141,106,47,153,951,296,"1,247",43,0.78,0.45,0.80,18866,10671,8156,2516,8537,2134,TENNESSEE_CANNON
TN 1997,TENNESSEE,CARROLL,Carroll,Hardwood,"3,410",833,"4,243",322,307,629,474,208,682,"4,206","1,348","5,554",43,0.78,0.45,0.80,18866,47530,36310,11219,38024,9506,TENNESSEE_CARROLL
TN 1997,TENNESSEE,CARTER,Carter,Hardwood,"2,663",675,"3,338",253,242,495,372,164,536,"3,289","1,080","4,369",43,0.78,0.45,0.80,18866,37389,28566,8823,29911,7478,TENNESSEE_CARTER
TN 1997,TENNESSEE,CHEATHAM,Cheatham,Hardwood,"2,165",487,"2,652",201,192,393,296,130,426,"2,662",809,"3,471",43,0.78,0.45,0.80,18866,29704,22695,7009,23763,5941,TENNESSEE_CHEATHAM
TN 1997,TENNESSEE,CHESTER,Chester,Hardwood,"3,275",937,"4,212",319,305,624,470,207,677,"4,064","1,449","5,513",43,0.78,0.45,0.80,18866,47179,36045,11134,37743,9436,TENNESSEE_CHESTER
TN 1997,TENNESSEE,CLAIBORNE,Claiborne,Hardwood,"1,827",417,"2,244",170,163,333,251,110,361,"2,248",690,"2,938",43,0.78,0.45,0.80,18866,25143,19204,5939,20114,5029,TENNESSEE_CLAIBORNE
