State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
OR 2007,OREGON,CLACKAMAS,Clackamas,Hardwood,"5,186",231,"5,417",322,787,"1,109",0,0,0,"5,508","1,018","6,526",43,0.78,0.45,0.8,18866,55848,46357,9491,44678,11170,OREGON_CLACKAMAS
OR 2007,OREGON,CLATSOP,Clatsop,Hardwood,"7,913",81,"7,994",482,"1,454","1,936",0,0,0,"8,395","1,535","9,930",43,0.78,0.45,0.8,18866,84978,68411,16568,67983,16996,OREGON_CLATSOP
OR 2007,OREGON,COLUMBIA,Columbia,Hardwood,"5,421",189,"5,610",327,934,"1,260",0,0,0,"5,748","1,123","6,871",43,0.78,0.45,0.8,18866,58800,48009,10791,47040,11760,OREGON_COLUMBIA
OR 2007,OREGON,COOS,Coos,Hardwood,"13,742",423,"14,165",854,"5,834","6,688",0,0,0,"14,596","6,257","20,853",43,0.78,0.45,0.8,18866,178454,121220,57234,142763,35691,OREGON_COOS
OR 2007,OREGON,CURRY,Curry,Hardwood,"1,636",26,"1,661",102,"1,217","1,319",0,0,0,"1,737","1,243","2,980",43,0.78,0.45,0.8,18866,25502,14214,11288,20402,5100,OREGON_CURRY
OR 2007,OREGON,DOUGLAS,Douglas,Hardwood,"3,005",632,"3,638",187,798,985,0,0,0,"3,192","1,430","4,622",43,0.78,0.45,0.8,18866,39554,31133,8421,31643,7911,OREGON_DOUGLAS
OR 2007,OREGON,JACKSON,Jackson,Hardwood,2,1,3,0,2,3,0,0,0,3,3,6,43,0.78,0.45,0.8,18866,51,26,26,41,10,OREGON_JACKSON
OR 2007,OREGON,JOSEPHINE,Josephine,Hardwood,0,10,10,0,0,0,0,0,0,0,10,10,43,0.78,0.45,0.8,18866,86,86,0,68,17,OREGON_JOSEPHINE
OR 2007,OREGON,KLAMATH,Klamath,Hardwood,3,107,110,0,3,3,0,0,0,3,110,113,43,0.78,0.45,0.8,18866,967,941,26,774,193,OREGON_KLAMATH
OR 2007,OREGON,LANE,Lane,Hardwood,"5,716",803,"6,519",355,"1,126","1,481",0,0,0,"6,072","1,928","8,000",43,0.78,0.45,0.8,18866,68462,55788,12674,54769,13692,OREGON_LANE
OR 2007,OREGON,LINCOLN,Lincoln,Hardwood,"1,347",19,"1,366",84,293,377,0,0,0,"1,431",312,"1,743",43,0.78,0.45,0.8,18866,14916,11690,3226,11933,2983,OREGON_LINCOLN
OR 2007,OREGON,LINN,Linn,Hardwood,"4,550",294,"4,844",283,"2,659","2,942",0,0,0,"4,833","2,952","7,785",43,0.78,0.45,0.8,18866,66622,41454,25168,53298,13324,OREGON_LINN
OR 2007,OREGON,MARION,Marion,Hardwood,"1,014",10,"1,024",63,505,568,0,0,0,"1,077",516,"1,593",43,0.78,0.45,0.8,18866,13632,8763,4869,10906,2726,OREGON_MARION
OR 2007,OREGON,POLK,Polk,Hardwood,488,10,498,30,180,210,0,0,0,519,190,709,43,0.78,0.45,0.8,18866,6067,4262,1806,4854,1213,OREGON_POLK
OR 2007,OREGON,TILLAMOOK,Tillamook,Hardwood,"2,217",154,"2,371",138,616,754,0,0,0,"2,355",770,"3,125",43,0.78,0.45,0.8,18866,26743,20290,6453,21394,5349,OREGON_TILLAMOOK
OR 2007,OREGON,WASCO,Wasco,Hardwood,741,8,749,46,70,116,0,0,0,787,78,865,43,0.78,0.45,0.8,18866,7402,6410,993,5922,1480,OREGON_WASCO
OR 2007,OREGON,WASHINGTON,Washington,Hardwood,"4,326",44,"4,370",269,"2,209","2,478",0,0,0,"4,595","2,253","6,848",43,0.78,0.45,0.8,18866,58603,37397,21206,46883,11721,OREGON_WASHINGTON
OR 2007,OREGON,YAMHILL,Yamhill,Hardwood,368,210,578,23,329,352,0,0,0,391,539,930,43,0.78,0.45,0.8,18866,7959,4946,3012,6367,1592,OREGON_YAMHILL
PA 2007,PENNSYLVANIA,ADAMS,Adams,Hardwood,"18,707","2,635","21,342",903,"3,091","3,994",0,1,1,"19,610","5,727","25,337",43,0.78,0.45,0.8,18866,216827,182639,34188,173462,43365,PENNSYLVANIA_ADAMS
PA 2007,PENNSYLVANIA,ALLEGHENY,Allegheny,Hardwood,500,84,584,98,329,427,0,0,0,598,413,"1,011",43,0.78,0.45,0.8,18866,8652,4998,3654,6921,1730,PENNSYLVANIA_ALLEGHENY
PA 2007,PENNSYLVANIA,ARMSTRONG,Armstrong,Hardwood,"2,366",430,"2,796",423,"1,528","1,950",0,6,6,"2,788","1,964","4,753",43,0.78,0.45,0.8,18866,40675,23927,16747,32540,8135,PENNSYLVANIA_ARMSTRONG
PA 2007,PENNSYLVANIA,BEAVER,Beaver,Hardwood,100,17,116,20,66,86,0,0,0,119,83,202,43,0.78,0.45,0.8,18866,1729,993,736,1383,346,PENNSYLVANIA_BEAVER
PA 2007,PENNSYLVANIA,BEDFORD,Bedford,Hardwood,"4,235",820,"5,055",699,"2,695","3,394",0,1,1,"4,934","3,516","8,450",43,0.78,0.45,0.8,18866,72313,43259,29053,57850,14463,PENNSYLVANIA_BEDFORD
PA 2007,PENNSYLVANIA,BERKS,Berks,Hardwood,899,154,"1,053",175,594,769,0,1,1,"1,075",749,"1,823",43,0.78,0.45,0.8,18866,15601,9011,6589,12481,3120,PENNSYLVANIA_BERKS
PA 2007,PENNSYLVANIA,BLAIR,Blair,Hardwood,"1,309",265,"1,574",201,819,"1,020",0,4,4,"1,510","1,088","2,598",43,0.78,0.45,0.8,18866,22233,13470,8763,17786,4447,PENNSYLVANIA_BLAIR
PA 2007,PENNSYLVANIA,BRADFORD,Bradford,Hardwood,"3,136",709,"3,844",400,"1,911","2,311",0,2,2,"3,536","2,622","6,158",43,0.78,0.45,0.8,18866,52699,32896,19803,42159,10540,PENNSYLVANIA_BRADFORD
PA 2007,PENNSYLVANIA,BUCKS,Bucks,Hardwood,149,25,174,28,95,123,0,4,4,177,124,301,43,0.78,0.45,0.8,18866,2576,1489,1087,2061,515,PENNSYLVANIA_BUCKS
PA 2007,PENNSYLVANIA,BUTLER,Butler,Hardwood,"1,437",252,"1,689",266,932,"1,199",0,11,11,"1,703","1,195","2,898",43,0.78,0.45,0.8,18866,24800,14454,10346,19840,4960,PENNSYLVANIA_BUTLER
PA 2007,PENNSYLVANIA,CAMBRIA,Cambria,Hardwood,"3,587",685,"4,272",593,"2,268","2,861",0,0,0,"4,180","2,954","7,134",43,0.78,0.45,0.8,18866,61051,36559,24492,48841,12210,PENNSYLVANIA_CAMBRIA
PA 2007,PENNSYLVANIA,CAMERON,Cameron,Hardwood,"1,449",280,"1,728",242,926,"1,168",0,0,0,"1,691","1,206","2,896",43,0.78,0.45,0.8,18866,24783,14788,9995,19827,4957,PENNSYLVANIA_CAMERON
PA 2007,PENNSYLVANIA,CARBON,Carbon,Hardwood,317,75,392,36,190,225,0,2,2,353,267,620,43,0.78,0.45,0.8,18866,5306,3355,1951,4245,1061,PENNSYLVANIA_CARBON
PA 2007,PENNSYLVANIA,CENTRE,Centre,Hardwood,"3,668",746,"4,413",567,"2,310","2,877",0,5,5,"4,235","3,060","7,295",43,0.78,0.45,0.8,18866,62429,37765,24663,49943,12486,PENNSYLVANIA_CENTRE
PA 2007,PENNSYLVANIA,CHESTER,Chester,Hardwood,"1,121",191,"1,311",212,727,940,0,2,2,"1,333",920,"2,253",43,0.78,0.45,0.8,18866,19281,11219,8061,15424,3856,PENNSYLVANIA_CHESTER
PA 2007,PENNSYLVANIA,CLARION,Clarion,Hardwood,"2,515",430,"2,946",485,"1,655","2,140",0,1,1,"3,000","2,087","5,087",43,0.78,0.45,0.8,18866,43533,25211,18322,34827,8707,PENNSYLVANIA_CLARION
PA 2007,PENNSYLVANIA,CLEARFIELD,Clearfield,Hardwood,"7,625","1,634","9,258","1,072","4,712","5,784",0,4,4,"8,697","6,350","15,047",43,0.78,0.45,0.8,18866,128768,79227,49541,103015,25754,PENNSYLVANIA_CLEARFIELD
PA 2007,PENNSYLVANIA,CLINTON,Clinton,Hardwood,"2,619",581,"3,200",347,"1,606","1,953",0,0,0,"2,966","2,187","5,153",43,0.78,0.45,0.8,18866,44098,27385,16713,35278,8820,PENNSYLVANIA_CLINTON
PA 2007,PENNSYLVANIA,COLUMBIA,Columbia,Hardwood,"2,076",409,"2,485",336,"1,319","1,655",0,0,0,"2,412","1,728","4,140",43,0.78,0.45,0.8,18866,35429,21266,14163,28343,7086,PENNSYLVANIA_COLUMBIA
PA 2007,PENNSYLVANIA,CRAWFORD,Crawford,Hardwood,"2,299",395,"2,695",442,"1,513","1,955",0,6,6,"2,741","1,914","4,655",43,0.78,0.45,0.8,18866,39836,23063,16773,31869,7967,PENNSYLVANIA_CRAWFORD
PA 2007,PENNSYLVANIA,CUMBERLAND,Cumberland,Hardwood,988,180,"1,168",175,633,808,0,1,1,"1,164",813,"1,977",43,0.78,0.45,0.8,18866,16919,9995,6923,13535,3384,PENNSYLVANIA_CUMBERLAND
PA 2007,PENNSYLVANIA,DAUPHIN,Dauphin,Hardwood,"1,324",251,"1,575",222,839,"1,062",0,0,0,"1,546","1,091","2,637",43,0.78,0.45,0.8,18866,22567,13478,9088,18053,4513,PENNSYLVANIA_DAUPHIN
PA 2007,PENNSYLVANIA,DELAWARE,Delaware,Hardwood,35,6,41,7,23,30,0,2,2,42,31,73,43,0.78,0.45,0.8,18866,625,351,274,500,125,PENNSYLVANIA_DELAWARE
PA 2007,PENNSYLVANIA,ELK,Elk,Hardwood,"5,986","1,307","7,292","1,346","3,316","4,662",0,0,0,"7,332","4,622","11,954",43,0.78,0.45,0.8,18866,102299,62403,39896,81839,20460,PENNSYLVANIA_ELK
PA 2007,PENNSYLVANIA,ERIE,Erie,Hardwood,771,141,912,138,499,637,0,6,6,908,646,"1,554",43,0.78,0.45,0.8,18866,13299,7805,5494,10639,2660,PENNSYLVANIA_ERIE
PA 2007,PENNSYLVANIA,FAYETTE,Fayette,Hardwood,"2,683",455,"3,138",517,"1,760","2,277",0,5,5,"3,200","2,220","5,421",43,0.78,0.45,0.8,18866,46391,26854,19537,37113,9278,PENNSYLVANIA_FAYETTE
PA 2007,PENNSYLVANIA,FOREST,Forest,Hardwood,"3,176",679,"3,855",492,"2,000","2,492",0,0,0,"3,669","2,679","6,347",43,0.78,0.45,0.8,18866,54316,32990,21326,43453,10863,PENNSYLVANIA_FOREST
PA 2007,PENNSYLVANIA,FRANKLIN,Franklin,Hardwood,"4,793",873,"5,666",813,"2,997","3,809",0,1,1,"5,606","3,870","9,476",43,0.78,0.45,0.8,18866,81093,48488,32605,64874,16219,PENNSYLVANIA_FRANKLIN
PA 2007,PENNSYLVANIA,FULTON,Fulton,Hardwood,"2,862",550,"3,411",480,"1,831","2,311",0,0,0,"3,342","2,380","5,723",43,0.78,0.45,0.8,18866,48976,29190,19785,39181,9795,PENNSYLVANIA_FULTON
PA 2007,PENNSYLVANIA,GREENE,Greene,Hardwood,"1,146",191,"1,337",227,759,986,0,0,0,"1,373",950,"2,323",43,0.78,0.45,0.8,18866,19880,11442,8438,15904,3976,PENNSYLVANIA_GREENE
PA 2007,PENNSYLVANIA,HUNTINGDON,Huntingdon,Hardwood,"5,091",934,"6,025",908,"3,297","4,205",0,0,0,"5,999","4,231","10,230",43,0.78,0.45,0.8,18866,87546,51560,35985,70036,17509,PENNSYLVANIA_HUNTINGDON
PA 2007,PENNSYLVANIA,INDIANA,Indiana,Hardwood,"3,184",567,"3,751",566,"2,027","2,593",0,6,6,"3,750","2,600","6,349",43,0.78,0.45,0.8,18866,54333,32100,22233,43466,10867,PENNSYLVANIA_INDIANA
PA 2007,PENNSYLVANIA,JEFFERSON,Jefferson,Hardwood,"4,290",835,"5,125",706,"2,731","3,438",0,7,7,"4,996","3,574","8,570",43,0.78,0.45,0.8,18866,73340,43858,29481,58672,14668,PENNSYLVANIA_JEFFERSON
PA 2007,PENNSYLVANIA,JUNIATA,Juniata,Hardwood,"3,385",584,"3,969",647,"2,225","2,872",0,0,0,"4,032","2,809","6,841",43,0.78,0.45,0.8,18866,58543,33966,24578,46835,11709,PENNSYLVANIA_JUNIATA
PA 2007,PENNSYLVANIA,LACKAWANNA,Lackawanna,Hardwood,708,141,849,113,449,563,0,7,7,822,596,"1,418",43,0.78,0.45,0.8,18866,12135,7266,4869,9708,2427,PENNSYLVANIA_LACKAWANNA
PA 2007,PENNSYLVANIA,LANCASTER,Lancaster,Hardwood,"1,374",238,"1,612",261,899,"1,161",0,5,5,"1,636","1,142","2,778",43,0.78,0.45,0.8,18866,23773,13795,9978,19019,4755,PENNSYLVANIA_LANCASTER
PA 2007,PENNSYLVANIA,LAWRENCE,Lawrence,Hardwood,"1,104",191,"1,296",209,722,931,0,0,0,"1,314",913,"2,227",43,0.78,0.45,0.8,18866,19058,11091,7967,15246,3812,PENNSYLVANIA_LAWRENCE
PA 2007,PENNSYLVANIA,LEBANON,Lebanon,Hardwood,845,159,"1,005",146,544,691,0,5,5,992,709,"1,700",43,0.78,0.45,0.8,18866,14548,8601,5948,11639,2910,PENNSYLVANIA_LEBANON
PA 2007,PENNSYLVANIA,LEHIGH,Lehigh,Hardwood,186,31,217,37,123,160,0,4,4,223,157,380,43,0.78,0.45,0.8,18866,3252,1857,1395,2602,650,PENNSYLVANIA_LEHIGH
PA 2007,PENNSYLVANIA,LUZERNE,Luzerne,Hardwood,"1,534",325,"1,859",221,954,"1,174",0,4,4,"1,754","1,283","3,037",43,0.78,0.45,0.8,18866,25990,15909,10081,20792,5198,PENNSYLVANIA_LUZERNE
PA 2007,PENNSYLVANIA,LYCOMING,Lycoming,Hardwood,"4,438",806,"5,243",801,"2,882","3,683",0,3,3,"5,239","3,691","8,930",43,0.78,0.45,0.8,18866,76421,44868,31552,61136,15284,PENNSYLVANIA_LYCOMING
PA 2007,PENNSYLVANIA,MCKEAN,McKean,Hardwood,"3,603",819,"4,422",515,"2,235","2,749",0,0,0,"4,117","3,054","7,171",43,0.78,0.45,0.8,18866,61367,37842,23525,49094,12273,PENNSYLVANIA_MCKEAN
PA 2007,PENNSYLVANIA,MERCER,Mercer,Hardwood,"2,464",434,"2,898",461,"1,612","2,072",0,2,2,"2,924","2,048","4,972",43,0.78,0.45,0.8,18866,42549,24800,17749,34039,8510,PENNSYLVANIA_MERCER
PA 2007,PENNSYLVANIA,MIFFLIN,Mifflin,Hardwood,"2,262",413,"2,675",406,"1,467","1,873",0,0,0,"2,668","1,880","4,548",43,0.78,0.45,0.8,18866,38921,22892,16029,31136,7784,PENNSYLVANIA_MIFFLIN
PA 2007,PENNSYLVANIA,MONROE,Monroe,Hardwood,626,143,769,77,377,454,0,10,10,703,530,"1,233",43,0.78,0.45,0.8,18866,10552,6581,3971,8441,2110,PENNSYLVANIA_MONROE
PA 2007,PENNSYLVANIA,MONTGOMERY,Montgomery,Hardwood,278,46,324,54,181,234,0,2,2,331,229,560,43,0.78,0.45,0.8,18866,4792,2773,2020,3834,958,PENNSYLVANIA_MONTGOMERY
PA 2007,PENNSYLVANIA,MONTOUR,Montour,Hardwood,45,8,53,9,30,38,0,0,0,54,38,92,43,0.78,0.45,0.8,18866,787,454,334,630,157,PENNSYLVANIA_MONTOUR
PA 2007,PENNSYLVANIA,NORTHAMPTON,Northampton,Hardwood,63,10,73,12,42,54,0,4,4,75,56,131,43,0.78,0.45,0.8,18866,1121,625,496,897,224,PENNSYLVANIA_NORTHAMPTON
PA 2007,PENNSYLVANIA,NORTHUMBERLAND,Northumberland,Hardwood,780,134,913,149,510,659,0,0,0,929,644,"1,573",43,0.78,0.45,0.8,18866,13461,7813,5648,10769,2692,PENNSYLVANIA_NORTHUMBERLAND
PA 2007,PENNSYLVANIA,PERRY,Perry,Hardwood,"3,161",535,"3,697",614,"2,082","2,696",0,1,1,"3,775","2,618","6,393",43,0.78,0.45,0.8,18866,54710,31638,23072,43768,10942,PENNSYLVANIA_PERRY
PA 2007,PENNSYLVANIA,PHILADELPHIA,Philadelphia,Hardwood,23,4,27,5,15,20,0,0,0,28,19,47,43,0.78,0.45,0.8,18866,402,231,171,322,80,PENNSYLVANIA_PHILADELPHIA
PA 2007,PENNSYLVANIA,PIKE,Pike,Hardwood,873,184,"1,057",127,544,671,0,3,3,"1,000",731,"1,731",43,0.78,0.45,0.8,18866,14813,9046,5768,11851,2963,PENNSYLVANIA_PIKE
PA 2007,PENNSYLVANIA,POTTER,Potter,Hardwood,"4,878","1,078","5,956",652,"2,995","3,647",0,1,1,"5,530","4,074","9,603",43,0.78,0.45,0.8,18866,82180,50970,31210,65744,16436,PENNSYLVANIA_POTTER
PA 2007,PENNSYLVANIA,SCHUYLKILL,Schuylkill,Hardwood,"3,313",769,"4,081",396,"1,995","2,391",0,0,0,"3,709","2,764","6,473",43,0.78,0.45,0.8,18866,55394,34924,20470,44315,11079,PENNSYLVANIA_SCHUYLKILL
PA 2007,PENNSYLVANIA,SNYDER,Snyder,Hardwood,"1,731",294,"2,025",337,"1,142","1,479",0,0,0,"2,068","1,436","3,504",43,0.78,0.45,0.8,18866,29986,17329,12657,23989,5997,PENNSYLVANIA_SNYDER
PA 2007,PENNSYLVANIA,SOMERSET,Somerset,Hardwood,"4,722",889,"5,611",809,"3,025","3,833",0,4,4,"5,531","3,918","9,449",43,0.78,0.45,0.8,18866,80862,48017,32845,64690,16172,PENNSYLVANIA_SOMERSET
PA 2007,PENNSYLVANIA,SULLIVAN,Sullivan,Hardwood,"4,074",904,"4,979",539,"2,498","3,037",0,0,0,"4,614","3,403","8,016",43,0.78,0.45,0.8,18866,68599,42609,25990,54879,13720,PENNSYLVANIA_SULLIVAN
PA 2007,PENNSYLVANIA,SUSQUEHANNA,Susquehanna,Hardwood,"2,592",592,"3,183",323,"1,574","1,897",0,0,0,"2,915","2,166","5,080",43,0.78,0.45,0.8,18866,43473,27239,16234,34779,8695,PENNSYLVANIA_SUSQUEHANNA
PA 2007,PENNSYLVANIA,TIOGA,Tioga,Hardwood,"4,092",847,"4,939",614,"2,563","3,178",0,2,2,"4,706","3,413","8,119",43,0.78,0.45,0.8,18866,69480,42267,27214,55584,13896,PENNSYLVANIA_TIOGA
PA 2007,PENNSYLVANIA,UNION,Union,Hardwood,682,116,799,132,450,582,0,0,0,815,566,"1,381",43,0.78,0.45,0.8,18866,11818,6838,4981,9455,2364,PENNSYLVANIA_UNION
PA 2007,PENNSYLVANIA,VENANGO,Venango,Hardwood,"3,909",704,"4,613",712,"2,542","3,254",0,2,2,"4,621","3,248","7,870",43,0.78,0.45,0.8,18866,67349,39477,27873,53879,13470,PENNSYLVANIA_VENANGO
PA 2007,PENNSYLVANIA,WARREN,Warren,Hardwood,"5,656","1,176","6,832",930,"3,600","4,530",0,1,1,"6,586","4,777","11,363",43,0.78,0.45,0.8,18866,97241,58466,38775,77793,19448,PENNSYLVANIA_WARREN
PA 2007,PENNSYLVANIA,WASHINGTON,Washington,Hardwood,747,124,871,148,494,642,0,3,3,894,621,"1,515",43,0.78,0.45,0.8,18866,12965,7454,5511,10372,2593,PENNSYLVANIA_WASHINGTON
PA 2007,PENNSYLVANIA,WAYNE,Wayne,Hardwood,"1,658",353,"2,011",238,"1,031","1,268",0,1,1,"1,896","1,384","3,280",43,0.78,0.45,0.8,18866,28069,17210,10860,22455,5614,PENNSYLVANIA_WAYNE
PA 2007,PENNSYLVANIA,WESTMORELAND,Westmoreland,Hardwood,"2,169",362,"2,531",418,"1,411","1,829",0,14,14,"2,587","1,786","4,373",43,0.78,0.45,0.8,18866,37423,21660,15763,29938,7485,PENNSYLVANIA_WESTMORELAND
PA 2007,PENNSYLVANIA,WYOMING,Wyoming,Hardwood,"1,763",378,"2,141",249,"1,093","1,342",0,6,6,"2,012","1,477","3,489",43,0.78,0.45,0.8,18866,29858,18322,11536,23886,5972,PENNSYLVANIA_WYOMING
PA 2007,PENNSYLVANIA,YORK,York,Hardwood,"1,875",362,"2,236",311,"1,194","1,505",0,3,3,"2,186","1,559","3,744",43,0.78,0.45,0.8,18866,32040,19135,12905,25632,6408,PENNSYLVANIA_YORK
RI 2007,RHODE ISLAND,BRISTOL,Bristol,Hardwood,9,1,10,1,1,2,0,0,0,10,2,12,43,0.78,0.45,0.8,18866,103,86,17,82,21,RHODE ISLAND_BRISTOL
RI 2007,RHODE ISLAND,KENT,Kent,Hardwood,160,733,893,14,6,20,0,2,2,174,741,915,43,0.78,0.45,0.8,18866,7830,7642,188,6264,1566,RHODE ISLAND_KENT
RI 2007,RHODE ISLAND,NEWPORT,Newport,Hardwood,33,4,38,5,2,7,0,0,0,38,7,45,43,0.78,0.45,0.8,18866,385,325,60,308,77,RHODE ISLAND_NEWPORT
RI 2007,RHODE ISLAND,PROVIDENCE,Providence,Hardwood,386,"1,007","1,394",44,20,64,0,0,0,431,"1,028","1,458",43,0.78,0.45,0.8,18866,12477,11929,548,9982,2495,RHODE ISLAND_PROVIDENCE
RI 2007,RHODE ISLAND,WASHINGTON,Washington,Hardwood,277,"1,260","1,538",24,11,35,0,1,1,301,"1,273","1,574",43,0.78,0.45,0.8,18866,13470,13162,308,10776,2694,RHODE ISLAND_WASHINGTON
SC 2007,SOUTH CAROLINA,ABBEVILLE,Abbeville,Hardwood,878,87,965,158,246,404,265,202,467,"1,300",536,"1,836",43,0.78,0.45,0.8,18866,15712,8258,7454,12570,3142,SOUTH CAROLINA_ABBEVILLE
SC 2007,SOUTH CAROLINA,AIKEN,Aiken,Hardwood,"3,468",377,"3,845",630,979,"1,609","1,055",806,"1,861","5,152","2,163","7,315",43,0.78,0.45,0.8,18866,62600,32904,29695,50080,12520,SOUTH CAROLINA_AIKEN
SC 2007,SOUTH CAROLINA,ALLENDALE,Allendale,Hardwood,"1,861",178,"2,039",334,519,853,559,428,987,"2,754","1,125","3,879",43,0.78,0.45,0.8,18866,33195,17449,15746,26556,6639,SOUTH CAROLINA_ALLENDALE
SC 2007,SOUTH CAROLINA,ANDERSON,Anderson,Hardwood,"1,375",130,"1,505",247,383,630,413,316,729,"2,034",830,"2,864",43,0.78,0.45,0.8,18866,24509,12879,11630,19607,4902,SOUTH CAROLINA_ANDERSON
SC 2007,SOUTH CAROLINA,BAMBERG,Bamberg,Hardwood,"2,135",216,"2,351",385,598,983,645,493,"1,138","3,164","1,308","4,472",43,0.78,0.45,0.8,18866,38270,20119,18151,30616,7654,SOUTH CAROLINA_BAMBERG
SC 2007,SOUTH CAROLINA,BARNWELL,Barnwell,Hardwood,"2,920",297,"3,217",527,819,"1,346",882,675,"1,557","4,329","1,791","6,120",43,0.78,0.45,0.8,18866,52373,27530,24843,41899,10475,SOUTH CAROLINA_BARNWELL
SC 2007,SOUTH CAROLINA,BEAUFORT,Beaufort,Hardwood,460,43,503,82,128,210,138,106,244,681,276,957,43,0.78,0.45,0.8,18866,8190,4305,3885,6552,1638,SOUTH CAROLINA_BEAUFORT
SC 2007,SOUTH CAROLINA,BERKELEY,Berkeley,Hardwood,"1,056",119,"1,175",192,299,491,322,247,569,"1,570",665,"2,235",43,0.78,0.45,0.8,18866,19127,10055,9071,15301,3825,SOUTH CAROLINA_BERKELEY
SC 2007,SOUTH CAROLINA,CALHOUN,Calhoun,Hardwood,"1,848",193,"2,041",334,520,854,560,428,988,"2,742","1,141","3,883",43,0.78,0.45,0.8,18866,33230,17466,15763,26584,6646,SOUTH CAROLINA_CALHOUN
SC 2007,SOUTH CAROLINA,CHARLESTON,Charleston,Hardwood,676,80,756,124,192,316,207,159,366,"1,007",431,"1,438",43,0.78,0.45,0.8,18866,12306,6470,5836,9845,2461,SOUTH CAROLINA_CHARLESTON
SC 2007,SOUTH CAROLINA,CHEROKEE,Cherokee,Hardwood,"1,300",122,"1,422",233,362,595,390,299,689,"1,923",783,"2,706",43,0.78,0.45,0.8,18866,23157,12169,10988,18526,4631,SOUTH CAROLINA_CHEROKEE
SC 2007,SOUTH CAROLINA,CHESTER,Chester,Hardwood,"1,906",168,"2,074",340,528,868,569,435,"1,004","2,815","1,131","3,946",43,0.78,0.45,0.8,18866,33769,17749,16020,27015,6754,SOUTH CAROLINA_CHESTER
SC 2007,SOUTH CAROLINA,CHESTERFIELD,Chesterfield,Hardwood,"4,478",424,"4,902",803,"1,248","2,051","1,345","1,028","2,373","6,625","2,701","9,326",43,0.78,0.45,0.8,18866,79809,41950,37859,63848,15962,SOUTH CAROLINA_CHESTERFIELD
SC 2007,SOUTH CAROLINA,CLARENDON,Clarendon,Hardwood,"1,100",122,"1,222",200,311,511,335,257,592,"1,636",689,"2,325",43,0.78,0.45,0.8,18866,19897,10458,9439,15917,3979,SOUTH CAROLINA_CLARENDON
SC 2007,SOUTH CAROLINA,COLLETON,Colleton,Hardwood,"4,916",476,"5,392",883,"1,373","2,256","1,479","1,131","2,610","7,278","2,980","10,258",43,0.78,0.45,0.8,18866,87785,46143,41642,70228,17557,SOUTH CAROLINA_COLLETON
SC 2007,SOUTH CAROLINA,DARLINGTON,Darlington,Hardwood,"2,607",291,"2,898",474,738,"1,212",795,608,"1,403","3,876","1,637","5,513",43,0.78,0.45,0.8,18866,47179,24800,22378,37743,9436,SOUTH CAROLINA_DARLINGTON
SC 2007,SOUTH CAROLINA,DILLON,Dillon,Hardwood,"3,806",439,"4,245",695,"1,081","1,776","1,164",891,"2,055","5,665","2,411","8,076",43,0.78,0.45,0.8,18866,69112,36328,32785,55290,13822,SOUTH CAROLINA_DILLON
SC 2007,SOUTH CAROLINA,DORCHESTER,Dorchester,Hardwood,"4,365",500,"4,865",796,"1,239","2,035","1,334","1,021","2,355","6,496","2,759","9,255",43,0.78,0.45,0.8,18866,79202,41633,37568,63361,15840,SOUTH CAROLINA_DORCHESTER
SC 2007,SOUTH CAROLINA,EDGEFIELD,Edgefield,Hardwood,"1,549",173,"1,722",282,438,720,472,361,833,"2,303",972,"3,275",43,0.78,0.45,0.8,18866,28027,14736,13290,22421,5605,SOUTH CAROLINA_EDGEFIELD
SC 2007,SOUTH CAROLINA,FAIRFIELD,Fairfield,Hardwood,"3,223",364,"3,587",587,914,"1,501",984,752,"1,736","4,795","2,029","6,824",43,0.78,0.45,0.8,18866,58398,30697,27701,46718,11680,SOUTH CAROLINA_FAIRFIELD
SC 2007,SOUTH CAROLINA,FLORENCE,Florence,Hardwood,"3,151",354,"3,505",574,892,"1,466",962,735,"1,697","4,687","1,981","6,668",43,0.78,0.45,0.8,18866,57063,29995,27068,45650,11413,SOUTH CAROLINA_FLORENCE
SC 2007,SOUTH CAROLINA,GEORGETOWN,Georgetown,Hardwood,"3,758",444,"4,202",688,"1,070","1,758","1,153",881,"2,034","5,599","2,395","7,994",43,0.78,0.45,0.8,18866,68411,35960,32451,54728,13682,SOUTH CAROLINA_GEORGETOWN
SC 2007,SOUTH CAROLINA,GREENVILLE,Greenville,Hardwood,"1,109",107,"1,216",199,310,509,334,255,589,"1,642",672,"2,314",43,0.78,0.45,0.8,18866,19803,10406,9396,15842,3961,SOUTH CAROLINA_GREENVILLE
SC 2007,SOUTH CAROLINA,GREENWOOD,Greenwood,Hardwood,"2,384",257,"2,641",432,673,"1,105",725,554,"1,279","3,541","1,484","5,025",43,0.78,0.45,0.8,18866,43003,22601,20402,34402,8601,SOUTH CAROLINA_GREENWOOD
