State,States,COUNTY,County,Species_Group,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Growing_Stock,Non_growing_Stock,All_Sources,Hardwood_Density_lb_ft3,Df,CC,Percentshoot,HANPP_lb_C_perthousand_cubicfeet ,TotalHANPP_Harvest_in_Tonnes,HANPP_harvest_used_in_Tonnes,HANPP_Harvest_unused_in_Tonnes,HANPP_Harvest_above_ground_in_Tonnes,HANPP_Harvest_below_ground_in_Tonnes,Stcnty
AR 2002,ARKANSAS,LEE,Lee,Hardwood,"2,228",96,"2,324",499,505,"1,004",430,192,622,"3,157",793,"3,950",43,0.78,0.45,0.80,18866,33803,19888,13915,27042,6761,ARKANSAS_LEE
AR 2002,ARKANSAS,LINCOLN,Lincoln,Hardwood,"6,247",750,"6,997","1,503","1,520","3,023","1,297",580,"1,877","9,047","2,850","11,897",43,0.78,0.45,0.80,18866,101811,59878,41933,81449,20362,ARKANSAS_LINCOLN
AR 2002,ARKANSAS,LITTLE RIVER,Little River,Hardwood,"4,324",499,"4,822","1,036","1,048","2,084",896,401,"1,297","6,256","1,948","8,204",43,0.78,0.45,0.80,18866,70208,41265,28942,56166,14042,ARKANSAS_LITTLE RIVER
AR 2002,ARKANSAS,LOGAN,Logan,Hardwood,694,24,718,154,156,310,135,60,195,983,240,"1,223",43,0.78,0.45,0.80,18866,10466,6144,4322,8373,2093,ARKANSAS_LOGAN
AR 2002,ARKANSAS,LONOKE,Lonoke,Hardwood,"1,862",102,"1,964",422,427,849,363,162,525,"2,646",691,"3,337",43,0.78,0.45,0.80,18866,28557,16807,11750,22846,5711,ARKANSAS_LONOKE
AR 2002,ARKANSAS,MADISON,Madison,Hardwood,"2,285",76,"2,361",507,513,"1,020",436,195,631,"3,228",784,"4,012",43,0.78,0.45,0.80,18866,34334,20205,14129,27467,6867,ARKANSAS_MADISON
AR 2002,ARKANSAS,MARION,Marion,Hardwood,"1,604",97,"1,701",366,370,736,314,141,455,"2,285",607,"2,892",43,0.78,0.45,0.80,18866,24749,14557,10192,19799,4950,ARKANSAS_MARION
AR 2002,ARKANSAS,MILLER,Miller,Hardwood,"4,427",541,"4,968","1,067","1,079","2,146",927,415,"1,342","6,421","2,034","8,456",43,0.78,0.45,0.80,18866,72364,42515,29849,57891,14473,ARKANSAS_MILLER
AR 2002,ARKANSAS,MISSISSIPPI,Mississippi,Hardwood,856,28,884,190,192,382,171,76,247,"1,216",297,"1,513",43,0.78,0.45,0.80,18866,12948,7565,5383,10358,2590,ARKANSAS_MISSISSIPPI
AR 2002,ARKANSAS,MONROE,Monroe,Hardwood,"1,707",72,"1,779",382,387,769,335,150,485,"2,424",609,"3,033",43,0.78,0.45,0.80,18866,25956,15224,10731,20764,5191,ARKANSAS_MONROE
AR 2002,ARKANSAS,MONTGOMERY,Montgomery,Hardwood,"1,224",46,"1,270",273,276,549,391,175,566,"1,888",497,"2,385",43,0.78,0.45,0.80,18866,20410,10868,9542,16328,4082,ARKANSAS_MONTGOMERY
AR 2002,ARKANSAS,NEVADA,Nevada,Hardwood,"11,400","1,403","12,802","2,750","2,782","5,532","2,408","1,077","3,485","16,559","5,261","21,820",43,0.78,0.45,0.80,18866,186730,109556,77174,149384,37346,ARKANSAS_NEVADA
AR 2002,ARKANSAS,NEWTON,Newton,Hardwood,"2,194",74,"2,269",488,493,981,505,225,730,"3,186",793,"3,980",43,0.78,0.45,0.80,18866,34060,19417,14642,27248,6812,ARKANSAS_NEWTON
AR 2002,ARKANSAS,OUACHITA,Ouachita,Hardwood,"5,676",435,"6,111","1,313","1,328","2,641","1,145",512,"1,657","8,135","2,275","10,410",43,0.78,0.45,0.80,18866,89086,52296,36790,71269,17817,ARKANSAS_OUACHITA
AR 2002,ARKANSAS,PERRY,Perry,Hardwood,736,30,766,165,166,331,148,66,214,"1,049",262,"1,311",43,0.78,0.45,0.80,18866,11219,6555,4664,8975,2244,ARKANSAS_PERRY
AR 2002,ARKANSAS,PHILLIPS,Phillips,Hardwood,"1,790",92,"1,882",404,409,814,371,166,537,"2,566",667,"3,233",43,0.78,0.45,0.80,18866,27667,16106,11561,22134,5533,ARKANSAS_PHILLIPS
AR 2002,ARKANSAS,PIKE,Pike,Hardwood,"3,468",283,"3,751",806,815,"1,621",719,322,"1,041","4,993","1,420","6,413",43,0.78,0.45,0.80,18866,54881,32100,22781,43905,10976,ARKANSAS_PIKE
AR 2002,ARKANSAS,POINSETT,Poinsett,Hardwood,3,0,3,1,1,2,1,0,1,4,2,6,43,0.78,0.45,0.80,18866,51,26,26,41,10,ARKANSAS_POINSETT
AR 2002,ARKANSAS,POLK,Polk,Hardwood,"6,212",623,"6,834","1,468","1,485","2,953","1,364",609,"1,973","9,043","2,717","11,760",43,0.78,0.45,0.80,18866,100639,58484,42155,80511,20128,ARKANSAS_POLK
AR 2002,ARKANSAS,POPE,Pope,Hardwood,"1,562",54,"1,616",347,351,698,323,144,467,"2,232",549,"2,781",43,0.78,0.45,0.80,18866,23799,13829,9970,19039,4760,ARKANSAS_POPE
AR 2002,ARKANSAS,PRAIRIE,Prairie,Hardwood,"1,686",76,"1,762",378,383,761,327,146,473,"2,391",605,"2,996",43,0.78,0.45,0.80,18866,25639,15079,10560,20511,5128,ARKANSAS_PRAIRIE
AR 2002,ARKANSAS,PULASKI,Pulaski,Hardwood,"1,298",83,"1,380",297,300,597,260,116,376,"1,854",499,"2,354",43,0.78,0.45,0.80,18866,20145,11810,8335,16116,4029,ARKANSAS_PULASKI
AR 2002,ARKANSAS,RANDOLPH,Randolph,Hardwood,"1,419",47,"1,466",315,318,633,271,121,392,"2,005",487,"2,491",43,0.78,0.45,0.80,18866,21317,12546,8772,17054,4263,ARKANSAS_RANDOLPH
AR 2002,ARKANSAS,SALINE,Saline,Hardwood,"2,287",177,"2,465",530,536,"1,065",460,206,666,"3,277",919,"4,196",43,0.78,0.45,0.80,18866,35908,21095,14813,28727,7182,ARKANSAS_SALINE
AR 2002,ARKANSAS,SCOTT,Scott,Hardwood,773,61,834,179,181,360,232,104,336,"1,184",346,"1,530",43,0.78,0.45,0.80,18866,13093,7137,5956,10475,2619,ARKANSAS_SCOTT
AR 2002,ARKANSAS,SEARCY,Searcy,Hardwood,"1,751",68,"1,818",391,395,786,336,150,486,"2,477",613,"3,090",43,0.78,0.45,0.80,18866,26443,15558,10885,21155,5289,ARKANSAS_SEARCY
AR 2002,ARKANSAS,SEVIER,Sevier,Hardwood,"2,458",162,"2,620",563,569,"1,132",493,220,713,"3,514",952,"4,465",43,0.78,0.45,0.80,18866,38210,22421,15789,30568,7642,ARKANSAS_SEVIER
AR 2002,ARKANSAS,SHARP,Sharp,Hardwood,"1,839",61,"1,900",408,413,821,351,157,508,"2,598",631,"3,229",43,0.78,0.45,0.80,18866,27633,16260,11373,22106,5527,ARKANSAS_SHARP
AR 2002,ARKANSAS,ST. FRANCIS,St. Francis,Hardwood,"1,701",91,"1,793",385,389,774,337,150,487,"2,423",631,"3,054",43,0.78,0.45,0.80,18866,26135,15344,10791,20908,5227,ARKANSAS_ST. FRANCIS
AR 2002,ARKANSAS,STONE,Stone,Hardwood,"2,735",153,"2,888",621,628,"1,249",552,247,799,"3,908","1,028","4,936",43,0.78,0.45,0.80,18866,42241,24715,17526,33793,8448,ARKANSAS_STONE
AR 2002,ARKANSAS,UNION,Union,Hardwood,"18,226","2,093","20,318","4,365","4,415","8,780","3,828","1,711","5,539","26,418","8,219","34,637",43,0.78,0.45,0.80,18866,296414,173876,122538,237131,59283,ARKANSAS_UNION
AR 2002,ARKANSAS,VAN BUREN,Van Buren,Hardwood,996,63,"1,058",227,230,457,217,97,314,"1,440",390,"1,829",43,0.78,0.45,0.80,18866,15652,9054,6598,12522,3130,ARKANSAS_VAN BUREN
AR 2002,ARKANSAS,WASHINGTON,Washington,Hardwood,"2,085",69,"2,155",463,468,931,399,178,577,"2,947",716,"3,663",43,0.78,0.45,0.80,18866,31347,18442,12905,25078,6269,ARKANSAS_WASHINGTON
AR 2002,ARKANSAS,WHITE,White,Hardwood,"3,603",216,"3,819",821,830,"1,651",713,319,"1,032","5,137","1,365","6,502",43,0.78,0.45,0.80,18866,55642,32682,22960,44514,11128,ARKANSAS_WHITE
AR 2002,ARKANSAS,WOODRUFF,Woodruff,Hardwood,"1,749",59,"1,809",389,393,782,334,150,484,"2,472",602,"3,075",43,0.78,0.45,0.80,18866,26315,15481,10834,21052,5263,ARKANSAS_WOODRUFF
AR 2002,ARKANSAS,YELL,Yell,Hardwood,939,32,971,208,211,419,193,86,279,"1,340",329,"1,669",43,0.78,0.45,0.80,18866,14283,8310,5973,11426,2857,ARKANSAS_YELL
CA 2002,CALIFORNIA,ALAMEDA,Alameda,Hardwood,"7,775","44,436","52,212",778,0,778,0,0,0,"8,553","44,436","52,989",43,0.78,0.45,0.80,18866,453466,446816,6649,362772,90693,CALIFORNIA_ALAMEDA
CA 2002,CALIFORNIA,AMADOR,Amador,Hardwood,3,0,3,0,0,0,0,0,0,4,0,4,43,0.78,0.45,0.80,18866,34,26,9,27,7,CALIFORNIA_AMADOR
CA 2002,CALIFORNIA,BUTTE,Butte,Hardwood,0,0,0,0,0,0,0,3,4,0,3,4,43,0.78,0.45,0.80,18866,34,0,34,27,7,CALIFORNIA_BUTTE
CA 2002,CALIFORNIA,CALAVERAS,Calaveras,Hardwood,17,0,17,2,0,2,0,0,0,19,0,19,43,0.78,0.45,0.80,18866,163,145,17,130,33,CALIFORNIA_CALAVERAS
CA 2002,CALIFORNIA,DEL NORTE,Del Norte,Hardwood,0,0,0,0,0,0,4,33,37,4,33,37,43,0.78,0.45,0.80,18866,317,0,317,253,63,CALIFORNIA_DEL NORTE
CA 2002,CALIFORNIA,EL DORADO,El Dorado,Hardwood,8,0,8,1,0,1,0,0,0,9,0,9,43,0.78,0.45,0.80,18866,77,68,9,62,15,CALIFORNIA_EL DORADO
CA 2002,CALIFORNIA,HUMBOLDT,Humboldt,Hardwood,0,0,0,0,0,0,1,7,7,1,7,7,43,0.78,0.45,0.80,18866,60,0,60,48,12,CALIFORNIA_HUMBOLDT
CA 2002,CALIFORNIA,MARIPOSA,Mariposa,Hardwood,3,0,3,0,0,0,0,0,0,4,0,4,43,0.78,0.45,0.80,18866,34,26,9,27,7,CALIFORNIA_MARIPOSA
CA 2002,CALIFORNIA,MENDOCINO,Mendocino,Hardwood,0,0,0,0,0,0,4,61,66,4,61,66,43,0.78,0.45,0.80,18866,565,0,565,452,113,CALIFORNIA_MENDOCINO
CA 2002,CALIFORNIA,SANTA CRUZ,Santa Cruz,Hardwood,0,0,0,0,0,0,1,11,12,1,11,12,43,0.78,0.45,0.80,18866,103,0,103,82,21,CALIFORNIA_SANTA CRUZ
CA 2002,CALIFORNIA,SHASTA,Shasta,Hardwood,0,0,0,0,0,0,0,3,3,0,3,3,43,0.78,0.45,0.80,18866,26,0,26,21,5,CALIFORNIA_SHASTA
CA 2002,CALIFORNIA,SISKIYOU,Siskiyou,Hardwood,0,0,0,0,0,0,0,0,0,0,0,0,43,0.78,0.45,0.80,18866,0,0,0,0,0,CALIFORNIA_SISKIYOU
CA 2002,CALIFORNIA,SONOMA,Sonoma,Hardwood,0,0,0,0,0,0,1,11,11,1,11,11,43,0.78,0.45,0.80,18866,94,0,94,75,19,CALIFORNIA_SONOMA
CA 2002,CALIFORNIA,TEHAMA,Tehama,Hardwood,0,0,0,0,0,0,0,2,2,0,2,2,43,0.78,0.45,0.80,18866,17,0,17,14,3,CALIFORNIA_TEHAMA
CA 2002,CALIFORNIA,TRINITY,Trinity,Hardwood,0,0,0,0,0,0,2,14,16,2,14,16,43,0.78,0.45,0.80,18866,137,0,137,110,27,CALIFORNIA_TRINITY
CA 2002,CALIFORNIA,TUOLUMNE,Tuolumne,Hardwood,52,0,52,5,0,5,0,0,0,58,0,58,43,0.78,0.45,0.80,18866,496,445,51,397,99,CALIFORNIA_TUOLUMNE
CO 2002,COLORADO,ARCHULETA,Archuleta,Hardwood,10,1,11,1,2,2,0,0,0,11,3,14,43,0.78,0.45,0.80,18866,120,94,26,96,24,COLORADO_ARCHULETA
CO 2002,COLORADO,CONEJOS,Conejos,Hardwood,22,6,28,2,4,5,0,0,0,24,10,34,43,0.78,0.45,0.80,18866,291,240,51,233,58,COLORADO_CONEJOS
CO 2002,COLORADO,DELTA,Delta,Hardwood,86,297,383,6,15,21,0,0,0,92,312,404,43,0.78,0.45,0.80,18866,3457,3278,180,2766,691,COLORADO_DELTA
CO 2002,COLORADO,DENVER,Denver,Hardwood,22,122,144,0,11,11,0,0,0,22,133,155,43,0.78,0.45,0.80,18866,1326,1232,94,1061,265,COLORADO_DENVER
CO 2002,COLORADO,DOLORES,Dolores,Hardwood,322,501,822,23,56,79,0,0,0,345,556,901,43,0.78,0.45,0.80,18866,7711,7034,676,6168,1542,COLORADO_DOLORES
CO 2002,COLORADO,DOUGLAS,Douglas,Hardwood,0,178,178,0,0,0,0,0,0,0,178,178,43,0.78,0.45,0.80,18866,1523,1523,0,1219,305,COLORADO_DOUGLAS
CO 2002,COLORADO,EAGLE,Eagle,Hardwood,33,3,36,2,5,8,0,0,0,36,8,44,43,0.78,0.45,0.80,18866,377,308,68,301,75,COLORADO_EAGLE
CO 2002,COLORADO,EL PASO,El Paso,Hardwood,0,319,319,0,0,0,0,0,0,0,319,319,43,0.78,0.45,0.80,18866,2730,2730,0,2184,546,COLORADO_EL PASO
CO 2002,COLORADO,FREMONT,Fremont,Hardwood,6,2,7,0,1,1,0,0,0,6,3,9,43,0.78,0.45,0.80,18866,77,60,17,62,15,COLORADO_FREMONT
CO 2002,COLORADO,GARFIELD,Garfield,Hardwood,460,694,"1,155",1,229,230,0,0,0,462,923,"1,384",43,0.78,0.45,0.80,18866,11844,9884,1960,9475,2369,COLORADO_GARFIELD
CO 2002,COLORADO,GRAND,Grand,Hardwood,191,"1,301","1,492",0,95,95,0,0,0,191,"1,396","1,587",43,0.78,0.45,0.80,18866,13581,12768,813,10865,2716,COLORADO_GRAND
CO 2002,COLORADO,GUNNISON,Gunnison,Hardwood,84,6,90,6,14,20,0,0,0,89,20,110,43,0.78,0.45,0.80,18866,941,770,171,753,188,COLORADO_GUNNISON
CO 2002,COLORADO,HINSDALE,Hinsdale,Hardwood,16,1,18,1,3,4,0,0,0,17,4,21,43,0.78,0.45,0.80,18866,180,154,26,144,36,COLORADO_HINSDALE
CO 2002,COLORADO,JACKSON,Jackson,Hardwood,29,3,32,2,5,7,0,0,0,31,7,38,43,0.78,0.45,0.80,18866,325,274,51,260,65,COLORADO_JACKSON
CO 2002,COLORADO,JEFFERSON,Jefferson,Hardwood,0,41,41,0,0,0,0,0,0,0,41,41,43,0.78,0.45,0.80,18866,351,351,0,281,70,COLORADO_JEFFERSON
CO 2002,COLORADO,KIT CARSON,Kit Carson,Hardwood,222,931,"1,153",0,113,113,0,0,0,222,"1,044","1,266",43,0.78,0.45,0.80,18866,10834,9867,967,8667,2167,COLORADO_KIT CARSON
CO 2002,COLORADO,LA PLATA,La Plata,Hardwood,49,305,354,4,8,12,0,0,0,52,313,366,43,0.78,0.45,0.80,18866,3132,3029,103,2506,626,COLORADO_LA PLATA
CO 2002,COLORADO,LARIMER,Larimer,Hardwood,10,764,774,0,82,82,0,0,0,10,846,856,43,0.78,0.45,0.80,18866,7325,6624,702,5860,1465,COLORADO_LARIMER
CO 2002,COLORADO,MESA,Mesa,Hardwood,52,200,251,2,18,20,0,0,0,53,218,271,43,0.78,0.45,0.80,18866,2319,2148,171,1855,464,COLORADO_MESA
CO 2002,COLORADO,MINERAL,Mineral,Hardwood,264,326,590,3,120,123,0,0,0,267,446,713,43,0.78,0.45,0.80,18866,6102,5049,1053,4881,1220,COLORADO_MINERAL
CO 2002,COLORADO,MOFFAT,Moffat,Hardwood,1,0,2,0,0,0,0,0,0,2,0,2,43,0.78,0.45,0.80,18866,17,17,0,14,3,COLORADO_MOFFAT
CO 2002,COLORADO,MONTEZUMA,Montezuma,Hardwood,"1,010",807,"1,817",60,237,297,0,0,0,"1,070","1,044","2,114",43,0.78,0.45,0.80,18866,18091,15549,2542,14473,3618,COLORADO_MONTEZUMA
CO 2002,COLORADO,MONTROSE,Montrose,Hardwood,17,"2,915","2,932",1,3,4,0,0,0,18,"2,918","2,936",43,0.78,0.45,0.80,18866,25125,25091,34,20100,5025,COLORADO_MONTROSE
CO 2002,COLORADO,PARK,Park,Hardwood,6,28,34,0,3,3,0,0,0,6,31,37,43,0.78,0.45,0.80,18866,317,291,26,253,63,COLORADO_PARK
CO 2002,COLORADO,PITKIN,Pitkin,Hardwood,113,154,267,0,57,57,0,0,0,113,211,324,43,0.78,0.45,0.80,18866,2773,2285,488,2218,555,COLORADO_PITKIN
CO 2002,COLORADO,PUEBLO,Pueblo,Hardwood,222,307,529,0,113,113,0,0,0,222,420,642,43,0.78,0.45,0.80,18866,5494,4527,967,4395,1099,COLORADO_PUEBLO
CO 2002,COLORADO,RIO BLANCO,Rio Blanco,Hardwood,11,24,36,1,2,3,0,0,0,12,26,38,43,0.78,0.45,0.80,18866,325,308,17,260,65,COLORADO_RIO BLANCO
CO 2002,COLORADO,RIO GRANDE,Rio Grande,Hardwood,36,2,38,3,6,9,0,0,0,39,8,47,43,0.78,0.45,0.80,18866,402,325,77,322,80,COLORADO_RIO GRANDE
CO 2002,COLORADO,ROUTT,Routt,Hardwood,44,268,312,3,7,10,0,0,0,47,275,322,43,0.78,0.45,0.80,18866,2756,2670,86,2204,551,COLORADO_ROUTT
CO 2002,COLORADO,SAGUACHE,Saguache,Hardwood,523,703,"1,227",1,259,261,0,0,0,525,963,"1,487",43,0.78,0.45,0.80,18866,12725,10500,2225,10180,2545,COLORADO_SAGUACHE
CO 2002,COLORADO,SAN MIGUEL,San Miguel,Hardwood,210,2,212,15,36,51,0,0,0,225,39,264,43,0.78,0.45,0.80,18866,2259,1814,445,1807,452,COLORADO_SAN MIGUEL
CO 2002,COLORADO,SUMMIT,Summit,Hardwood,1,148,150,0,0,0,0,0,0,2,148,150,43,0.78,0.45,0.80,18866,1284,1284,0,1027,257,COLORADO_SUMMIT
CO 2002,COLORADO,TELLER,Teller,Hardwood,17,79,96,1,3,4,0,0,0,18,82,100,43,0.78,0.45,0.80,18866,856,822,34,685,171,COLORADO_TELLER
CO 2002,COLORADO,WELD,Weld,Hardwood,0,1,1,0,0,0,0,0,0,0,1,1,43,0.78,0.45,0.80,18866,9,9,0,7,2,COLORADO_WELD
CT 2002,CONNECTICUT,FAIRFIELD,Fairfield,Hardwood,61,130,191,9,29,38,0,0,0,70,159,229,43,0.78,0.45,0.80,18866,1960,1635,325,1568,392,CONNECTICUT_FAIRFIELD
CT 2002,CONNECTICUT,HARTFORD,Hartford,Hardwood,284,605,890,40,135,175,0,0,0,325,740,"1,065",43,0.78,0.45,0.80,18866,9114,7616,1498,7291,1823,CONNECTICUT_HARTFORD
CT 2002,CONNECTICUT,LITCHFIELD,Litchfield,Hardwood,"1,715","3,649","5,364",244,813,"1,057",0,0,0,"1,959","4,462","6,421",43,0.78,0.45,0.80,18866,54949,45904,9046,43959,10990,CONNECTICUT_LITCHFIELD
CT 2002,CONNECTICUT,MIDDLESEX,Middlesex,Hardwood,925,"1,969","2,895",131,439,570,0,2,2,"1,057","2,410","3,467",43,0.78,0.45,0.80,18866,29670,24775,4895,23736,5934,CONNECTICUT_MIDDLESEX
CT 2002,CONNECTICUT,NEW HAVEN,New Haven,Hardwood,947,"2,014","2,961",134,449,583,0,0,0,"1,081","2,463","3,545",43,0.78,0.45,0.80,18866,30337,25339,4998,24270,6067,CONNECTICUT_NEW HAVEN
CT 2002,CONNECTICUT,NEW LONDON,New London,Hardwood,"1,103","2,347","3,450",157,523,680,0,3,3,"1,260","2,873","4,133",43,0.78,0.45,0.80,18866,35369,29524,5845,28295,7074,CONNECTICUT_NEW LONDON
CT 2002,CONNECTICUT,TOLLAND,Tolland,Hardwood,"1,211","2,577","3,788",172,574,746,0,7,7,"1,383","3,158","4,541",43,0.78,0.45,0.80,18866,38861,32417,6444,31089,7772,CONNECTICUT_TOLLAND
CT 2002,CONNECTICUT,WINDHAM,Windham,Hardwood,"1,352","2,877","4,229",192,641,833,0,2,2,"1,544","3,520","5,065",43,0.78,0.45,0.80,18866,43345,36191,7154,34676,8669,CONNECTICUT_WINDHAM
DE 2002,DELAWARE,KENT,Kent,Hardwood,893,362,"1,254",149,506,654,0,0,0,"1,042",867,"1,909",43,0.78,0.45,0.80,18866,16337,10731,5605,13069,3267,DELAWARE_KENT
DE 2002,DELAWARE,NEW CASTLE,New Castle,Hardwood,325,131,456,55,185,240,0,0,0,381,316,696,43,0.78,0.45,0.80,18866,5956,3902,2054,4765,1191,DELAWARE_NEW CASTLE
DE 2002,DELAWARE,SUSSEX,Sussex,Hardwood,"1,983",871,"2,854",283,"1,129","1,412",0,0,0,"2,265","2,001","4,266",43,0.78,0.45,0.80,18866,36507,24424,12084,29206,7301,DELAWARE_SUSSEX
FL 2002,FLORIDA,ALACHUA,Alachua,Hardwood,939,241,"1,180",209,213,422,446,409,855,"1,593",864,"2,457",43,0.78,0.45,0.80,18866,21026,10098,10928,16821,4205,FLORIDA_ALACHUA
FL 2002,FLORIDA,BAKER,Baker,Hardwood,123,28,150,27,27,54,56,52,108,206,107,312,43,0.78,0.45,0.80,18866,2670,1284,1386,2136,534,FLORIDA_BAKER
FL 2002,FLORIDA,BAY,Bay,Hardwood,406,42,448,79,81,160,165,152,317,650,275,925,43,0.78,0.45,0.80,18866,7916,3834,4082,6333,1583,FLORIDA_BAY
FL 2002,FLORIDA,BRADFORD,Bradford,Hardwood,500,134,634,112,114,227,234,215,449,846,464,"1,309",43,0.78,0.45,0.80,18866,11202,5426,5776,8962,2240,FLORIDA_BRADFORD
FL 2002,FLORIDA,BREVARD,Brevard,Hardwood,2,0,2,1,1,1,1,1,2,3,2,5,43,0.78,0.45,0.80,18866,43,17,26,34,9,FLORIDA_BREVARD
FL 2002,FLORIDA,CALHOUN,Calhoun,Hardwood,"2,681",408,"3,089",548,559,"1,106","1,149","1,055","2,204","4,377","2,022","6,399",43,0.78,0.45,0.80,18866,54761,26435,28326,43809,10952,FLORIDA_CALHOUN
FL 2002,FLORIDA,CITRUS,Citrus,Hardwood,443,119,562,100,102,202,207,191,398,750,411,"1,162",43,0.78,0.45,0.80,18866,9944,4809,5135,7955,1989,FLORIDA_CITRUS
FL 2002,FLORIDA,CLAY,Clay,Hardwood,548,143,691,123,125,248,256,236,492,927,504,"1,431",43,0.78,0.45,0.80,18866,12246,5913,6333,9797,2449,FLORIDA_CLAY
FL 2002,FLORIDA,COLUMBIA,Columbia,Hardwood,"1,148",275,"1,423",252,258,510,536,492,"1,028","1,936","1,025","2,961",43,0.78,0.45,0.80,18866,25339,12178,13162,20272,5068,FLORIDA_COLUMBIA
FL 2002,FLORIDA,DIXIE,Dixie,Hardwood,"3,570",868,"4,439",787,803,"1,589","1,700","1,562","3,262","6,057","3,233","9,290",43,0.78,0.45,0.80,18866,79501,37988,41514,63601,15900,FLORIDA_DIXIE
FL 2002,FLORIDA,DUVAL,Duval,Hardwood,243,59,302,54,55,109,115,105,220,412,219,631,43,0.78,0.45,0.80,18866,5400,2584,2815,4320,1080,FLORIDA_DUVAL
FL 2002,FLORIDA,ESCAMBIA,Escambia,Hardwood,838,225,"1,063",188,192,380,397,364,761,"1,423",782,"2,205",43,0.78,0.45,0.80,18866,18870,9097,9773,15096,3774,FLORIDA_ESCAMBIA
FL 2002,FLORIDA,FLAGLER,Flagler,Hardwood,836,224,"1,060",188,192,380,405,372,777,"1,428",788,"2,217",43,0.78,0.45,0.80,18866,18972,9071,9901,15178,3794,FLORIDA_FLAGLER
FL 2002,FLORIDA,FRANKLIN,Franklin,Hardwood,640,172,812,144,147,291,312,286,598,"1,096",605,"1,701",43,0.78,0.45,0.80,18866,14557,6949,7608,11645,2911,FLORIDA_FRANKLIN
FL 2002,FLORIDA,GADSDEN,Gadsden,Hardwood,"1,957",376,"2,333",413,422,835,863,792,"1,655","3,233","1,590","4,823",43,0.78,0.45,0.80,18866,41274,19965,21309,33019,8255,FLORIDA_GADSDEN
FL 2002,FLORIDA,GILCHRIST,Gilchrist,Hardwood,582,127,709,125,128,253,262,240,502,969,496,"1,464",43,0.78,0.45,0.80,18866,12529,6067,6461,10023,2506,FLORIDA_GILCHRIST
FL 2002,FLORIDA,GULF,Gulf,Hardwood,505,36,541,96,98,193,200,183,383,801,317,"1,118",43,0.78,0.45,0.80,18866,9568,4630,4938,7654,1914,FLORIDA_GULF
FL 2002,FLORIDA,HAMILTON,Hamilton,Hardwood,"1,746",469,"2,216",393,401,793,842,774,"1,616","2,981","1,644","4,625",43,0.78,0.45,0.80,18866,39580,18964,20616,31664,7916,FLORIDA_HAMILTON
FL 2002,FLORIDA,HERNANDO,Hernando,Hardwood,268,71,339,60,62,122,126,115,241,454,248,702,43,0.78,0.45,0.80,18866,6008,2901,3106,4806,1202,FLORIDA_HERNANDO
FL 2002,FLORIDA,HOLMES,Holmes,Hardwood,"1,100",288,"1,388",246,251,497,520,478,998,"1,867","1,017","2,883",43,0.78,0.45,0.80,18866,24672,11878,12794,19738,4934,FLORIDA_HOLMES
FL 2002,FLORIDA,JACKSON,Jackson,Hardwood,"2,582",549,"3,132",555,566,"1,121","1,164","1,070","2,234","4,301","2,185","6,487",43,0.78,0.45,0.80,18866,55514,26803,28711,44411,11103,FLORIDA_JACKSON
FL 2002,FLORIDA,JEFFERSON,Jefferson,Hardwood,"4,870","1,274","6,143","1,089","1,111","2,199","2,278","2,093","4,371","8,236","4,477","12,714",43,0.78,0.45,0.80,18866,108803,52570,56233,87042,21761,FLORIDA_JEFFERSON
FL 2002,FLORIDA,LAFAYETTE,Lafayette,Hardwood,640,161,801,142,145,287,299,274,573,"1,081",580,"1,661",43,0.78,0.45,0.80,18866,14214,6855,7360,11372,2843,FLORIDA_LAFAYETTE
FL 2002,FLORIDA,LAKE,Lake,Hardwood,293,46,340,60,61,121,127,117,244,480,225,705,43,0.78,0.45,0.80,18866,6033,2910,3124,4827,1207,FLORIDA_LAKE
FL 2002,FLORIDA,LEON,Leon,Hardwood,688,161,849,151,154,304,314,289,603,"1,153",603,"1,757",43,0.78,0.45,0.80,18866,15036,7266,7770,12029,3007,FLORIDA_LEON
FL 2002,FLORIDA,LEVY,Levy,Hardwood,"3,593",832,"4,425",785,801,"1,585","1,686","1,549","3,235","6,064","3,182","9,245",43,0.78,0.45,0.80,18866,79116,37868,41248,63293,15823,FLORIDA_LEVY
FL 2002,FLORIDA,LIBERTY,Liberty,Hardwood,"1,331",244,"1,575",279,285,564,596,547,"1,143","2,205","1,076","3,281",43,0.78,0.45,0.80,18866,28078,13478,14599,22462,5616,FLORIDA_LIBERTY
FL 2002,FLORIDA,MADISON,Madison,Hardwood,"5,026","1,328","6,354","1,126","1,149","2,275","2,365","2,173","4,538","8,517","4,650","13,167",43,0.78,0.45,0.80,18866,112680,54376,58304,90144,22536,FLORIDA_MADISON
FL 2002,FLORIDA,MARION,Marion,Hardwood,"1,319",350,"1,669",296,302,597,650,598,"1,248","2,265","1,249","3,514",43,0.78,0.45,0.80,18866,30072,14283,15789,24057,6014,FLORIDA_MARION
FL 2002,FLORIDA,NASSAU,Nassau,Hardwood,"1,219",321,"1,540",273,278,551,590,543,"1,133","2,082","1,142","3,224",43,0.78,0.45,0.80,18866,27590,13179,14411,22072,5518,FLORIDA_NASSAU
